pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene
18.57,27.94,3.15,11.49,4.11,0.58,10.91,24.1,28.5,90.75,0.83,251.47,2023-08-18 16:45:00,15.21,3.59
18.57,27.94,2.97,11.13,4.12,0.61,10.58,25.79,28.47,90.65,1.04,327.4,2023-08-18 17:00:00,14.19,3.6
18.57,27.94,2.77,6.21,4.09,0.53,7.85,28.21,28.36,90.98,1.05,315.74,2023-08-18 17:15:00,14.82,3.24
18.08,27.64,2.71,6.59,4.09,0.53,8.0,29.75,28.2,90.91,1.77,329.45,2023-08-18 17:30:00,15.67,2.24
17.38,27.2,2.72,6.98,4.08,0.49,8.21,28.44,27.95,90.22,1.45,320.62,2023-08-18 17:45:00,16.22,1.86
17.38,27.2,2.64,6.7,4.09,0.46,8.01,28.44,27.75,90.49,0.96,308.53,2023-08-18 18:00:00,17.78,1.62
17.38,27.2,2.67,5.96,4.1,0.44,7.64,27.65,27.65,90.7,1.1,303.65,2023-08-18 18:15:00,17.67,1.49
18.0,25.28,2.63,5.17,4.11,0.45,7.2,27.79,27.6,91.05,1.02,317.45,2023-08-18 18:30:00,18.81,1.31
18.88,22.53,2.63,4.94,4.11,0.45,7.08,27.29,27.51,91.01,1.4,327.01,2023-08-18 18:45:00,19.16,1.39
18.88,22.53,2.67,4.95,4.12,0.49,7.11,26.68,27.39,90.73,1.26,331.19,2023-08-18 19:00:00,18.44,1.26
18.88,22.53,2.67,4.52,4.11,0.58,6.89,26.47,27.11,91.56,1.64,334.65,2023-08-18 19:15:00,18.9,1.27
16.98,21.11,2.71,4.17,4.1,0.75,6.74,25.68,26.93,92.93,1.91,45.86,2023-08-18 19:30:00,18.01,1.72
14.26,19.08,2.7,3.82,4.11,0.7,6.55,24.15,26.68,93.69,1.19,322.7,2023-08-18 19:45:00,19.76,2.77
14.26,19.08,2.66,3.9,4.11,0.61,6.56,22.96,26.56,94.56,1.28,299.6,2023-08-18 20:00:00,18.99,4.13
14.26,19.08,2.67,3.97,4.11,0.44,6.6,24.33,26.4,94.95,1.24,293.09,2023-08-18 20:15:00,19.68,3.32
12.62,16.79,2.68,3.61,4.1,0.49,6.42,25.0,26.46,95.05,1.15,294.86,2023-08-18 20:30:00,18.62,2.83
10.28,13.5,2.68,3.9,4.1,0.54,6.57,24.02,26.49,94.95,1.07,296.62,2023-08-18 20:45:00,19.73,1.41
10.28,13.5,2.68,5.32,4.11,0.43,7.32,23.65,26.56,94.66,0.75,2.93,2023-08-18 21:00:00,18.01,2.11
10.28,13.5,2.66,6.0,4.1,0.47,7.66,23.03,26.51,94.68,1.61,87.92,2023-08-18 21:15:00,18.6,2.22
9.16,11.98,2.67,5.51,4.11,0.44,7.41,23.17,26.39,95.3,1.22,85.73,2023-08-18 21:30:00,18.34,1.23
7.55,9.8,2.69,5.62,4.11,0.42,7.48,23.47,26.39,95.58,1.24,24.45,2023-08-18 21:45:00,17.6,1.34
7.55,9.8,2.66,4.8,4.11,0.42,7.03,24.04,26.38,95.76,0.82,9.77,2023-08-18 22:00:00,18.53,1.14
7.55,9.8,2.67,4.16,4.1,0.43,6.7,23.69,26.32,95.86,0.61,331.9,2023-08-18 22:15:00,17.88,0.89
7.41,9.26,2.67,3.97,4.11,0.43,6.6,22.74,26.34,95.94,0.32,21.87,2023-08-18 22:30:00,18.69,1.14
7.2,8.49,2.66,3.95,4.11,0.44,6.58,22.04,26.42,96.01,0.73,338.31,2023-08-18 22:45:00,18.71,1.55
7.2,8.49,2.69,4.1,4.1,0.44,6.69,23.04,26.47,96.06,0.73,331.61,2023-08-18 23:00:00,17.89,1.61
7.2,8.49,2.7,4.23,4.1,0.44,6.76,20.78,26.51,96.1,0.31,289.25,2023-08-18 23:15:00,18.96,1.27
6.66,7.5,2.72,4.45,4.1,0.46,6.89,18.11,26.54,96.14,0.31,309.06,2023-08-18 23:30:00,17.97,1.18
5.87,6.1,2.72,4.7,4.09,0.51,7.03,17.8,26.58,96.17,0.29,220.98,2023-08-18 23:45:00,19.28,1.67
5.87,6.1,2.59,6.51,4.04,0.6,7.87,14.66,26.63,96.19,0.21,212.02,2023-08-19 00:00:00,,2.89
5.87,6.1,2.6,6.91,4.09,0.83,8.08,14.24,26.63,96.2,0.32,188.89,2023-08-19 00:15:00,20.9,2.73
11.58,16.32,2.63,7.99,4.1,1.03,8.67,14.03,26.63,96.2,0.35,23.58,2023-08-19 00:30:00,18.14,5.99
19.75,30.96,2.5,7.59,4.09,0.75,8.36,15.47,26.67,96.2,0.56,12.24,2023-08-19 00:45:00,20.16,6.32
19.75,30.96,2.48,6.35,4.07,0.54,7.69,16.74,26.66,96.2,0.76,65.19,2023-08-19 01:00:00,19.04,14.81
19.75,30.96,2.43,5.32,4.08,0.49,7.12,17.55,26.62,96.2,0.99,84.64,2023-08-19 01:15:00,20.46,4.25
17.75,27.59,2.49,4.67,4.07,0.48,6.83,16.61,26.6,96.2,0.41,129.83,2023-08-19 01:30:00,18.64,2.04
14.74,22.75,2.5,4.49,4.09,0.46,6.74,16.27,26.59,96.18,0.37,51.09,2023-08-19 01:45:00,20.01,1.22
14.74,22.75,2.4,4.27,4.09,0.44,6.54,18.17,26.57,96.13,0.89,78.86,2023-08-19 02:00:00,20.18,1.99
14.74,22.75,2.44,3.98,4.09,0.44,6.42,17.48,26.54,96.07,0.5,136.28,2023-08-19 02:15:00,18.57,1.81
13.54,21.13,2.46,3.91,4.1,0.49,6.4,16.89,26.58,96.01,0.52,172.87,2023-08-19 02:30:00,20.23,1.1
11.82,18.71,2.48,5.44,4.09,0.6,7.22,17.26,26.58,95.91,0.71,202.85,2023-08-19 02:45:00,19.16,1.78
11.82,18.71,5.18,13.04,4.09,0.7,13.35,10.16,26.6,95.84,0.59,218.39,2023-08-19 03:00:00,18.23,2.38
11.82,18.71,5.11,14.22,4.11,0.67,13.91,10.5,26.69,95.75,0.32,161.51,2023-08-19 03:15:00,18.24,1.2
13.23,22.6,3.02,9.69,4.11,0.6,9.87,12.22,26.66,95.7,0.76,68.54,2023-08-19 03:30:00,18.7,1.73
15.25,28.18,2.65,7.24,4.11,0.55,8.29,12.35,26.62,95.71,0.13,175.26,2023-08-19 03:45:00,20.32,3.05
15.25,28.18,3.07,8.97,4.14,0.73,9.54,10.29,26.66,95.7,0.08,281.77,2023-08-19 04:00:00,21.01,1.78
15.25,28.18,3.06,12.09,4.15,0.82,11.15,7.82,26.77,95.65,0.15,358.05,2023-08-19 04:15:00,19.41,3.52
17.92,34.98,3.0,13.13,4.13,0.82,11.66,6.87,26.82,95.57,0.33,324.65,2023-08-19 04:30:00,19.58,5.79
21.75,44.73,2.82,14.8,4.13,0.78,12.38,6.27,26.83,95.53,0.5,39.68,2023-08-19 04:45:00,18.79,5.73
21.75,44.73,2.74,12.61,4.14,0.68,11.17,7.53,26.87,95.52,0.3,77.82,2023-08-19 05:00:00,19.76,4.49
21.75,44.73,2.61,7.7,4.15,0.61,8.5,10.56,26.86,95.52,0.59,63.62,2023-08-19 05:15:00,19.85,2.95
20.5,46.04,2.72,6.14,4.16,0.61,7.78,9.84,26.89,95.52,0.1,153.89,2023-08-19 05:30:00,20.42,3.23
18.71,47.93,3.06,5.84,4.15,0.64,7.89,8.36,26.99,95.52,0.14,235.51,2023-08-19 05:45:00,20.78,2.39
18.71,47.93,2.98,6.51,4.13,0.68,8.18,8.74,27.2,95.45,0.1,132.23,2023-08-19 06:00:00,20.7,4.51
18.71,47.93,2.99,8.58,4.12,0.65,9.27,10.04,27.29,94.91,0.38,120.37,2023-08-19 06:15:00,18.91,5.55
18.07,44.51,3.4,11.29,4.11,0.7,11.02,9.05,27.41,94.11,0.52,125.99,2023-08-19 06:30:00,18.97,3.51
17.16,39.62,3.9,12.45,4.09,0.76,12.02,7.9,27.46,93.87,0.53,131.99,2023-08-19 06:45:00,19.04,2.22
17.16,39.62,3.89,11.75,4.11,0.68,11.65,9.14,27.48,93.15,0.69,137.22,2023-08-19 07:00:00,17.54,2.52
17.16,39.62,3.18,8.92,4.11,0.77,9.6,11.81,27.36,93.41,0.57,150.69,2023-08-19 07:15:00,18.91,2.51
17.89,38.0,3.61,10.73,4.13,1.22,10.89,11.57,27.44,93.42,0.7,188.08,2023-08-19 07:30:00,18.14,2.02
18.93,35.66,4.15,12.85,4.1,0.92,12.43,11.57,27.36,93.41,1.0,193.87,2023-08-19 07:45:00,18.75,1.81
18.93,35.66,4.56,17.2,4.05,0.79,15.04,10.65,27.04,93.65,0.74,186.67,2023-08-19 08:00:00,19.66,1.68
18.93,35.66,6.33,19.54,4.18,0.74,17.67,11.09,26.95,93.66,1.16,206.66,2023-08-19 08:15:00,16.98,1.84
23.32,44.3,6.16,21.03,4.33,0.64,18.31,11.34,26.89,93.63,1.21,197.74,2023-08-19 08:30:00,17.59,1.52
29.62,56.68,6.39,23.03,4.38,0.73,19.55,10.97,27.0,93.2,0.71,187.97,2023-08-19 08:45:00,16.13,1.47
29.62,56.68,7.02,23.75,4.38,0.99,20.43,10.46,27.36,92.21,0.66,192.54,2023-08-19 09:00:00,16.97,1.22
29.62,56.68,7.07,22.47,4.35,0.8,19.8,10.71,27.86,90.62,0.66,188.21,2023-08-19 09:15:00,16.11,1.85
39.21,71.54,7.31,22.51,4.27,0.9,20.01,9.99,28.24,89.13,0.73,194.58,2023-08-19 09:30:00,16.81,2.43
52.95,92.83,9.69,25.55,4.3,0.88,23.51,7.75,28.19,88.75,1.0,209.37,2023-08-19 09:45:00,15.44,2.79
52.95,92.83,9.69,25.58,4.38,0.83,23.53,8.46,28.14,88.24,0.91,211.59,2023-08-19 10:00:00,14.93,2.73
52.95,92.83,7.79,22.97,4.39,0.88,20.63,9.86,28.27,87.64,1.07,190.8,2023-08-19 10:15:00,16.86,1.69
51.4,95.5,8.59,21.72,4.44,0.91,20.62,10.4,29.07,84.46,0.82,192.15,2023-08-19 10:30:00,16.95,1.48
49.17,99.32,7.6,19.43,4.29,0.79,18.64,12.32,30.06,80.47,0.91,210.59,2023-08-19 10:45:00,18.36,3.91
49.17,99.32,5.48,14.38,4.28,0.61,14.3,18.68,30.39,77.26,1.45,203.68,2023-08-19 11:00:00,18.7,4.07
49.17,99.32,4.29,11.75,4.25,0.74,11.96,18.89,30.88,76.06,1.01,184.87,2023-08-19 11:15:00,18.9,1.86
50.04,99.17,3.76,11.11,4.32,0.75,11.21,18.68,31.01,74.82,1.06,195.4,2023-08-19 11:30:00,18.66,2.95
51.28,98.95,3.71,11.04,4.25,0.72,11.13,20.09,30.96,74.49,1.0,193.08,2023-08-19 11:45:00,16.49,2.59
51.28,98.95,3.34,9.07,4.22,0.6,9.8,21.67,31.26,74.15,0.84,182.39,2023-08-19 12:00:00,17.83,3.22
51.28,98.95,2.93,6.59,4.28,0.65,8.18,22.11,31.21,74.4,0.78,193.61,2023-08-19 12:15:00,17.94,2.95
49.29,92.8,3.33,7.95,4.25,0.58,9.21,22.6,31.7,70.2,1.25,196.51,2023-08-19 12:30:00,16.23,0.87
46.44,83.98,3.14,7.24,4.28,0.54,8.68,22.21,31.95,71.02,0.8,138.8,2023-08-19 12:45:00,17.21,1.11
46.44,83.98,2.78,5.5,4.28,0.59,7.49,23.08,31.86,71.14,0.87,157.03,2023-08-19 13:00:00,16.78,1.57
46.44,83.98,2.59,3.86,4.24,0.45,6.48,23.87,31.46,72.83,0.79,147.39,2023-08-19 13:15:00,15.82,0.92
39.85,75.47,2.66,4.38,4.08,0.64,6.81,22.63,31.37,72.29,0.88,165.87,2023-08-19 13:30:00,15.33,0.94
30.41,63.29,3.09,7.05,4.13,1.11,8.55,19.17,31.41,73.56,0.66,201.59,2023-08-19 13:45:00,14.97,0.52
30.41,63.29,4.45,10.54,4.24,0.65,11.46,16.04,32.43,70.0,0.46,199.56,2023-08-19 14:00:00,16.24,0.67
30.41,63.29,3.51,8.37,4.34,0.69,9.58,19.88,32.44,70.55,0.67,169.04,2023-08-19 14:15:00,16.47,0.98
30.68,60.64,3.04,6.71,4.26,0.5,8.33,20.42,33.11,67.54,0.6,161.14,2023-08-19 14:30:00,15.74,1.92
31.06,56.85,2.72,5.11,4.19,0.39,7.24,21.5,32.98,66.61,0.84,132.46,2023-08-19 14:45:00,15.45,1.0
31.06,56.85,2.61,3.93,4.18,0.39,6.54,22.84,32.94,64.83,0.73,180.83,2023-08-19 15:00:00,16.24,1.02
31.06,56.85,3.29,8.04,4.38,0.55,9.22,20.13,33.15,63.97,0.86,211.45,2023-08-19 15:15:00,17.4,1.04
27.0,54.0,4.04,10.5,4.57,0.63,11.11,20.89,33.36,62.14,0.99,211.69,2023-08-19 15:30:00,15.96,0.63
21.17,49.91,3.15,7.54,4.49,0.45,8.85,22.27,33.17,64.75,0.84,131.78,2023-08-19 15:45:00,15.86,0.95
21.17,49.91,2.59,4.51,4.06,0.41,6.82,22.47,32.52,66.11,0.82,137.29,2023-08-19 16:00:00,18.24,0.91
21.17,49.91,2.46,3.84,4.24,0.39,6.37,25.0,32.37,68.24,0.89,127.51,2023-08-19 16:15:00,18.92,1.58
23.64,45.98,2.44,3.93,4.22,0.44,6.4,31.46,31.8,73.19,1.02,124.16,2023-08-19 16:30:00,18.47,2.05
27.17,40.35,2.42,4.62,4.15,0.49,6.74,31.17,31.66,74.43,1.01,116.91,2023-08-19 16:45:00,17.62,0.78
27.17,40.35,2.39,4.9,4.14,0.53,6.86,31.7,31.38,76.04,1.03,128.87,2023-08-19 17:00:00,17.04,1.63
27.17,40.35,2.37,5.09,4.12,0.51,6.95,30.49,30.85,77.85,0.78,134.16,2023-08-19 17:15:00,16.48,1.94
23.35,39.68,2.4,5.82,4.11,0.49,7.35,26.83,30.57,79.48,0.73,121.31,2023-08-19 17:30:00,16.11,2.35
17.87,38.72,2.37,5.65,4.1,0.47,7.24,24.43,30.43,79.65,0.67,128.17,2023-08-19 17:45:00,15.41,2.31
17.87,38.72,2.26,6.29,4.08,0.47,7.49,21.78,30.28,79.92,0.5,128.34,2023-08-19 18:00:00,17.6,1.83
17.87,38.72,2.31,5.8,4.1,0.52,7.27,19.53,30.24,80.34,0.33,182.09,2023-08-19 18:15:00,16.84,1.47
16.47,38.55,2.3,6.56,4.08,0.49,7.66,15.93,29.98,82.08,0.26,145.23,2023-08-19 18:30:00,18.06,1.2
14.47,38.31,2.38,8.69,4.09,0.5,8.84,15.13,29.78,82.4,0.4,123.03,2023-08-19 18:45:00,16.67,1.77
14.47,38.31,2.36,10.05,4.07,0.54,9.53,14.47,29.56,83.63,0.38,123.67,2023-08-19 19:00:00,17.72,1.24
14.47,38.31,2.51,11.73,4.09,0.73,10.53,11.23,29.51,84.39,0.27,147.14,2023-08-19 19:15:00,16.21,1.25
16.38,42.91,2.71,15.66,4.07,0.94,12.75,8.18,29.15,86.16,0.52,103.54,2023-08-19 19:30:00,16.37,1.47
19.12,49.5,2.6,14.47,4.07,0.63,12.03,7.1,29.01,86.87,0.24,130.5,2023-08-19 19:45:00,16.32,3.06
19.12,49.5,2.59,15.1,4.08,0.71,12.35,6.93,28.7,88.06,0.45,123.34,2023-08-19 20:00:00,17.11,4.3
19.12,49.5,2.56,12.98,4.1,0.75,11.23,9.23,28.8,87.31,0.36,125.72,2023-08-19 20:15:00,17.08,1.98
18.84,51.65,2.6,11.18,4.09,0.69,10.31,10.07,28.83,86.84,0.33,110.19,2023-08-19 20:30:00,17.48,2.16
18.44,54.72,2.49,11.35,4.1,0.68,10.32,9.89,28.72,87.16,0.51,117.03,2023-08-19 20:45:00,18.24,2.45
18.44,54.72,2.59,12.67,4.1,0.7,11.09,8.2,28.78,86.37,0.44,128.98,2023-08-19 21:00:00,15.84,2.13
18.44,54.72,2.65,13.21,4.1,0.66,11.42,7.67,28.98,83.68,0.38,109.5,2023-08-19 21:15:00,17.03,2.06
19.72,57.36,2.68,13.31,4.17,0.6,11.49,8.9,29.18,80.34,0.29,152.39,2023-08-19 21:30:00,15.94,2.05
21.55,61.13,2.73,13.95,4.28,0.84,11.87,10.85,29.46,78.83,0.51,185.52,2023-08-19 21:45:00,17.0,2.05
21.55,61.13,2.9,15.74,4.41,0.79,12.93,10.91,29.0,83.01,0.71,196.92,2023-08-19 22:00:00,17.24,1.4
21.55,61.13,2.84,15.06,4.27,1.26,12.53,11.58,28.14,88.16,0.92,181.62,2023-08-19 22:15:00,15.7,2.07
22.94,64.93,2.76,14.19,4.21,1.08,12.02,12.13,27.33,93.68,0.81,176.97,2023-08-19 22:30:00,17.17,3.49
24.93,70.37,2.69,11.98,4.18,0.99,10.8,12.89,27.38,93.78,0.68,187.67,2023-08-19 22:45:00,16.31,4.45
24.93,70.37,2.76,13.67,4.12,1.21,11.74,10.94,27.51,93.85,0.46,169.76,2023-08-19 23:00:00,17.41,2.65
24.93,70.37,2.6,11.24,4.12,0.6,10.35,11.4,27.49,92.96,0.48,148.96,2023-08-19 23:15:00,16.86,2.82
23.31,63.31,2.47,8.76,4.11,0.52,8.94,13.28,27.55,92.23,0.49,168.19,2023-08-19 23:30:00,18.23,2.95
21.0,53.2,2.52,8.76,4.09,0.67,8.99,13.08,27.57,91.74,0.39,170.04,2023-08-19 23:45:00,17.98,1.41
21.0,53.2,2.95,9.95,4.07,0.62,9.95,12.77,27.51,91.5,0.35,140.51,2023-08-20 00:00:00,,1.18
21.0,53.2,2.99,8.4,4.12,0.52,9.18,14.51,27.36,91.87,0.58,146.53,2023-08-20 00:15:00,17.14,1.58
20.7,47.76,3.06,9.23,4.14,0.57,9.66,14.1,27.11,92.7,0.06,164.99,2023-08-20 00:30:00,18.43,1.38
20.24,39.96,3.12,10.65,4.15,0.78,10.46,12.54,27.11,93.19,0.23,304.28,2023-08-20 00:45:00,17.1,1.93
20.24,39.96,3.09,10.52,4.14,0.64,10.36,15.34,27.16,93.15,0.48,119.56,2023-08-20 01:00:00,18.1,1.19
20.24,39.96,3.02,7.22,4.17,0.5,8.58,16.8,27.17,93.24,0.44,124.77,2023-08-20 01:15:00,18.15,2.58
21.21,33.86,2.98,6.55,4.14,0.56,8.2,16.34,27.09,93.97,0.44,162.0,2023-08-20 01:30:00,18.35,1.54
22.59,24.71,3.1,7.89,4.15,0.73,9.0,16.76,26.99,93.45,1.25,194.15,2023-08-20 01:45:00,20.12,1.69
22.59,24.71,3.38,12.18,4.18,0.89,11.46,12.39,27.04,93.34,0.84,203.23,2023-08-20 02:00:00,18.38,3.55
22.59,24.71,5.1,18.51,4.22,0.66,16.15,8.43,26.92,93.69,0.9,212.95,2023-08-20 02:15:00,16.82,2.58
26.39,39.34,11.13,20.6,4.31,0.46,22.07,8.51,26.8,93.55,1.08,218.38,2023-08-20 02:30:00,13.99,7.77
31.84,60.31,9.44,18.65,4.35,0.66,19.7,9.39,26.82,93.56,0.79,198.94,2023-08-20 02:45:00,16.05,2.5
31.84,60.31,4.7,13.44,4.34,0.47,13.18,12.86,26.7,93.43,0.55,172.61,2023-08-20 03:00:00,17.31,0.69
31.84,60.31,3.36,13.29,4.29,0.53,12.03,10.98,26.77,93.82,0.52,127.17,2023-08-20 03:15:00,18.87,0.64
29.68,53.36,3.24,12.2,4.24,0.56,11.36,9.3,26.83,93.73,0.29,141.0,2023-08-20 03:30:00,18.41,0.54
26.59,43.41,3.13,9.79,4.21,0.53,10.02,10.61,26.94,94.08,0.39,149.28,2023-08-20 03:45:00,19.81,1.62
26.59,43.41,3.07,7.16,4.24,0.42,8.6,12.93,26.79,93.95,0.35,144.97,2023-08-20 04:00:00,20.85,1.87
26.59,43.41,3.12,6.23,4.22,0.44,8.14,12.8,26.74,94.08,0.43,138.69,2023-08-20 04:15:00,19.52,0.87
23.96,35.78,3.06,6.1,4.2,0.44,8.03,13.73,26.66,93.85,0.47,127.96,2023-08-20 04:30:00,20.54,0.56
20.02,24.87,3.1,5.35,4.18,0.47,7.67,13.94,26.64,93.48,0.35,145.33,2023-08-20 04:45:00,19.35,1.02
20.02,24.87,3.13,5.47,4.18,0.55,7.76,13.45,26.67,93.23,0.4,168.72,2023-08-20 05:00:00,20.49,1.52
20.02,24.87,3.12,5.99,4.18,0.45,8.02,13.59,26.69,93.07,0.43,153.97,2023-08-20 05:15:00,18.93,2.59
19.07,23.39,3.1,5.74,4.18,0.48,7.88,14.12,26.72,93.18,0.5,164.95,2023-08-20 05:30:00,19.7,3.22
17.72,21.28,3.58,9.31,4.17,0.7,10.12,11.54,26.84,93.16,0.68,196.16,2023-08-20 05:45:00,18.35,2.14
17.72,21.28,3.68,10.91,4.19,0.74,11.04,10.74,26.96,92.93,0.44,174.06,2023-08-20 06:00:00,18.63,1.58
17.72,21.28,3.49,8.75,4.17,0.75,9.76,11.42,27.05,92.71,0.44,171.17,2023-08-20 06:15:00,18.06,2.35
18.27,29.08,3.71,9.44,4.18,0.9,10.3,11.0,27.24,92.1,0.59,181.89,2023-08-20 06:30:00,19.47,2.66
19.06,40.25,3.43,7.72,4.22,0.68,9.17,11.33,27.3,92.03,0.47,166.71,2023-08-20 06:45:00,20.15,2.33
19.06,40.25,4.3,9.86,4.22,0.89,10.99,10.36,27.74,90.11,0.85,199.42,2023-08-20 07:00:00,18.55,3.34
19.06,40.25,4.77,11.4,4.27,0.79,12.17,10.26,27.76,89.02,0.9,196.4,2023-08-20 07:15:00,18.47,3.38
21.19,45.2,4.99,11.48,4.29,0.68,12.39,9.28,27.95,88.26,0.8,193.16,2023-08-20 07:30:00,17.58,5.28
24.24,52.29,9.38,16.55,4.35,0.66,18.55,7.06,28.18,86.67,0.82,202.52,2023-08-20 07:45:00,16.96,4.31
24.24,52.29,8.33,16.0,4.31,0.56,17.42,8.8,28.37,82.26,1.0,205.71,2023-08-20 08:00:00,18.02,2.13
24.24,52.29,13.22,17.67,4.98,2.3,22.22,10.76,28.93,79.37,0.98,214.67,2023-08-20 08:15:00,14.65,2.55
30.83,62.71,6.13,12.03,5.05,1.55,13.59,12.86,28.74,78.86,1.36,215.91,2023-08-20 08:30:00,18.1,2.44
40.27,77.65,4.87,10.84,4.97,1.22,11.96,12.64,28.87,79.17,0.69,184.62,2023-08-20 08:45:00,18.18,6.94
40.27,77.65,4.4,8.98,4.69,0.42,10.61,12.3,28.82,80.89,0.69,142.91,2023-08-20 09:00:00,17.94,6.02
40.27,77.65,4.53,9.43,4.74,0.46,10.95,11.6,29.06,80.1,0.61,161.99,2023-08-20 09:15:00,19.13,5.24
37.76,68.65,5.88,11.77,4.7,0.52,13.25,10.61,29.38,77.62,0.58,166.47,2023-08-20 09:30:00,16.75,0.83
34.18,55.76,8.91,14.91,5.11,0.53,17.33,9.37,30.18,74.87,0.77,188.28,2023-08-20 09:45:00,16.58,0.66
34.18,55.76,9.85,16.71,5.49,0.6,19.02,9.77,30.35,73.49,0.94,194.04,2023-08-20 10:00:00,15.99,0.79
34.18,55.76,8.46,15.76,5.36,0.58,17.41,11.35,30.3,73.22,1.05,188.22,2023-08-20 10:15:00,15.51,1.07
33.29,61.17,6.71,14.07,5.61,1.04,15.12,14.41,30.23,73.18,1.28,215.75,2023-08-20 10:30:00,17.48,1.82
32.03,68.92,5.75,12.82,5.18,0.64,13.7,15.02,30.61,72.68,0.94,186.15,2023-08-20 10:45:00,16.82,1.22
32.03,68.92,6.64,14.81,5.44,0.6,15.45,14.74,30.72,72.07,1.21,220.61,2023-08-20 11:00:00,17.23,2.21
32.03,68.92,7.41,16.0,5.51,0.55,16.69,15.69,31.11,70.56,1.0,226.95,2023-08-20 11:15:00,15.65,2.03
31.89,71.07,6.54,15.82,5.6,0.5,15.9,16.24,30.99,70.88,1.09,252.54,2023-08-20 11:30:00,16.28,1.39
31.69,74.15,5.51,15.69,5.43,0.5,15.0,16.59,30.8,72.4,0.59,207.74,2023-08-20 11:45:00,17.49,1.03
31.69,74.15,4.88,12.92,5.28,0.5,13.05,19.1,31.6,69.28,0.73,217.82,2023-08-20 12:00:00,18.69,0.87
31.69,74.15,4.93,12.33,5.33,0.49,12.78,19.48,32.42,66.43,0.43,196.18,2023-08-20 12:15:00,17.5,1.43
31.68,69.85,4.21,10.66,5.09,0.5,11.33,20.58,32.25,67.63,0.51,184.57,2023-08-20 12:30:00,16.83,1.39
31.67,63.68,4.26,10.52,5.0,0.42,11.3,22.94,32.39,66.39,1.0,201.65,2023-08-20 12:45:00,17.92,0.91
31.67,63.68,4.38,10.21,5.32,0.51,11.24,24.62,32.7,64.45,1.06,209.64,2023-08-20 13:00:00,18.25,0.68
31.67,63.68,4.36,9.96,5.32,0.43,11.09,23.86,32.97,63.65,0.85,212.78,2023-08-20 13:15:00,17.07,0.56
31.99,65.55,5.31,13.75,4.61,0.48,13.83,19.32,32.98,63.91,0.61,165.24,2023-08-20 13:30:00,15.27,0.95
32.45,68.23,7.02,16.87,5.47,0.58,16.83,18.2,33.68,60.58,0.93,213.28,2023-08-20 13:45:00,14.66,0.71
32.45,68.23,8.65,19.13,6.24,0.5,19.32,19.78,33.55,60.87,1.3,227.12,2023-08-20 14:00:00,14.62,0.65
32.45,68.23,7.56,16.89,5.74,0.43,17.28,17.93,33.87,60.64,0.88,213.01,2023-08-20 14:15:00,14.42,0.73
31.36,64.44,9.72,20.74,6.09,0.44,21.02,13.63,33.81,60.76,0.77,201.34,2023-08-20 14:30:00,14.21,0.77
29.79,59.02,7.97,20.84,6.17,0.46,19.66,13.33,33.36,62.69,0.48,164.55,2023-08-20 14:45:00,14.47,0.66
29.79,59.02,4.82,11.44,5.11,0.37,12.23,21.91,31.78,73.27,1.34,104.35,2023-08-20 15:00:00,15.94,0.63
29.79,59.02,3.34,5.29,4.53,0.36,7.83,20.71,31.42,74.95,0.95,119.44,2023-08-20 15:15:00,18.51,0.68
27.07,53.25,3.14,3.87,4.43,0.35,6.93,21.75,31.03,76.86,1.05,110.17,2023-08-20 15:30:00,17.9,1.38
23.17,44.99,4.05,5.01,4.25,0.42,8.25,20.42,31.57,75.74,1.13,95.74,2023-08-20 15:45:00,18.57,0.64
23.17,44.99,4.51,5.78,4.09,0.37,9.02,18.77,31.75,74.82,0.74,124.2,2023-08-20 16:00:00,19.33,1.03
23.17,44.99,7.78,9.9,4.23,0.34,13.8,17.44,31.26,76.25,0.95,119.63,2023-08-20 16:15:00,15.47,2.43
21.84,38.3,6.02,4.88,4.22,0.33,9.67,19.69,31.08,76.04,0.91,113.31,2023-08-20 16:30:00,14.83,1.3
19.94,28.72,5.21,8.61,4.18,0.36,11.07,19.03,31.05,76.52,1.05,102.54,2023-08-20 16:45:00,15.05,0.58
19.94,28.72,3.58,4.87,4.14,0.41,7.8,19.51,31.41,75.53,0.76,109.75,2023-08-20 17:00:00,17.39,0.53
19.94,28.72,3.14,3.95,4.17,0.36,6.97,19.7,31.17,76.22,0.67,118.7,2023-08-20 17:15:00,18.29,0.99
17.67,27.94,3.01,3.27,4.17,0.32,6.51,19.64,30.72,78.21,0.73,110.37,2023-08-20 17:30:00,17.27,1.84
14.42,26.84,2.96,3.96,4.14,0.34,6.83,18.77,30.37,79.57,0.64,109.04,2023-08-20 17:45:00,17.01,0.94
14.42,26.84,3.01,5.31,4.14,0.35,7.58,14.93,30.29,79.87,0.36,109.58,2023-08-20 18:00:00,17.61,0.47
14.42,26.84,2.92,5.92,4.12,0.39,7.82,14.73,29.75,82.89,0.46,100.34,2023-08-20 18:15:00,17.83,0.45
12.79,30.9,2.95,6.73,4.12,0.54,8.27,13.27,29.66,82.8,0.36,143.5,2023-08-20 18:30:00,17.78,0.58
10.44,36.72,2.98,7.57,4.11,0.63,8.74,13.14,29.49,83.94,0.62,95.61,2023-08-20 18:45:00,18.23,0.86
10.44,36.72,3.02,8.03,4.11,0.7,9.01,10.48,29.04,87.31,0.18,77.5,2023-08-20 19:00:00,17.28,2.5
