pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene,toluene
6.2,54.3,4.92,13.16,7.42,0.02,5.92,5.77,23.38,68.1,0.26,6.2,2024-09-21 11:15:00,0.19,0.0,0.0
6.2,54.3,4.92,13.16,7.44,0.02,5.88,4.92,23.58,69.16,0.3,6.2,2024-09-21 11:30:00,0.19,0.0,0.0
6.2,54.3,4.92,13.16,7.41,0.02,5.94,5.72,23.36,68.39,0.26,6.2,2024-09-21 11:45:00,0.21,0.0,0.0
4.3,45.11,4.92,13.16,7.41,0.01,6.09,5.43,23.51,68.18,0.29,4.3,2024-09-21 12:00:00,0.49,0.0,0.0
3.2,43.7,4.92,13.16,7.4,0.01,6.85,4.97,23.47,70.48,0.25,3.2,2024-09-21 12:15:00,,0.0,0.0
3.2,43.7,4.92,13.1,7.41,0.01,6.62,5.6,23.46,69.27,0.23,3.2,2024-09-21 12:30:00,0.16,0.0,0.0
3.2,43.7,4.92,13.16,7.4,0.01,5.94,5.5,23.59,69.64,0.29,3.2,2024-09-21 12:45:00,0.23,0.0,0.0
3.2,41.71,4.92,13.16,7.4,0.01,5.95,5.53,23.32,71.19,0.25,3.2,2024-09-21 13:00:00,0.14,0.0,0.0
,41.4,4.92,13.16,7.4,0.01,6.09,5.53,23.44,68.36,0.27,,2024-09-21 13:15:00,0.35,0.0,0.0
,41.4,4.92,13.16,7.4,0.01,6.04,5.38,23.35,71.41,0.26,,2024-09-21 13:30:00,0.3,0.0,0.0
,41.4,4.92,13.16,7.4,0.01,6.09,6.52,23.46,67.54,0.25,,2024-09-21 13:45:00,0.4,0.0,0.0
,41.83,4.92,14.29,7.4,0.01,6.78,5.09,23.5,71.11,0.25,,2024-09-21 14:00:00,0.14,0.0,0.0
,41.9,4.92,15.67,7.4,0.01,6.89,5.46,23.42,69.43,0.25,,2024-09-21 14:15:00,,0.0,0.0
,41.9,5.08,15.67,7.4,0.01,6.89,5.57,23.52,67.8,0.27,,2024-09-21 14:30:00,,0.0,0.0
,41.9,4.96,15.17,7.4,0.01,6.89,5.48,23.52,70.92,0.23,,2024-09-21 14:45:00,,0.0,0.0
,47.36,4.92,15.23,7.4,0.01,6.89,5.86,23.32,69.54,0.25,,2024-09-21 15:00:00,,0.0,0.0
,48.2,4.92,15.48,7.4,0.01,6.89,5.85,23.49,69.64,0.27,,2024-09-21 15:15:00,,0.0,0.0
,48.2,4.92,15.73,7.4,0.01,6.93,6.26,23.38,71.78,0.26,,2024-09-21 15:30:00,,0.0,0.0
,48.2,4.92,15.67,7.4,0.01,6.89,7.24,23.44,68.09,0.27,,2024-09-21 15:45:00,,0.0,0.0
,48.03,4.92,15.85,7.4,0.01,6.89,6.61,23.39,72.33,0.23,,2024-09-21 16:00:00,,0.0,0.0
,48.0,4.92,15.67,7.4,0.01,7.15,7.64,23.32,67.35,0.29,,2024-09-21 16:15:00,,0.0,0.0
,48.0,4.92,15.17,7.4,0.02,7.63,6.17,23.4,72.25,0.24,,2024-09-21 16:30:00,0.12,0.0,0.0
,48.0,4.92,15.54,7.4,0.02,7.88,7.45,23.36,68.55,0.22,,2024-09-21 16:45:00,0.09,0.0,0.0
,52.16,4.92,15.04,7.4,0.02,7.74,6.43,23.5,69.49,0.27,,2024-09-21 17:00:00,0.26,0.0,0.0
,52.8,4.92,17.67,7.4,0.02,7.93,6.09,23.55,70.61,0.22,,2024-09-21 17:15:00,0.02,0.0,0.0
,52.8,4.92,18.8,7.4,0.02,7.88,6.12,23.52,69.4,0.21,,2024-09-21 17:30:00,0.09,0.0,0.0
,52.8,4.92,18.8,7.4,0.02,7.93,5.63,23.57,69.07,0.21,,2024-09-21 17:45:00,,0.0,0.0
,60.17,5.0,18.55,7.41,0.02,8.2,5.54,23.64,69.42,0.24,,2024-09-21 18:00:00,0.54,0.0,0.0
,61.3,5.66,18.17,7.41,0.03,8.69,5.22,23.67,70.94,0.21,,2024-09-21 18:15:00,0.21,0.0,0.0
,61.3,5.74,18.24,7.4,0.03,8.62,4.61,23.72,71.22,0.19,,2024-09-21 18:30:00,0.42,0.0,0.0
,61.3,6.19,18.99,7.41,0.03,8.62,3.9,23.76,71.68,0.23,,2024-09-21 18:45:00,0.16,0.0,0.0
,78.03,6.19,17.55,7.42,0.03,8.8,3.82,23.72,72.2,0.22,,2024-09-21 19:00:00,0.14,0.0,0.0
,80.6,6.19,17.36,7.42,0.03,8.87,3.34,23.76,72.44,0.19,,2024-09-21 19:15:00,0.09,0.0,0.0
,80.6,6.4,18.55,7.41,0.03,8.67,3.13,23.77,72.43,0.21,,2024-09-21 19:30:00,0.35,0.0,0.0
,80.6,6.15,18.86,7.41,0.03,9.26,3.1,23.77,72.19,0.18,,2024-09-21 19:45:00,0.14,0.0,0.0
,93.86,6.15,17.55,7.4,0.04,9.06,3.18,23.79,72.52,0.21,,2024-09-21 20:00:00,0.14,0.0,0.0
,95.9,6.15,18.8,7.4,0.03,8.46,3.47,23.79,72.51,0.19,,2024-09-21 20:15:00,0.44,0.0,0.0
,95.9,6.19,17.67,7.4,0.03,8.3,3.35,23.84,72.06,0.21,,2024-09-21 20:30:00,0.54,0.0,0.0
,95.9,6.15,15.48,7.4,0.03,7.83,3.09,23.85,72.55,0.2,,2024-09-21 20:45:00,0.09,0.0,0.0
,65.13,6.15,15.04,7.4,0.03,7.81,2.75,23.87,73.09,0.2,,2024-09-21 21:00:00,0.07,0.0,0.0
,60.4,6.19,15.04,7.4,0.03,7.86,2.62,23.88,73.15,0.21,,2024-09-21 21:15:00,0.02,0.0,0.0
,60.4,6.15,15.04,7.41,0.03,7.88,2.51,23.87,73.34,0.18,,2024-09-21 21:30:00,0.02,0.0,0.0
,60.4,6.64,15.04,7.4,0.03,7.81,2.54,23.87,73.37,0.17,,2024-09-21 21:45:00,0.12,0.0,0.0
,58.75,7.42,14.91,7.4,0.03,7.61,2.49,23.89,73.58,0.18,,2024-09-21 22:00:00,0.12,0.0,0.0
,58.5,7.5,14.23,7.4,0.03,7.86,2.4,23.91,73.77,0.19,,2024-09-21 22:15:00,0.05,0.0,0.0
,58.5,7.01,13.79,7.4,0.03,7.77,2.32,23.91,74.05,0.19,,2024-09-21 22:30:00,0.14,0.0,0.0
,58.5,7.58,13.03,7.44,0.03,7.84,2.25,23.98,74.6,0.21,,2024-09-21 22:45:00,0.07,0.0,0.0
,51.17,6.68,12.6,7.48,0.03,7.51,2.31,23.92,74.12,0.18,,2024-09-21 23:00:00,0.19,0.0,0.0
,50.0,6.64,13.16,7.46,0.03,7.3,2.42,23.92,74.15,0.19,,2024-09-21 23:15:00,0.16,0.0,0.0
,50.0,7.17,12.78,7.48,0.02,6.94,1.9,24.0,75.2,0.2,,2024-09-21 23:30:00,0.05,0.0,0.0
,50.0,7.76,12.71,7.46,0.02,6.89,2.29,23.91,74.01,0.21,,2024-09-21 23:45:00,,0.0,0.0
,46.0,8.24,12.85,7.48,0.02,6.89,2.02,24.0,75.0,0.2,,2024-09-22 00:00:00,,0.0,0.0
,45.2,7.58,13.03,7.45,0.02,6.89,2.5,23.89,72.59,0.2,,2024-09-22 00:15:00,,0.0,0.0
,45.2,7.54,13.03,7.43,0.02,6.89,1.86,24.0,76.1,0.16,,2024-09-22 00:30:00,,0.0,0.0
,45.2,7.26,13.16,7.49,0.02,6.89,2.32,23.92,73.25,0.23,,2024-09-22 00:45:00,,0.0,0.0
,44.62,8.32,11.91,7.47,0.02,6.89,1.95,23.98,74.47,0.18,,2024-09-22 01:00:00,,0.0,0.0
,44.5,8.61,10.34,7.49,0.02,6.89,1.94,24.0,74.54,0.18,,2024-09-22 01:15:00,,0.0,0.0
,44.5,8.36,9.65,7.49,0.02,6.89,1.92,23.99,75.21,0.17,,2024-09-22 01:30:00,,0.0,0.0
,44.5,7.22,10.84,7.5,0.02,6.89,1.76,24.02,75.65,0.2,,2024-09-22 01:45:00,,0.0,0.0
,40.95,7.09,9.46,7.49,0.02,6.89,1.87,24.0,75.01,0.18,,2024-09-22 02:00:00,,0.0,0.0
,40.4,7.42,9.4,7.5,0.02,6.89,2.1,23.99,75.41,0.17,,2024-09-22 02:15:00,,0.0,0.0
,40.4,8.24,9.4,7.49,0.02,6.89,1.91,24.02,75.37,0.2,,2024-09-22 02:30:00,,0.0,0.0
,40.4,6.85,9.4,7.5,0.02,6.89,2.04,23.99,75.8,0.2,,2024-09-22 02:45:00,,0.0,0.0
,38.75,6.44,9.4,7.5,0.02,6.89,2.17,24.0,75.62,0.19,,2024-09-22 03:00:00,,0.0,0.0
,38.5,6.77,9.4,7.5,0.02,6.89,2.15,24.02,75.98,0.18,,2024-09-22 03:15:00,,0.0,0.0
,38.5,6.97,9.4,7.5,0.02,6.89,1.95,24.04,76.21,0.2,,2024-09-22 03:30:00,,0.0,0.0
,38.5,6.48,9.53,7.5,0.02,6.89,2.13,24.03,76.6,0.17,,2024-09-22 03:45:00,,0.0,0.0
,44.39,6.64,9.78,7.5,0.02,6.89,1.96,24.04,76.27,0.18,,2024-09-22 04:00:00,,0.0,0.0
,45.3,6.72,9.59,7.5,0.01,6.89,2.16,24.04,76.59,0.16,,2024-09-22 04:15:00,,0.0,0.0
,45.3,6.44,9.78,7.5,0.02,6.89,2.0,24.06,76.92,0.16,,2024-09-22 04:30:00,,0.0,0.0
,45.3,6.44,9.46,7.5,0.01,6.77,2.3,24.03,75.61,0.2,,2024-09-22 04:45:00,0.12,0.0,0.0
,47.81,6.48,9.46,7.5,0.01,6.68,2.33,24.05,76.22,0.17,,2024-09-22 05:00:00,0.16,0.0,0.0
,48.2,6.89,9.84,7.5,0.01,6.31,2.04,24.06,76.39,0.18,,2024-09-22 05:15:00,0.44,0.0,0.0
,48.2,6.68,10.15,7.49,0.01,6.45,2.06,24.04,76.27,0.18,,2024-09-22 05:30:00,0.14,0.0,0.0
,48.2,6.72,9.96,7.5,0.01,6.22,2.14,24.0,76.42,0.16,,2024-09-22 05:45:00,0.19,0.0,0.0
,48.46,6.77,9.53,7.5,0.01,6.29,1.85,24.06,77.2,0.2,,2024-09-22 06:00:00,0.61,0.0,0.0
,48.5,6.48,10.28,7.5,0.01,6.31,1.71,24.07,76.72,0.21,,2024-09-22 06:15:00,0.19,0.0,0.0
,48.5,6.62,9.92,7.5,0.01,6.32,1.97,24.04,76.74,0.17,,2024-09-22 06:30:00,0.19,0.0,0.0
,48.5,6.81,10.21,7.5,0.01,5.85,1.72,24.07,77.06,0.18,,2024-09-22 06:45:00,0.02,0.0,0.0
,48.07,6.72,9.9,7.49,0.01,5.83,1.77,24.06,77.07,0.19,,2024-09-22 07:00:00,0.02,0.0,0.0
,48.0,6.56,10.65,7.49,0.01,5.88,2.22,23.98,76.61,0.16,,2024-09-22 07:15:00,0.02,0.0,0.0
,48.0,6.93,10.03,7.46,0.01,5.87,2.28,23.97,76.45,0.18,,2024-09-22 07:30:00,,0.0,0.0
,48.0,6.48,10.34,7.46,0.01,5.85,2.14,24.0,76.96,0.22,,2024-09-22 07:45:00,0.05,0.0,0.0
,54.07,6.93,9.9,7.5,0.01,5.92,2.77,23.86,74.1,0.19,,2024-09-22 08:00:00,0.16,0.0,0.0
,55.0,6.72,10.21,7.49,0.01,5.94,2.26,23.99,75.27,0.2,,2024-09-22 08:15:00,0.05,0.0,0.0
,55.0,6.36,10.72,7.46,0.01,5.92,2.14,23.97,75.55,0.21,,2024-09-22 08:30:00,0.07,0.0,0.0
,55.0,6.44,11.22,7.43,0.01,5.85,2.65,23.9,75.34,0.18,,2024-09-22 08:45:00,,0.0,0.0
,60.89,6.93,9.71,7.4,0.01,5.85,2.99,23.83,74.64,0.16,,2024-09-22 09:00:00,0.26,0.0,0.0
,61.8,6.77,13.03,7.44,0.02,5.83,3.53,23.82,73.0,0.24,,2024-09-22 09:15:00,,0.0,0.0
,61.8,6.89,13.16,7.42,0.02,5.83,3.02,23.9,74.01,0.23,,2024-09-22 09:30:00,,0.0,0.0
,61.8,6.81,13.16,7.45,0.02,5.83,3.15,23.84,74.59,0.2,,2024-09-22 09:45:00,,0.0,0.0
,60.07,6.72,13.16,7.43,0.02,6.09,3.61,23.78,73.2,0.24,,2024-09-22 10:00:00,0.19,0.0,0.0
,59.8,6.48,13.16,7.43,0.02,6.04,4.36,23.67,71.78,0.21,,2024-09-22 10:15:00,0.4,0.0,0.0
,59.8,6.48,13.16,7.44,0.02,6.75,4.45,23.78,72.89,0.25,,2024-09-22 10:30:00,0.19,0.0,0.0
,59.8,5.7,13.16,7.4,0.02,6.89,5.02,23.63,72.53,0.23,,2024-09-22 10:45:00,,0.0,0.0
,60.15,6.31,13.16,7.4,0.02,6.89,5.59,23.64,69.29,0.27,,2024-09-22 11:00:00,,0.0,0.0
,60.2,5.54,15.17,7.41,0.02,6.89,5.03,23.64,73.06,0.24,,2024-09-22 11:15:00,,0.0,0.0
,60.2,4.92,15.48,7.41,0.02,6.89,6.21,23.45,68.81,0.27,,2024-09-22 11:30:00,,0.0,0.0
,60.2,4.92,16.23,7.4,0.02,6.89,5.22,23.57,72.34,0.23,,2024-09-22 11:45:00,,0.0,0.0
,62.37,4.92,15.17,7.4,0.02,6.89,6.09,23.41,70.54,0.24,,2024-09-22 12:00:00,,0.0,0.0
,62.7,4.96,15.73,7.4,0.02,6.89,5.35,23.6,69.82,0.28,,2024-09-22 12:15:00,,0.0,0.0
,62.7,4.92,15.73,7.4,0.02,6.89,6.42,23.46,71.66,0.26,,2024-09-22 12:30:00,,0.0,0.0
,62.7,4.92,15.54,7.41,0.02,6.89,6.17,23.54,68.31,0.27,,2024-09-22 12:45:00,,0.0,0.0
,58.19,4.92,15.98,7.41,0.02,6.89,5.62,23.49,72.11,0.24,,2024-09-22 13:00:00,,0.0,0.0
,57.5,4.92,15.35,7.4,0.02,6.89,6.5,23.46,68.82,0.26,,2024-09-22 13:15:00,,0.0,0.0
,57.5,4.92,15.98,7.41,0.02,6.89,5.71,23.58,71.57,0.28,,2024-09-22 13:30:00,,0.0,0.0
,57.5,4.92,15.29,7.4,0.02,6.89,6.47,23.34,71.5,0.27,,2024-09-22 13:45:00,,0.0,0.0
,53.43,4.92,16.61,7.4,0.02,6.89,6.63,23.54,70.62,0.29,,2024-09-22 14:00:00,,0.0,0.0
,52.8,4.92,15.29,7.4,0.02,6.89,7.13,23.13,71.6,0.26,,2024-09-22 14:15:00,,0.0,0.0
,52.8,4.92,15.17,7.4,0.02,7.4,6.34,23.45,71.91,0.28,,2024-09-22 14:30:00,0.21,0.0,0.0
,52.8,4.92,15.04,7.4,0.02,7.56,7.11,23.1,70.64,0.27,,2024-09-22 14:45:00,0.23,0.0,0.0
,53.41,4.92,15.6,7.4,0.02,7.68,6.29,23.39,73.99,0.24,,2024-09-22 15:00:00,0.28,0.0,0.0
,53.5,4.92,15.17,7.4,0.02,7.83,7.59,23.25,69.0,0.28,,2024-09-22 15:15:00,0.14,0.0,0.0
,53.5,4.92,15.42,7.4,0.02,7.35,6.65,22.99,75.23,0.23,,2024-09-22 15:30:00,0.72,0.0,0.0
,53.5,5.17,16.17,7.4,0.03,7.86,7.62,23.41,70.73,0.27,,2024-09-22 15:45:00,0.12,0.0,0.0
,55.41,4.88,17.55,7.4,0.03,7.88,7.45,23.14,72.93,0.24,,2024-09-22 16:00:00,0.05,0.0,0.0
,55.7,5.66,18.3,7.4,0.03,7.74,6.96,23.48,70.6,0.25,,2024-09-22 16:15:00,0.19,0.0,0.0
,55.7,5.04,19.43,7.4,0.03,8.14,7.21,23.24,71.68,0.24,,2024-09-22 16:30:00,0.28,0.0,0.0
,55.7,5.21,21.68,7.4,0.03,8.52,7.07,23.51,69.8,0.26,,2024-09-22 16:45:00,0.54,0.0,0.0
,49.37,6.15,22.81,7.41,0.03,9.26,6.11,23.42,71.03,0.24,,2024-09-22 17:00:00,0.26,0.0,0.0
,48.4,5.74,25.69,7.4,0.03,10.37,6.5,23.49,67.55,0.26,,2024-09-22 17:15:00,0.54,0.0,0.0
,48.4,5.74,27.7,7.42,0.03,10.76,6.3,23.55,71.46,0.24,,2024-09-22 17:30:00,0.16,0.0,0.0
,48.4,5.41,28.26,7.45,0.04,11.57,7.29,23.51,70.24,0.22,,2024-09-22 17:45:00,0.07,0.0,0.0
,96.93,5.7,28.51,7.48,0.04,11.36,7.4,23.55,68.44,0.27,,2024-09-22 18:00:00,0.16,0.0,0.0
,104.4,5.33,26.57,7.43,0.04,11.06,6.41,23.62,71.39,0.23,,2024-09-22 18:15:00,0.09,0.0,0.0
,104.4,5.78,26.45,7.42,0.04,10.79,6.24,23.56,70.93,0.22,,2024-09-22 18:30:00,0.26,0.0,0.0
,104.4,5.21,25.07,7.43,0.04,9.91,7.01,23.61,69.95,0.25,,2024-09-22 18:45:00,0.16,0.0,0.0
,80.05,5.99,23.06,7.45,0.04,9.12,6.27,23.75,72.23,0.22,,2024-09-22 19:00:00,0.12,0.0,0.0
,76.3,4.26,21.18,7.41,0.04,9.06,7.21,23.63,72.48,0.21,,2024-09-22 19:15:00,0.12,0.0,0.0
,76.3,4.84,18.86,7.43,0.04,8.5,7.39,23.68,71.0,0.25,,2024-09-22 19:30:00,0.35,0.0,0.0
,76.3,4.92,18.8,7.45,0.04,8.02,7.1,23.81,73.28,0.22,,2024-09-22 19:45:00,0.16,0.0,0.0
,59.92,4.88,18.74,7.41,0.04,7.81,7.49,23.72,73.23,0.22,,2024-09-22 20:00:00,0.14,0.0,0.0
,57.4,4.92,18.67,7.4,0.04,7.88,7.84,23.67,70.87,0.24,,2024-09-22 20:15:00,0.09,0.0,0.0
,57.4,4.92,15.79,7.4,0.04,7.93,5.97,23.82,73.15,0.2,,2024-09-22 20:30:00,0.02,0.0,0.0
,57.4,4.96,15.48,7.41,0.04,7.77,4.55,23.82,73.06,0.19,,2024-09-22 20:45:00,0.21,0.0,0.0
,51.82,5.45,15.04,7.4,0.04,7.37,4.28,23.8,72.11,0.2,,2024-09-22 21:00:00,0.19,0.0,0.0
,50.7,6.19,15.1,7.42,0.04,7.68,4.31,23.77,71.69,0.21,,2024-09-22 21:15:00,0.14,0.0,0.0
,50.7,6.23,16.98,7.42,0.04,8.06,3.34,23.82,71.01,0.24,,2024-09-22 21:30:00,0.16,0.0,0.0
,50.7,6.15,20.68,7.4,0.03,8.99,2.74,23.88,72.06,0.22,,2024-09-22 21:45:00,0.14,0.0,0.0
,39.87,6.15,18.3,7.41,0.03,8.8,3.47,23.91,72.96,0.19,,2024-09-22 22:00:00,0.37,0.0,0.0
,38.2,6.15,18.49,7.41,0.03,8.43,4.33,23.86,72.43,0.2,,2024-09-22 22:15:00,0.47,0.0,0.0
,38.2,6.15,18.24,7.41,0.03,7.88,3.88,23.99,74.29,0.21,,2024-09-22 22:30:00,,0.0,0.0
,38.2,6.23,15.04,7.4,0.03,7.68,3.72,23.91,73.59,0.18,,2024-09-22 22:45:00,0.23,0.0,0.0
,25.11,6.19,15.04,7.4,0.03,7.63,4.04,23.94,73.73,0.19,,2024-09-22 23:00:00,0.26,0.0,0.0
,23.1,6.48,14.16,7.4,0.03,6.91,4.52,24.06,75.35,0.19,,2024-09-22 23:15:00,0.14,0.0,0.0
,23.1,6.27,13.16,7.4,0.02,6.89,5.14,23.95,74.49,0.17,,2024-09-22 23:30:00,,0.0,0.0
,23.1,6.32,13.16,7.46,0.02,6.89,4.48,24.1,75.62,0.21,,2024-09-22 23:45:00,,0.0,0.0
,6.98,6.6,13.16,7.49,0.02,6.29,4.28,24.06,75.98,0.18,,2024-09-23 00:00:00,0.72,0.0,0.0
,4.5,6.72,13.16,7.43,0.02,6.55,3.83,24.05,75.45,0.2,,2024-09-23 00:15:00,0.07,0.0,0.0
,4.5,6.72,13.1,7.44,0.02,5.85,3.56,24.03,75.95,0.18,,2024-09-23 00:30:00,,0.0,0.0
,4.5,6.68,11.53,7.44,0.02,5.83,3.53,24.06,75.93,0.2,,2024-09-23 00:45:00,0.09,0.0,0.0
,7.53,6.64,11.09,7.44,0.02,6.09,3.69,24.07,76.47,0.17,,2024-09-23 01:00:00,0.02,0.0,0.0
,8.0,6.77,10.21,7.48,0.02,5.85,3.29,24.07,76.56,0.17,,2024-09-23 01:15:00,0.16,0.0,0.0
,8.0,6.72,10.78,7.49,0.02,5.97,3.01,24.09,76.79,0.18,,2024-09-23 01:30:00,0.12,0.0,0.0
,8.0,6.48,12.66,7.5,0.02,6.15,3.11,24.08,76.26,0.15,,2024-09-23 01:45:00,,0.0,0.0
,8.69,6.64,12.66,7.48,0.02,6.22,2.85,24.13,77.16,0.16,,2024-09-23 02:00:00,0.02,0.0,0.0
,8.8,6.68,11.78,7.49,0.02,6.29,3.54,24.0,74.4,0.19,,2024-09-23 02:15:00,0.23,0.0,0.0
,8.8,6.23,13.1,7.5,0.02,6.89,2.8,24.15,77.13,0.16,,2024-09-23 02:30:00,,0.0,0.0
,8.8,6.27,13.03,7.5,0.02,6.89,2.67,24.11,76.67,0.18,,2024-09-23 02:45:00,,0.0,0.0
,19.72,6.6,13.16,7.48,0.02,6.89,3.16,23.99,75.52,0.17,,2024-09-23 03:00:00,,0.0,0.0
,21.4,6.56,13.1,7.5,0.02,6.89,2.69,24.08,75.86,0.17,,2024-09-23 03:15:00,,0.0,0.0
,21.4,6.4,13.1,7.5,0.02,6.89,2.67,24.09,76.61,0.17,,2024-09-23 03:30:00,,0.0,0.0
,21.4,6.48,13.1,7.49,0.02,6.89,2.82,24.06,76.54,0.19,,2024-09-23 03:45:00,,0.0,0.0
,29.11,6.57,13.1,7.5,0.02,6.89,2.99,23.98,75.91,0.17,,2024-09-23 04:00:00,,0.0,0.0
,30.3,6.56,12.72,7.5,0.02,6.89,2.53,24.12,77.06,0.19,,2024-09-23 04:15:00,,0.0,0.0
,30.3,6.44,13.1,7.48,0.02,6.89,2.91,24.0,76.47,0.16,,2024-09-23 04:30:00,,0.0,0.0
,30.3,6.36,13.1,7.47,0.01,6.89,3.07,23.97,75.53,0.17,,2024-09-23 04:45:00,,0.0,0.0
,32.81,6.48,13.1,7.49,0.01,6.89,2.69,24.05,76.27,0.19,,2024-09-23 05:00:00,,0.0,0.0
,33.2,6.19,13.16,7.5,0.01,6.89,2.42,24.06,76.72,0.19,,2024-09-23 05:15:00,,0.0,0.0
,33.2,6.19,13.16,7.5,0.01,6.89,2.35,24.06,76.75,0.18,,2024-09-23 05:30:00,,0.0,0.0
,33.2,6.52,13.16,7.5,0.01,6.85,2.42,24.04,75.81,0.21,,2024-09-23 05:45:00,0.05,0.0,0.0
,33.55,7.09,12.97,7.5,0.01,6.22,2.24,24.04,76.68,0.17,,2024-09-23 06:00:00,0.35,0.0,0.0
,33.6,6.89,12.22,7.49,0.01,6.02,2.05,24.04,77.04,0.17,,2024-09-23 06:15:00,,0.0,0.0
,33.6,6.56,12.03,7.48,0.01,6.31,1.97,24.04,76.83,0.2,,2024-09-23 06:30:00,0.19,0.0,0.0
,33.6,6.31,12.47,7.48,0.01,6.24,2.07,24.01,76.5,0.17,,2024-09-23 06:45:00,0.23,0.0,0.0
,32.47,6.44,11.66,7.47,0.01,6.66,1.83,24.02,76.53,0.2,,2024-09-23 07:00:00,0.02,0.0,0.0
,32.3,6.27,13.1,7.46,0.01,6.89,1.9,23.98,76.24,0.18,,2024-09-23 07:15:00,,0.0,0.0
,32.3,6.52,13.03,7.46,0.01,6.89,1.89,23.96,75.98,0.17,,2024-09-23 07:30:00,,0.0,0.0
,32.3,6.27,12.91,7.44,0.01,6.89,2.36,23.91,74.89,0.19,,2024-09-23 07:45:00,,0.0,0.0
,36.89,6.36,13.16,7.42,0.01,6.89,2.39,23.95,73.67,0.24,,2024-09-23 08:00:00,,0.0,0.0
,37.6,6.23,12.41,7.4,0.01,6.89,2.14,23.97,75.05,0.21,,2024-09-23 08:15:00,,0.0,0.0
,37.6,6.23,13.16,7.4,0.01,6.89,2.4,23.91,75.22,0.18,,2024-09-23 08:30:00,,0.0,0.0
,37.6,6.56,13.16,7.41,0.02,6.89,2.58,23.84,74.2,0.18,,2024-09-23 08:45:00,,0.0,0.0
,38.64,6.64,13.1,7.43,0.02,6.89,3.21,23.8,72.76,0.23,,2024-09-23 09:00:00,,0.0,0.0
,38.8,6.52,13.1,7.4,0.02,6.89,3.02,23.87,73.35,0.23,,2024-09-23 09:15:00,,0.0,0.0
,38.8,6.64,13.16,7.4,0.02,6.89,4.11,23.74,73.57,0.2,,2024-09-23 09:30:00,,0.0,0.0
,38.8,6.72,13.1,7.4,0.02,6.89,5.08,23.64,69.66,0.28,,2024-09-23 09:45:00,,0.0,0.0
,41.66,6.77,13.16,7.4,0.02,6.89,4.47,23.74,73.1,0.24,,2024-09-23 10:00:00,,0.0,0.0
,42.1,6.15,13.16,7.4,0.02,6.89,5.79,23.53,70.33,0.24,,2024-09-23 10:15:00,,0.0,0.0
,42.1,6.97,12.85,7.4,0.02,6.89,5.06,23.7,70.43,0.28,,2024-09-23 10:30:00,,0.0,0.0
,42.1,5.62,13.16,7.4,0.02,6.89,5.53,23.57,70.94,0.24,,2024-09-23 10:45:00,,0.0,0.0
,38.03,6.77,13.03,7.4,0.02,6.89,5.66,23.68,68.83,0.29,,2024-09-23 11:00:00,,0.0,0.0
,37.4,5.95,14.91,7.4,0.02,6.89,5.23,23.47,71.89,0.24,,2024-09-23 11:15:00,,0.0,0.0
,37.4,6.36,15.1,7.4,0.02,6.89,5.8,23.61,68.91,0.28,,2024-09-23 11:30:00,,0.0,0.0
,37.4,5.66,15.1,7.4,0.02,6.89,5.46,23.48,72.49,0.25,,2024-09-23 11:45:00,,0.0,0.0
,40.95,5.66,15.17,7.4,0.02,6.89,6.2,23.59,68.93,0.28,,2024-09-23 12:00:00,,0.0,0.0
,41.5,4.96,15.85,7.4,0.03,6.89,5.3,23.43,73.2,0.23,,2024-09-23 12:15:00,,0.0,0.0
,41.5,4.92,16.29,7.41,0.03,6.89,7.27,23.6,69.32,0.29,,2024-09-23 12:30:00,,0.0,0.0
,41.5,4.92,15.17,7.4,0.03,7.08,6.98,23.32,72.45,0.25,,2024-09-23 12:45:00,,0.0,0.0
,50.43,4.92,15.29,7.41,0.03,7.28,6.29,23.59,69.95,0.26,,2024-09-23 13:00:00,0.3,0.0,0.0
,51.8,5.0,15.23,7.42,0.03,6.96,5.82,23.56,71.84,0.23,,2024-09-23 13:15:00,,0.0,0.0
,51.8,5.66,15.67,7.42,0.03,7.07,6.54,23.56,68.24,0.28,,2024-09-23 13:30:00,,0.0,0.0
,51.8,4.92,15.29,7.41,0.03,7.24,6.21,23.56,73.18,0.23,,2024-09-23 13:45:00,0.09,0.0,0.0
,47.81,4.92,15.6,7.41,0.03,6.89,7.36,23.45,69.73,0.26,,2024-09-23 14:00:00,,0.0,0.0
,47.2,4.92,15.42,7.43,0.03,6.89,7.43,23.62,72.67,0.25,,2024-09-23 14:15:00,,0.0,0.0
,47.2,4.92,15.48,7.4,0.03,6.89,8.75,23.36,70.47,0.24,,2024-09-23 14:30:00,,0.0,0.0
,47.2,4.92,15.29,7.4,0.03,7.31,6.73,23.58,71.19,0.26,,2024-09-23 14:45:00,0.07,0.0,0.0
,37.58,4.88,15.48,7.4,0.03,7.68,6.48,23.52,70.26,0.23,,2024-09-23 15:00:00,0.23,0.0,0.0
,36.1,4.92,15.04,7.4,0.03,7.9,5.87,23.64,67.6,0.27,,2024-09-23 15:15:00,0.07,0.0,0.0
,36.1,4.67,15.48,7.4,0.03,7.9,6.08,23.7,69.86,0.21,,2024-09-23 15:30:00,0.02,0.0,0.0
,36.1,4.92,15.04,7.4,0.02,7.95,5.87,23.68,68.2,0.2,,2024-09-23 15:45:00,,0.0,0.0
