pm2.5,pm10,no,no2,so2,co,nox,ozone,ws,wd,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
4.19,23.12,6.56,19.62,2.03,0.55,,39.89,1.8,221.82,2016-08-25 15:30:00,3.98,2.65,54.01,110.86,26.64
3.41,31.43,6.14,18.38,1.59,0.55,,39.98,1.76,222.79,2016-08-25 15:45:00,5.24,2.37,51.18,105.89,25.87
2.96,35.53,4.7,20.64,1.27,0.55,,40.99,2.03,230.6,2016-08-25 16:00:00,5.19,2.25,47.86,102.65,23.4
2.33,41.41,8.39,26.72,0.86,0.53,,37.51,1.64,218.5,2016-08-25 16:15:00,4.95,2.14,47.25,101.21,23.27
6.39,50.15,6.99,24.75,1.52,0.53,,35.72,1.45,217.88,2016-08-25 16:30:00,6.82,2.06,47.09,98.8,23.96
12.2,62.66,6.32,22.26,1.21,0.51,,34.53,1.32,218.42,2016-08-25 16:45:00,7.79,1.95,45.29,97.62,22.21
15.07,50.23,5.65,23.82,2.01,0.52,,33.47,1.54,226.9,2016-08-25 17:00:00,7.32,1.94,45.24,97.74,22.3
19.18,32.42,5.54,23.25,1.96,0.45,,32.64,1.33,216.78,2016-08-25 17:15:00,7.31,1.87,45.39,98.96,22.36
16.83,40.57,5.63,24.27,1.94,0.43,,32.52,1.65,220.62,2016-08-25 17:30:00,6.48,1.79,45.87,100.38,22.68
13.46,52.23,5.32,23.88,2.21,0.36,,31.5,1.55,226.2,2016-08-25 17:45:00,6.19,1.74,47.29,101.12,24.26
18.46,52.28,6.26,25.91,6.47,0.37,,29.46,1.28,215.51,2016-08-25 18:00:00,5.82,1.74,47.29,101.45,24.14
25.62,52.36,5.67,26.85,7.97,0.4,,27.09,0.99,213.11,2016-08-25 18:15:00,5.75,1.7,46.77,101.28,23.19
26.99,49.08,6.64,27.84,8.61,0.49,,22.41,1.34,220.14,2016-08-25 18:30:00,5.82,1.69,45.84,100.66,22.61
28.95,44.38,8.86,25.56,8.35,0.44,,23.09,1.05,213.89,2016-08-25 18:45:00,6.0,1.69,46.81,101.77,23.21
26.74,49.76,10.81,29.07,9.26,0.49,,17.36,0.88,218.68,2016-08-25 19:00:00,5.3,1.75,48.52,102.52,24.82
23.58,57.47,7.1,25.23,10.54,0.44,,18.73,1.16,216.14,2016-08-25 19:15:00,6.17,1.79,48.91,102.79,25.03
22.71,47.94,8.74,26.15,10.44,0.49,,18.65,0.97,213.85,2016-08-25 19:30:00,5.9,1.84,49.33,104.1,25.21
21.47,34.29,13.92,28.22,13.06,0.5,,15.27,0.99,211.55,2016-08-25 19:45:00,5.48,1.89,49.99,107.5,25.52
19.92,45.3,11.88,26.22,18.75,0.56,,14.38,0.73,205.84,2016-08-25 20:00:00,5.98,1.95,50.52,108.67,25.79
17.69,61.08,8.44,24.21,22.68,0.71,,14.79,0.9,211.85,2016-08-25 20:15:00,5.83,1.94,50.7,110.32,25.66
18.13,55.62,9.04,23.64,24.17,0.72,,14.85,0.79,217.54,2016-08-25 20:30:00,5.61,2.09,50.09,111.92,24.53
18.75,47.78,13.53,23.69,24.45,0.73,,14.15,0.95,212.95,2016-08-25 20:45:00,5.03,2.12,51.57,113.65,25.32
22.6,49.84,7.8,20.94,17.92,0.69,,15.47,0.72,209.52,2016-08-25 21:00:00,5.57,2.14,51.88,116.24,25.5
28.11,52.78,,,20.59,0.69,,15.23,0.98,225.83,2016-08-25 21:15:00,,2.2,54.3,118.18,27.38
29.05,56.98,,,18.76,0.7,,15.01,0.71,208.59,2016-08-25 21:30:00,,2.28,54.27,118.39,26.84
30.4,63.0,,,18.75,0.67,,15.67,1.37,222.07,2016-08-25 21:45:00,,2.35,55.71,120.4,28.01
26.74,66.41,4.94,15.16,16.99,0.62,,18.1,0.75,204.9,2016-08-25 22:00:00,5.67,2.39,55.94,121.09,27.58
21.49,71.3,,,15.9,0.62,,15.41,0.44,180.18,2016-08-25 22:15:00,,2.41,57.29,124.02,28.57
23.02,62.31,8.27,17.23,16.39,0.62,,13.46,0.63,202.2,2016-08-25 22:30:00,5.65,2.36,55.48,123.18,26.68
25.21,49.43,13.88,19.3,17.15,0.71,,12.31,0.62,161.53,2016-08-25 22:45:00,4.14,2.35,52.52,119.2,25.52
22.82,42.0,12.66,18.37,15.55,0.78,,12.1,0.51,167.45,2016-08-25 23:00:00,4.04,2.48,51.25,117.65,25.16
19.39,31.34,10.53,19.61,14.11,0.72,,12.56,0.77,203.03,2016-08-25 23:15:00,4.59,2.63,52.67,118.21,26.67
16.36,30.47,5.64,21.12,13.7,0.57,,14.98,0.76,206.6,2016-08-25 23:30:00,4.48,2.74,53.26,119.56,26.73
12.04,29.23,6.48,20.07,14.96,0.55,,16.52,0.7,204.04,2016-08-25 23:45:00,5.55,2.92,53.85,120.81,26.45
17.78,30.02,7.6,20.35,12.64,0.48,,15.03,0.34,193.34,2016-08-26 00:00:00,5.13,2.91,54.84,121.82,27.53
26.01,31.16,12.74,23.22,13.96,0.72,,13.13,0.36,180.35,2016-08-26 00:15:00,4.47,2.96,54.49,121.72,27.18
20.89,35.8,10.37,21.02,12.66,0.74,,12.77,0.53,148.4,2016-08-26 00:30:00,4.87,3.08,50.92,116.44,24.9
13.56,42.44,13.13,20.77,11.65,0.76,,12.95,1.13,140.1,2016-08-26 00:45:00,4.46,3.1,55.74,123.76,27.02
10.83,38.4,,,11.4,0.95,,12.01,0.9,150.09,2016-08-26 01:00:00,,3.22,55.76,122.56,27.42
6.92,32.62,,,12.49,1.02,,12.08,0.8,151.47,2016-08-26 01:15:00,,3.38,55.59,124.31,26.31
12.14,26.62,,,12.55,0.81,,13.01,0.8,150.35,2016-08-26 01:30:00,,3.49,57.77,125.39,27.77
19.61,18.02,,,12.1,0.8,,13.13,0.73,150.58,2016-08-26 01:45:00,,3.49,58.65,126.28,28.5
15.88,28.42,,,11.92,0.84,,13.05,0.77,151.73,2016-08-26 02:00:00,,3.45,57.82,127.1,26.92
10.55,43.31,,,14.69,0.88,,13.48,0.96,147.93,2016-08-26 02:15:00,,3.46,58.91,127.66,27.65
8.38,34.43,,,15.15,0.83,,13.84,1.05,144.7,2016-08-26 02:30:00,,3.51,61.95,129.91,29.75
5.27,21.72,,,12.62,0.74,,13.6,0.85,151.28,2016-08-26 02:45:00,,3.69,61.65,130.72,28.48
4.19,18.65,,,8.32,0.66,,16.32,1.18,146.03,2016-08-26 03:00:00,,3.79,62.76,131.01,29.41
2.64,14.25,,,11.08,0.73,,15.78,1.13,150.08,2016-08-26 03:15:00,,3.89,62.32,129.72,29.85
2.09,14.66,,,11.74,0.71,,14.36,0.81,153.18,2016-08-26 03:30:00,,4.0,61.35,127.78,29.37
1.32,15.24,,,10.79,0.8,,13.64,0.81,154.3,2016-08-26 03:45:00,,4.42,61.45,127.37,29.35
4.16,18.84,,,10.02,0.75,,15.17,0.92,150.49,2016-08-26 04:00:00,,5.05,60.09,124.56,28.67
8.24,23.99,,,9.06,0.52,,17.07,0.7,152.19,2016-08-26 04:15:00,,5.21,59.41,124.09,28.12
6.77,20.11,,,8.56,0.43,,16.78,0.47,159.82,2016-08-26 04:30:00,,5.19,58.32,124.23,26.8
4.66,14.55,,,7.68,0.43,,16.28,0.56,141.83,2016-08-26 04:45:00,,5.17,59.71,122.75,28.44
4.12,14.66,,,7.4,0.41,,15.88,0.6,189.9,2016-08-26 05:00:00,,5.02,59.31,121.66,28.25
3.33,14.82,,,6.81,0.39,,22.59,0.92,242.85,2016-08-26 05:15:00,,4.82,59.12,121.01,28.17
2.88,19.74,,,6.65,0.39,,21.72,0.48,163.56,2016-08-26 05:30:00,,4.6,59.01,121.64,27.87
2.24,26.8,,,6.7,0.45,,13.61,1.07,143.14,2016-08-26 05:45:00,,4.39,58.41,121.34,26.78
6.19,23.94,,,7.31,0.63,,12.95,0.82,151.49,2016-08-26 06:00:00,,4.13,59.14,119.08,27.93
11.84,19.85,,,7.87,0.59,,12.11,0.54,182.1,2016-08-26 06:15:00,,4.07,59.05,119.47,27.38
10.71,19.41,,,7.74,0.63,,12.24,0.84,147.69,2016-08-26 06:30:00,,4.04,59.01,118.02,28.0
9.1,18.78,,,7.84,0.63,,12.38,0.9,148.69,2016-08-26 06:45:00,,3.98,59.69,118.37,28.12
7.55,18.64,,,7.79,0.67,,12.17,0.59,143.63,2016-08-26 07:00:00,,4.0,58.5,114.95,26.9
5.33,18.44,,,7.33,0.72,,12.79,0.48,167.78,2016-08-26 07:15:00,,3.78,56.84,110.72,26.4
7.95,21.98,,,7.15,0.66,,13.81,0.65,147.9,2016-08-26 07:30:00,,3.74,56.74,110.49,27.03
11.69,27.05,,,7.24,0.67,,14.84,0.89,149.76,2016-08-26 07:45:00,,3.73,57.28,111.31,27.29
13.91,28.74,,,8.38,0.94,,15.24,0.65,161.47,2016-08-26 08:00:00,,3.74,57.54,111.78,27.44
17.08,31.17,,,8.86,0.99,,16.87,0.55,189.57,2016-08-26 08:15:00,,3.76,57.9,112.37,27.48
19.53,35.31,,,9.07,0.89,,18.96,0.93,156.25,2016-08-26 08:30:00,,3.97,57.97,112.87,27.02
23.03,41.24,,,8.98,0.87,,18.54,0.89,145.19,2016-08-26 08:45:00,,4.7,59.37,114.8,28.19
20.65,47.97,,,6.65,0.89,,17.4,0.76,168.39,2016-08-26 09:00:00,,5.75,60.04,116.59,27.83
17.22,57.61,,,7.5,0.83,,19.93,0.86,252.5,2016-08-26 09:15:00,,5.52,60.4,117.28,28.09
19.69,46.19,,,7.08,1.08,,20.44,0.58,262.42,2016-08-26 09:30:00,,5.37,60.37,118.02,28.12
23.22,29.84,,,6.64,0.8,,24.14,0.75,247.02,2016-08-26 09:45:00,,5.36,60.07,119.77,27.86
22.26,29.06,,,6.31,0.73,,27.92,1.15,244.18,2016-08-26 10:00:00,,5.18,59.87,119.02,27.93
20.87,27.96,,,6.5,0.64,,31.42,1.11,243.39,2016-08-26 10:15:00,,4.97,60.25,119.49,28.2
16.59,31.94,,,6.3,0.66,,31.12,1.02,245.64,2016-08-26 10:30:00,,4.75,60.91,119.98,28.75
10.46,37.66,,,6.22,0.65,,32.46,1.16,249.17,2016-08-26 10:45:00,,4.5,62.64,119.79,30.63
9.53,31.18,,,6.12,0.63,,33.53,0.99,247.08,2016-08-26 11:00:00,,4.25,62.4,119.4,30.55
8.21,21.92,,,6.05,0.61,,39.19,1.61,243.22,2016-08-26 11:15:00,,4.04,62.51,119.51,30.43
7.57,19.06,,,6.16,0.6,,43.35,1.52,246.51,2016-08-26 11:30:00,,3.83,61.95,118.99,29.66
6.67,14.96,,,5.77,0.58,,40.46,1.36,248.38,2016-08-26 11:45:00,,3.58,61.46,117.62,30.03
6.79,22.42,,,5.62,0.61,,38.92,0.94,262.84,2016-08-26 12:00:00,,3.28,58.51,113.26,27.91
6.96,33.1,,,5.82,0.62,,39.29,0.82,256.76,2016-08-26 12:15:00,,2.86,54.78,107.52,26.15
5.8,26.88,,,5.74,0.62,,40.48,2.05,244.2,2016-08-26 12:30:00,,2.67,55.64,106.09,27.35
4.14,17.98,,,5.76,0.57,,39.55,1.18,245.11,2016-08-26 12:45:00,,2.56,55.63,106.35,26.69
3.94,14.95,,,5.86,0.59,,36.24,1.12,248.97,2016-08-26 13:00:00,,2.47,55.07,105.72,26.38
3.65,10.62,,,5.76,0.62,,32.42,1.47,250.36,2016-08-26 13:15:00,,2.24,53.18,103.63,25.46
5.94,9.81,,,5.89,0.59,,32.64,1.19,247.88,2016-08-26 13:30:00,,2.13,54.35,103.49,26.63
9.22,8.66,,,5.78,0.58,,33.93,1.09,244.45,2016-08-26 13:45:00,,2.04,53.42,103.81,25.51
7.6,7.73,,,8.26,0.59,,34.56,1.17,245.39,2016-08-26 14:00:00,,1.98,54.64,103.59,26.86
5.27,6.39,,,9.44,0.63,,37.04,1.19,249.6,2016-08-26 14:15:00,,2.0,55.42,104.68,26.72
4.43,5.85,,,8.3,0.56,,38.17,1.16,242.4,2016-08-26 14:30:00,,1.98,57.04,105.65,28.04
3.23,5.07,,,6.71,0.55,,39.8,1.19,246.91,2016-08-26 14:45:00,,1.81,55.92,104.79,27.14
2.57,4.78,,,5.0,0.59,,34.17,1.22,242.23,2016-08-26 15:00:00,,1.67,53.99,104.02,25.28
1.61,4.38,,,4.57,0.55,,37.2,1.08,249.1,2016-08-26 15:15:00,,1.56,53.43,102.93,25.03
1.28,3.93,,,4.13,0.5,,36.93,1.17,241.9,2016-08-26 15:30:00,,1.47,52.95,101.26,25.06
0.81,3.3,,,3.75,0.44,,35.35,0.87,237.62,2016-08-26 15:45:00,,1.43,54.23,101.21,26.33
0.64,2.82,,,3.6,0.44,,33.15,0.86,231.66,2016-08-26 16:00:00,,1.36,53.42,100.26,25.45
0.4,2.12,,,3.45,0.43,,31.09,1.43,232.47,2016-08-26 16:15:00,,1.32,53.43,99.6,26.11
0.32,2.62,,,3.27,0.4,,32.16,1.02,220.32,2016-08-26 16:30:00,,1.32,52.84,99.45,25.67
0.2,3.33,,,3.49,0.38,,29.16,0.83,214.64,2016-08-26 16:45:00,,1.34,51.98,100.74,24.64
0.32,4.69,,,3.82,0.36,,28.18,0.34,197.5,2016-08-26 17:00:00,,1.34,52.76,100.49,25.91
0.5,6.63,,,3.39,0.36,,25.59,0.46,203.01,2016-08-26 17:15:00,,1.34,52.58,103.47,25.83
0.63,5.29,,,3.58,0.53,,20.48,1.03,143.03,2016-08-26 17:30:00,,1.33,52.52,106.42,25.78
0.81,3.37,,,4.06,0.57,,20.15,0.91,146.94,2016-08-26 17:45:00,,1.37,53.05,107.05,26.03
4.63,16.99,,,4.97,0.53,,22.89,1.02,146.35,2016-08-26 18:00:00,,1.41,54.26,107.96,26.54
10.09,36.51,,,5.72,0.65,,19.37,0.56,207.2,2016-08-26 18:15:00,,1.43,56.34,108.62,27.41
11.03,29.67,,,5.58,0.63,,19.52,0.76,149.11,2016-08-26 18:30:00,,1.53,56.2,107.96,27.43
12.37,19.87,,,5.39,0.57,,19.78,1.1,144.96,2016-08-26 18:45:00,,1.57,57.1,109.46,27.86
12.25,20.87,,,5.37,0.62,,17.13,1.15,145.72,2016-08-26 19:00:00,,1.63,56.59,109.59,27.42
12.08,22.29,,,5.15,0.58,,15.29,0.77,158.06,2016-08-26 19:15:00,,1.7,55.47,110.29,25.96
11.6,20.93,,,5.19,0.6,,13.49,0.82,148.56,2016-08-26 19:30:00,,1.76,55.68,110.37,26.11
10.92,18.99,,,6.4,0.82,,11.95,0.89,148.59,2016-08-26 19:45:00,,1.85,56.14,110.42,26.62
15.1,18.93,,,7.05,1.0,,11.6,0.85,149.94,2016-08-26 20:00:00,,1.93,57.48,110.18,28.29
21.09,18.83,,,7.18,0.95,,12.07,0.45,169.75,2016-08-26 20:15:00,,2.15,57.52,110.67,28.4
22.93,26.31,,,7.47,0.92,,14.84,0.35,198.59,2016-08-26 20:30:00,,2.42,58.01,113.04,28.34
25.56,37.02,,,7.26,1.08,,16.17,0.39,176.82,2016-08-26 20:45:00,,2.7,57.23,115.42,27.02
23.93,31.21,,,5.12,1.04,,15.79,0.46,165.07,2016-08-26 21:00:00,,2.99,58.23,117.96,27.56
21.6,22.89,,,5.28,0.98,,14.32,0.7,149.17,2016-08-26 21:15:00,,3.27,59.9,118.76,28.82
19.95,22.94,,,5.06,0.9,,13.31,0.5,158.72,2016-08-26 21:30:00,,3.52,60.09,118.84,29.33
17.57,23.0,,,4.7,0.93,,13.6,0.96,146.51,2016-08-26 21:45:00,,3.67,59.81,120.29,28.32
16.68,24.58,,,4.78,0.99,,13.7,0.78,147.83,2016-08-26 22:00:00,,3.97,59.6,116.79,29.2
15.41,26.85,,,4.94,1.0,,13.7,0.76,153.24,2016-08-26 22:15:00,,4.05,59.88,117.26,29.29
16.38,38.15,,,4.99,0.95,,12.91,0.54,154.38,2016-08-26 22:30:00,,4.03,60.31,118.06,29.56
17.77,54.33,,,4.7,0.81,,12.01,0.75,155.37,2016-08-26 22:45:00,,4.02,60.72,118.86,29.81
14.59,44.87,,,4.83,0.68,,13.4,0.88,153.39,2016-08-26 23:00:00,,4.04,60.25,118.27,29.71
10.03,31.32,,,4.65,0.6,,14.77,1.0,149.57,2016-08-26 23:15:00,,4.08,60.05,118.61,29.61
8.45,24.95,,,4.77,0.6,,14.62,0.95,152.86,2016-08-26 23:30:00,,4.16,60.07,119.89,29.32
6.19,15.82,,,4.5,0.58,,14.53,1.04,146.38,2016-08-26 23:45:00,,4.28,58.87,120.18,27.96
5.43,13.86,,,4.99,0.37,,16.43,1.24,147.77,2016-08-27 00:00:00,,4.45,60.25,120.05,29.61
4.34,11.06,,,5.87,0.52,,17.15,0.95,154.72,2016-08-27 00:15:00,,4.47,59.29,119.1,28.91
3.98,9.61,,,6.03,0.58,,14.35,0.87,151.76,2016-08-27 00:30:00,,4.26,54.72,112.75,26.0
3.48,7.52,,,5.62,0.62,,13.37,0.53,162.69,2016-08-27 00:45:00,,4.27,59.89,119.01,29.24
3.5,6.48,,,5.8,0.66,,13.45,0.36,164.61,2016-08-27 01:00:00,,4.2,60.07,119.06,29.11
3.54,5.0,,,6.09,0.65,,13.53,0.58,157.11,2016-08-27 01:15:00,,4.2,60.11,119.78,28.59
6.49,5.37,,,5.97,0.89,,13.85,1.06,153.24,2016-08-27 01:30:00,,4.28,61.02,120.49,29.64
10.73,5.89,,,7.15,1.07,,15.12,0.93,149.36,2016-08-27 01:45:00,,4.46,61.86,121.73,29.96
8.52,5.7,,,10.04,0.93,,14.88,0.45,176.8,2016-08-27 02:00:00,,4.93,63.39,124.11,30.65
5.36,5.43,,,8.6,0.66,,14.06,0.44,157.61,2016-08-27 02:15:00,,5.06,64.71,125.78,30.92
4.26,5.87,,,6.8,0.62,,13.9,0.91,149.03,2016-08-27 02:30:00,,5.04,62.52,124.81,28.58
2.68,6.5,,,5.57,0.69,,13.43,0.41,167.98,2016-08-27 02:45:00,,5.11,62.53,125.0,28.82
2.13,6.18,,,5.2,0.86,,12.3,0.72,149.64,2016-08-27 03:00:00,,5.13,63.99,125.05,30.37
1.34,5.73,,,5.31,0.84,,13.61,0.93,148.62,2016-08-27 03:15:00,,5.13,63.22,124.16,29.43
1.06,9.51,,,5.06,0.75,,13.85,0.62,157.7,2016-08-27 03:30:00,,5.09,62.46,122.55,29.51
0.67,14.93,,,4.86,0.7,,14.06,0.88,145.97,2016-08-27 03:45:00,,4.96,61.66,123.09,28.19
0.82,13.62,,,4.72,0.77,,14.06,0.65,149.57,2016-08-27 04:00:00,,4.81,62.47,122.72,29.04
1.03,11.75,,,4.9,0.65,,14.36,0.47,173.77,2016-08-27 04:15:00,,4.77,62.57,121.93,29.78
0.98,14.17,,,4.93,0.56,,13.0,0.38,181.69,2016-08-27 04:30:00,,4.95,62.11,120.55,29.27
0.91,17.62,,,4.88,0.46,,12.98,0.73,164.0,2016-08-27 04:45:00,,5.54,60.63,119.93,27.51
5.1,22.22,,,4.99,0.44,,14.37,1.09,149.29,2016-08-27 05:00:00,,6.3,60.74,118.41,27.52
11.12,28.8,,,5.21,0.62,,14.25,1.35,145.19,2016-08-27 05:15:00,,6.47,62.06,118.62,28.3
10.31,23.85,,,4.96,0.81,,13.77,1.2,144.58,2016-08-27 05:30:00,,6.4,61.17,118.4,27.55
9.15,16.77,,,5.33,0.63,,13.51,1.19,145.45,2016-08-27 05:45:00,,6.25,62.49,118.38,28.73
7.53,14.32,,,5.22,0.6,,14.58,1.2,150.12,2016-08-27 06:00:00,,5.91,62.36,117.6,29.4
5.22,10.81,,,5.63,0.94,,13.88,1.05,146.77,2016-08-27 06:15:00,,5.59,62.21,117.2,29.37
8.17,9.26,,,5.68,0.98,,11.24,1.12,149.4,2016-08-27 06:30:00,,5.28,61.26,115.36,28.62
12.4,7.04,,,5.57,0.74,,11.5,0.99,149.26,2016-08-27 06:45:00,,5.04,59.77,113.07,27.15
10.24,6.57,,,5.41,0.74,,12.52,0.66,159.07,2016-08-27 07:00:00,,4.77,59.68,109.34,28.18
7.15,5.9,,,5.41,0.56,,14.04,0.85,153.09,2016-08-27 07:15:00,,4.65,59.8,109.44,28.11
6.43,5.35,,,6.05,0.59,,14.96,0.8,147.9,2016-08-27 07:30:00,,4.63,59.33,108.88,27.36
5.4,4.56,,,6.89,0.78,,15.77,0.5,168.19,2016-08-27 07:45:00,,4.7,60.0,109.3,28.35
10.67,7.82,,,7.0,0.78,,17.61,0.86,155.81,2016-08-27 08:00:00,,4.72,59.89,109.29,28.3
18.23,12.5,,,6.84,0.77,,18.02,0.98,149.29,2016-08-27 08:15:00,,4.76,60.56,111.28,28.64
18.66,11.12,,,6.92,0.8,,16.81,0.91,152.46,2016-08-27 08:30:00,,4.72,61.38,114.9,29.02
19.27,9.16,,,6.69,0.85,,17.76,1.04,150.37,2016-08-27 08:45:00,,4.75,61.92,116.87,29.28
15.69,17.67,,,5.28,0.91,,16.91,0.94,150.28,2016-08-27 09:00:00,,4.75,62.37,118.13,29.52
10.54,29.85,,,5.38,0.93,,16.81,1.15,146.5,2016-08-27 09:15:00,,4.72,62.87,120.0,29.55
11.12,31.42,,,5.64,0.92,,17.98,1.44,147.73,2016-08-27 09:30:00,,4.72,61.83,119.62,28.39
11.95,33.68,,,5.38,1.02,,18.75,1.38,146.32,2016-08-27 09:45:00,,4.71,61.98,121.09,28.44
11.47,27.81,,,5.24,1.24,,17.82,1.19,148.03,2016-08-27 10:00:00,,4.79,62.77,119.5,29.95
10.79,19.41,,,5.3,1.08,,20.41,1.43,143.01,2016-08-27 10:15:00,,4.96,63.0,119.76,30.12
9.64,15.68,,,5.54,0.79,,23.14,1.05,143.77,2016-08-27 10:30:00,,5.01,61.19,117.27,29.1
8.0,10.34,,,5.63,0.83,,24.14,1.47,149.05,2016-08-27 10:45:00,,4.93,60.31,117.66,27.9
8.15,23.27,,,5.72,0.85,,23.74,0.97,148.54,2016-08-27 11:00:00,,4.76,61.84,118.06,29.43
8.36,41.8,,,6.0,0.97,,23.11,1.43,146.42,2016-08-27 11:15:00,,4.65,61.29,119.7,28.16
7.09,33.81,,,6.15,0.91,,23.56,1.07,149.36,2016-08-27 11:30:00,,4.52,62.8,120.66,29.31
5.27,22.36,,,6.02,0.79,,23.01,1.07,147.08,2016-08-27 11:45:00,,4.47,63.38,121.92,29.73
4.48,25.81,,,5.07,0.87,,22.71,1.33,147.28,2016-08-27 12:00:00,,4.37,63.53,122.38,29.85
3.35,30.75,,,5.33,0.81,,21.08,0.98,146.59,2016-08-27 12:15:00,,4.35,63.45,123.04,29.77
5.82,31.79,,,5.39,0.81,,22.3,1.23,152.06,2016-08-27 12:30:00,,4.44,62.48,123.0,29.36
9.36,33.29,,,5.23,0.95,,25.24,1.44,147.33,2016-08-27 12:45:00,,4.33,64.71,123.75,31.45
7.46,27.5,,,5.11,0.84,,26.05,1.29,148.81,2016-08-27 13:00:00,,4.25,64.38,123.93,31.06
4.74,19.21,,,4.83,0.78,,23.49,1.03,149.16,2016-08-27 13:15:00,,4.35,63.1,124.61,29.34
6.0,15.43,,,6.46,0.7,,25.17,0.95,152.71,2016-08-27 13:30:00,,4.36,63.53,124.74,29.87
7.8,10.01,,,9.17,0.81,,25.66,0.82,160.93,2016-08-27 13:45:00,,4.28,65.97,125.44,32.09
6.19,8.51,,,8.59,0.92,,22.7,1.17,148.09,2016-08-27 14:00:00,,4.23,67.6,126.56,32.87
3.9,6.36,,,6.74,0.95,,19.06,0.64,156.5,2016-08-27 14:15:00,,4.06,66.36,125.08,31.91
3.1,5.14,,,5.86,0.91,,19.7,0.92,150.79,2016-08-27 14:30:00,,3.95,64.15,124.17,30.06
1.95,3.4,,,4.75,0.87,,19.5,0.66,163.8,2016-08-27 14:45:00,,3.82,64.69,123.2,31.19
1.55,10.61,,,4.23,0.88,,20.25,0.55,168.29,2016-08-27 15:00:00,,3.72,62.15,121.85,28.9
0.97,20.94,,,3.98,0.71,,26.09,0.73,193.79,2016-08-27 15:15:00,,3.66,61.3,120.43,28.69
1.03,17.51,,,4.14,0.79,,22.47,0.94,150.61,2016-08-27 15:30:00,,3.8,60.73,118.91,28.76
1.11,12.61,,,4.14,0.65,,21.12,1.19,148.9,2016-08-27 15:45:00,,3.83,62.51,119.89,30.41
1.06,17.61,,,4.2,0.64,,19.25,0.65,157.15,2016-08-27 16:00:00,,3.83,60.47,118.85,28.53
0.97,24.79,,,4.18,0.67,,17.87,0.76,154.95,2016-08-27 16:15:00,,3.71,61.09,118.65,28.99
0.83,21.15,,,4.16,0.63,,18.1,0.54,156.0,2016-08-27 16:30:00,,3.59,59.71,117.72,28.44
0.63,15.95,,,4.08,0.59,,19.24,0.9,151.7,2016-08-27 16:45:00,,3.53,60.56,117.24,29.67
3.39,14.2,,,4.2,0.67,,17.72,1.04,151.42,2016-08-27 17:00:00,,3.46,59.01,116.59,28.22
7.35,11.7,,,4.56,0.85,,16.36,0.69,148.96,2016-08-27 17:15:00,,3.42,60.67,116.49,30.07
9.24,15.91,,,4.72,0.81,,14.36,0.55,156.03,2016-08-27 17:30:00,,3.5,60.32,115.91,29.96
11.95,21.92,,,4.83,0.8,,13.65,0.64,145.63,2016-08-27 17:45:00,,3.71,59.6,115.49,29.49
9.72,39.48,,,5.38,0.7,,14.21,0.86,148.23,2016-08-27 18:00:00,,3.72,57.43,113.78,27.84
6.52,64.63,,,6.35,0.81,,13.86,0.96,145.61,2016-08-27 18:15:00,,3.75,57.05,111.15,28.59
6.01,51.56,,,6.76,0.94,,13.15,1.0,144.71,2016-08-27 18:30:00,,3.74,55.6,111.22,27.16
5.27,32.83,,,6.55,0.77,,13.07,0.71,147.99,2016-08-27 18:45:00,,3.7,57.91,114.14,29.37
8.43,36.87,,,5.88,0.65,,15.29,1.15,150.17,2016-08-27 19:00:00,,3.72,57.97,116.85,29.26
12.94,42.66,,,6.36,0.73,,16.14,1.02,148.89,2016-08-27 19:15:00,,3.64,57.74,118.04,28.53
12.81,38.69,,,6.87,0.86,,14.78,0.91,150.14,2016-08-27 19:30:00,,3.58,58.26,117.85,29.6
12.62,33.01,,,7.14,0.88,,13.66,0.87,152.96,2016-08-27 19:45:00,,3.78,58.33,117.5,29.62
20.4,40.43,,,7.17,0.98,,12.51,1.03,148.75,2016-08-27 20:00:00,,4.56,57.96,117.09,29.17
31.54,51.07,,,7.09,0.96,,14.88,1.16,147.96,2016-08-27 20:15:00,,4.77,57.18,118.29,27.68
25.43,41.37,,,7.46,1.02,,16.69,1.26,148.99,2016-08-27 20:30:00,,4.92,57.99,118.88,28.41
16.67,27.49,,,7.37,1.02,,14.1,1.29,146.2,2016-08-27 20:45:00,,4.8,60.72,120.56,30.66
18.18,29.85,,,5.21,1.0,,12.95,1.36,149.84,2016-08-27 21:00:00,,4.77,61.51,121.66,30.92
20.35,33.24,,,5.49,1.5,,11.8,1.42,147.67,2016-08-27 21:15:00,,4.7,61.98,122.6,31.08
17.12,31.15,,,5.27,1.17,,11.65,1.24,149.65,2016-08-27 21:30:00,,4.68,61.96,123.32,30.64
12.49,28.15,,,5.07,1.07,,11.78,1.01,153.52,2016-08-27 21:45:00,,4.61,61.84,124.76,29.67
9.94,23.82,,,5.1,1.1,,11.72,0.97,152.21,2016-08-27 22:00:00,,4.51,63.73,124.79,31.59
6.3,17.6,,,5.08,1.05,,12.33,1.22,147.26,2016-08-27 22:15:00,,4.43,63.29,124.35,31.07
5.98,15.38,,,5.25,0.89,,13.49,1.22,146.93,2016-08-27 22:30:00,,4.37,60.93,121.97,29.04
5.52,12.21,,,5.09,0.78,,14.25,1.06,150.63,2016-08-27 22:45:00,,4.39,58.82,116.17,29.0
5.46,22.58,,,5.23,0.76,,13.91,0.83,152.18,2016-08-27 23:00:00,,4.49,57.38,116.58,27.48
