pm2.5,pm10,no,no2,co,nox,ozone,timestamp
51.3,78.1,23.65,15.97,1.1,37.4,13.0,2022-06-03 12:45:00
47.4,72.4,21.51,60.13,1.08,30.21,6.0,2022-06-03 13:00:00
45.5,69.6,44.86,22.63,1.01,63.44,12.0,2022-06-03 13:15:00
50.6,77.1,39.76,28.93,1.04,54.85,7.0,2022-06-03 13:30:00
59.4,90.0,29.33,24.57,0.97,39.38,5.0,2022-06-03 13:45:00
68.8,103.8,14.76,17.82,0.93,25.38,10.0,2022-06-03 14:00:00
75.9,114.4,19.48,19.45,0.97,35.96,7.0,2022-06-03 14:15:00
78.5,118.1,19.43,19.24,0.95,37.04,10.0,2022-06-03 14:30:00
77.9,117.2,15.08,17.54,1.0,29.11,8.0,2022-06-03 14:45:00
76.8,115.6,13.77,16.94,1.0,28.27,5.0,2022-06-03 15:00:00
74.7,112.5,13.92,17.0,1.0,26.11,12.0,2022-06-03 15:15:00
72.1,108.8,24.34,62.07,0.98,67.31,8.0,2022-06-03 15:30:00
70.8,106.7,44.16,38.55,0.97,56.71,9.0,2022-06-03 15:45:00
70.1,105.8,36.39,72.69,0.96,49.83,4.0,2022-06-03 16:00:00
70.3,106.0,31.97,22.42,1.0,45.94,10.0,2022-06-03 16:15:00
73.8,111.2,25.62,25.88,1.03,35.43,9.0,2022-06-03 16:30:00
77.2,116.3,28.69,17.84,1.07,42.28,10.0,2022-06-03 16:45:00
79.5,119.5,20.35,39.84,1.1,37.29,8.0,2022-06-03 17:00:00
80.6,121.2,44.81,31.87,1.12,65.31,10.0,2022-06-03 17:15:00
79.9,120.1,13.55,122.7,1.1,72.01,16.0,2022-06-03 17:30:00
79.1,119.0,13.9,17.59,0.97,25.8,40.0,2022-06-03 17:45:00
79.0,118.8,63.99,16.34,0.98,50.05,71.0,2022-06-03 18:00:00
78.0,117.4,27.24,24.14,1.0,30.53,73.0,2022-06-03 18:15:00
78.3,117.9,23.89,18.62,1.01,38.53,79.0,2022-06-03 18:30:00
79.1,119.0,27.57,21.2,1.02,44.38,75.0,2022-06-03 18:45:00
78.8,118.6,28.22,18.61,0.96,41.94,69.0,2022-06-03 19:00:00
79.8,120.0,17.62,18.8,0.98,30.54,69.0,2022-06-03 19:15:00
80.1,120.5,11.91,16.44,0.96,24.65,72.0,2022-06-03 19:30:00
80.8,121.6,16.93,16.17,0.96,31.49,71.0,2022-06-03 19:45:00
79.8,120.1,16.08,17.89,0.96,33.0,66.0,2022-06-03 20:00:00
78.7,118.4,21.89,17.47,0.93,38.08,69.0,2022-06-03 20:15:00
78.2,117.7,14.23,17.09,1.01,29.16,71.0,2022-06-03 20:30:00
75.5,113.7,27.31,17.29,1.02,42.8,64.0,2022-06-03 20:45:00
74.0,111.6,18.14,17.7,1.05,32.36,49.0,2022-06-03 21:00:00
73.6,110.9,26.1,17.85,1.03,40.85,27.0,2022-06-03 21:15:00
71.0,107.1,41.75,19.76,1.01,59.54,60.0,2022-06-03 21:30:00
69.7,105.2,32.32,19.82,1.06,45.45,20.0,2022-06-03 21:45:00
68.2,103.0,20.62,42.27,1.1,41.14,11.0,2022-06-03 22:00:00
66.0,99.8,15.36,21.68,1.03,30.18,21.0,2022-06-03 22:15:00
64.2,97.0,30.61,26.27,1.07,51.16,11.0,2022-06-03 22:30:00
62.3,94.3,25.73,21.23,1.05,40.48,20.0,2022-06-03 22:45:00
59.5,90.2,17.33,24.24,1.05,35.83,37.0,2022-06-03 23:00:00
57.9,87.8,27.17,16.11,0.99,39.64,28.0,2022-06-03 23:15:00
57.6,87.4,19.66,19.95,1.03,35.95,35.0,2022-06-03 23:30:00
,,,,0.0,0.0,,2022-06-04 00:00:00
,,,,0.0,0.0,,2022-06-04 00:15:00
,,,,0.0,0.0,,2022-06-04 00:30:00
,,,,0.0,0.0,,2022-06-04 00:45:00
,,,,0.0,0.0,,2022-06-04 01:00:00
,,,,0.0,0.0,,2022-06-04 01:15:00
,,,,0.0,0.0,,2022-06-04 01:30:00
58.2,88.3,16.38,17.55,1.04,32.29,7.0,2022-06-04 01:45:00
56.9,86.4,34.95,23.95,1.07,50.4,4.0,2022-06-04 02:00:00
55.0,83.5,51.61,17.89,1.03,65.23,6.0,2022-06-04 02:15:00
54.7,83.1,23.0,15.97,1.04,35.53,6.0,2022-06-04 02:30:00
55.2,83.9,23.38,21.49,1.05,41.13,22.0,2022-06-04 02:45:00
56.3,85.5,9.21,20.34,1.04,26.37,21.0,2022-06-04 03:00:00
56.8,86.2,12.38,20.77,1.03,30.71,28.0,2022-06-04 03:15:00
58.3,88.4,20.44,20.32,1.02,37.26,49.0,2022-06-04 03:30:00
59.4,90.1,34.34,14.75,1.01,44.18,63.0,2022-06-04 03:45:00
59.9,90.7,23.64,28.38,1.02,40.01,60.0,2022-06-04 04:00:00
61.0,92.4,56.75,57.49,0.96,33.72,61.0,2022-06-04 04:15:00
60.6,91.8,47.37,19.21,1.0,59.82,65.0,2022-06-04 04:30:00
59.4,90.1,32.48,18.87,1.08,45.67,62.0,2022-06-04 04:45:00
58.3,88.5,21.37,20.82,1.05,36.37,63.0,2022-06-04 05:00:00
57.3,86.9,19.2,16.65,1.01,31.58,63.0,2022-06-04 05:15:00
55.1,83.6,10.73,18.37,0.96,26.92,58.0,2022-06-04 05:30:00
53.1,80.8,15.91,16.49,1.03,29.06,54.0,2022-06-04 05:45:00
52.1,79.2,23.17,19.43,0.99,38.19,56.0,2022-06-04 06:00:00
51.0,77.8,29.36,19.03,1.01,46.28,55.0,2022-06-04 06:15:00
52.0,79.1,18.9,15.75,1.06,29.84,49.0,2022-06-04 06:30:00
55.0,83.6,20.49,18.89,1.07,37.18,47.0,2022-06-04 06:45:00
56.9,86.3,22.54,20.37,1.05,38.16,46.0,2022-06-04 07:00:00
58.4,88.5,35.82,19.8,1.04,52.42,50.0,2022-06-04 07:15:00
57.3,86.9,41.44,19.41,1.02,59.26,52.0,2022-06-04 07:30:00
54.7,83.1,45.24,26.96,1.0,64.97,58.0,2022-06-04 07:45:00
52.8,80.3,40.3,45.9,1.02,57.59,63.0,2022-06-04 08:00:00
51.2,78.0,38.44,25.56,1.02,57.83,59.0,2022-06-04 08:15:00
51.9,79.0,30.43,26.61,1.02,48.63,14.0,2022-06-04 08:30:00
53.8,81.8,17.85,17.19,1.0,31.38,6.0,2022-06-04 08:45:00
55.7,84.6,7.77,17.95,0.99,19.76,27.0,2022-06-04 09:00:00
57.8,87.7,26.32,21.38,1.04,44.48,60.0,2022-06-04 09:15:00
58.4,88.6,12.28,15.53,1.08,23.38,58.0,2022-06-04 09:30:00
,,33.2,12.92,1.14,43.87,51.0,2022-06-04 09:45:00
57.0,86.5,31.79,14.64,1.27,42.44,47.0,2022-06-04 10:00:00
56.7,86.1,11.96,14.35,1.3,23.45,48.0,2022-06-04 10:15:00
56.9,86.4,17.52,16.21,1.2,32.58,35.0,2022-06-04 10:30:00
58.0,88.0,13.1,18.1,1.02,26.47,32.0,2022-06-04 10:45:00
59.6,90.3,13.41,17.11,1.02,27.04,46.0,2022-06-04 11:00:00
60.6,91.8,13.4,17.33,1.03,27.35,48.0,2022-06-04 11:15:00
60.2,91.3,24.73,18.56,1.08,38.75,51.0,2022-06-04 11:30:00
58.9,89.4,15.12,17.26,1.04,28.38,54.0,2022-06-04 11:45:00
58.3,88.4,21.2,17.39,1.07,35.5,58.0,2022-06-04 12:00:00
57.5,87.2,21.51,17.8,1.05,36.09,65.0,2022-06-04 12:15:00
59.5,90.2,17.7,17.66,1.01,32.39,66.0,2022-06-04 12:30:00
61.8,93.6,12.44,17.52,0.95,25.75,69.0,2022-06-04 12:45:00
63.6,96.2,9.26,18.4,0.92,25.97,37.0,2022-06-04 13:00:00
64.9,98.2,14.74,17.31,0.83,29.61,8.0,2022-06-04 13:15:00
62.6,94.7,11.37,18.11,0.95,25.67,8.0,2022-06-04 13:30:00
59.7,90.5,13.29,15.49,0.94,24.82,7.0,2022-06-04 13:45:00
57.3,87.0,12.51,17.23,0.95,27.38,11.0,2022-06-04 14:00:00
55.5,84.2,28.01,18.5,0.94,41.37,7.0,2022-06-04 14:15:00
55.1,83.7,11.14,17.33,1.01,27.06,3.0,2022-06-04 14:30:00
56.9,86.3,30.0,18.8,1.05,45.56,10.44,2022-06-04 14:45:00
58.5,88.6,19.87,19.25,1.05,33.57,6.0,2022-06-04 15:00:00
58.6,88.9,28.05,17.53,1.11,43.06,7.0,2022-06-04 15:15:00
59.5,90.2,13.6,20.16,1.02,28.89,3.0,2022-06-04 15:30:00
58.4,88.6,34.62,16.76,1.03,50.07,10.0,2022-06-04 15:45:00
57.6,87.4,24.51,17.97,1.04,39.3,7.0,2022-06-04 16:00:00
56.4,85.6,25.51,19.3,1.06,41.39,6.0,2022-06-04 16:15:00
56.6,85.9,32.81,17.69,1.02,47.94,7.0,2022-06-04 16:30:00
,,,,,,9.55,2022-06-04 16:45:00
56.6,86.0,14.65,29.44,1.03,25.64,7.0,2022-06-04 17:00:00
58.1,88.2,9.7,26.89,0.98,26.63,7.0,2022-06-04 17:15:00
58.6,88.9,10.67,32.31,1.02,24.9,19.0,2022-06-04 17:30:00
58.9,89.3,12.24,17.35,1.08,26.57,43.0,2022-06-04 17:45:00
60.1,91.1,15.05,17.54,1.07,32.55,46.0,2022-06-04 18:00:00
60.0,91.0,29.79,20.02,1.11,49.18,68.0,2022-06-04 18:15:00
61.7,93.4,23.71,27.64,1.1,30.53,75.0,2022-06-04 18:30:00
65.8,99.4,15.65,18.22,1.04,30.44,73.0,2022-06-04 18:45:00
69.5,104.9,21.79,18.62,1.03,35.85,72.0,2022-06-04 19:00:00
71.0,107.1,20.06,16.97,1.06,34.62,75.0,2022-06-04 19:15:00
71.3,107.5,28.55,17.53,0.96,44.63,75.0,2022-06-04 19:30:00
68.0,102.7,36.99,20.71,0.99,50.8,69.0,2022-06-04 19:45:00
64.0,96.8,33.18,38.1,0.95,48.44,70.0,2022-06-04 20:00:00
60.6,91.8,28.43,29.88,0.94,50.56,72.0,2022-06-04 20:15:00
59.0,89.5,13.88,17.42,0.95,30.23,72.0,2022-06-04 20:30:00
58.4,88.5,13.18,19.06,0.98,31.11,68.0,2022-06-04 20:45:00
58.1,88.1,19.11,18.1,0.98,36.65,68.0,2022-06-04 21:00:00
57.7,87.6,13.12,17.03,0.96,28.08,66.0,2022-06-04 21:15:00
57.2,86.8,18.16,17.46,0.95,34.28,58.0,2022-06-04 21:30:00
56.6,85.9,15.15,18.06,1.11,28.74,69.0,2022-06-04 21:45:00
56.9,86.3,24.45,17.44,1.13,40.7,23.0,2022-06-04 22:00:00
57.0,86.4,15.12,17.12,1.08,27.08,28.0,2022-06-04 22:15:00
57.1,86.6,75.39,73.89,1.04,73.07,39.0,2022-06-04 22:30:00
56.7,86.1,26.95,30.19,1.08,47.68,11.0,2022-06-04 22:45:00
55.4,84.2,17.25,22.04,1.06,35.46,7.0,2022-06-04 23:00:00
53.3,81.1,16.43,22.29,1.07,37.38,7.0,2022-06-04 23:15:00
53.2,80.9,13.55,20.07,1.02,30.37,7.0,2022-06-04 23:30:00
,,,,0.0,0.0,,2022-06-05 00:00:00
,,,,0.0,0.0,,2022-06-05 00:15:00
,,,,0.0,0.0,,2022-06-05 00:30:00
,,,,0.0,0.0,,2022-06-05 00:45:00
,,,,0.0,0.0,,2022-06-05 01:00:00
,,,,0.0,0.0,,2022-06-05 01:15:00
,,,,0.0,0.0,,2022-06-05 01:30:00
44.7,68.3,13.11,17.22,1.0,30.05,28.0,2022-06-05 01:45:00
44.6,68.2,19.22,18.53,0.99,36.87,35.0,2022-06-05 02:00:00
44.0,67.4,15.15,17.11,0.95,30.76,30.0,2022-06-05 02:15:00
43.6,66.8,12.0,17.82,0.98,29.71,16.0,2022-06-05 02:30:00
43.5,66.7,14.67,19.67,1.09,34.28,20.0,2022-06-05 02:45:00
43.4,66.5,15.17,19.49,1.18,32.9,29.0,2022-06-05 03:00:00
43.6,66.9,13.74,19.18,1.08,31.16,20.0,2022-06-05 03:15:00
45.0,68.9,13.88,18.98,1.03,30.3,5.0,2022-06-05 03:30:00
46.5,71.0,14.42,17.39,1.04,30.19,6.0,2022-06-05 03:45:00
47.6,72.7,14.8,16.46,1.07,28.06,11.0,2022-06-05 04:00:00
48.2,73.6,17.64,15.79,1.02,31.86,6.0,2022-06-05 04:15:00
47.1,71.9,9.96,18.76,1.0,26.53,6.0,2022-06-05 04:30:00
45.3,69.3,11.56,16.88,1.12,26.9,6.0,2022-06-05 04:45:00
44.5,68.2,10.39,17.04,1.09,24.41,11.0,2022-06-05 05:00:00
43.5,66.6,7.98,16.98,0.98,22.45,11.0,2022-06-05 05:15:00
42.8,65.7,12.51,18.23,1.04,29.11,6.0,2022-06-05 05:30:00
42.8,65.6,18.16,17.6,1.08,34.63,3.0,2022-06-05 05:45:00
42.4,65.0,27.5,17.6,1.13,43.56,7.0,2022-06-05 06:00:00
41.9,64.2,26.45,18.23,1.1,41.33,8.0,2022-06-05 06:15:00
42.3,64.8,15.86,18.25,1.08,31.46,29.0,2022-06-05 06:30:00
43.3,66.4,19.61,15.72,1.11,33.72,51.0,2022-06-05 06:45:00
45.3,69.2,13.2,18.59,1.14,28.15,42.0,2022-06-05 07:00:00
46.4,70.9,22.9,19.87,1.27,39.18,12.0,2022-06-05 07:15:00
49.4,75.3,15.66,17.76,1.1,27.56,7.0,2022-06-05 07:30:00
53.5,81.3,24.33,17.9,1.04,37.36,15.0,2022-06-05 07:45:00
58.1,88.1,19.68,17.5,1.05,35.42,4.0,2022-06-05 08:00:00
61.3,92.8,14.57,17.79,1.08,31.11,4.0,2022-06-05 08:15:00
62.7,94.9,17.21,18.32,1.03,35.51,8.0,2022-06-05 08:30:00
63.3,95.8,13.23,17.12,1.05,30.22,35.0,2022-06-05 08:45:00
63.6,96.1,13.76,17.46,1.03,30.41,61.0,2022-06-05 09:00:00
65.2,98.5,15.76,17.11,1.17,32.59,65.0,2022-06-05 09:15:00
64.5,97.6,10.24,17.37,1.14,26.86,56.0,2022-06-05 09:30:00
64.1,97.0,12.85,17.46,1.04,29.13,51.0,2022-06-05 09:45:00
62.7,94.9,11.51,18.05,1.17,26.75,49.0,2022-06-05 10:00:00
61.4,93.0,10.4,17.47,1.18,25.86,50.0,2022-06-05 10:15:00
58.6,88.8,9.06,18.46,1.12,23.04,52.0,2022-06-05 10:30:00
55.7,84.6,11.82,19.77,1.04,30.52,50.0,2022-06-05 10:45:00
53.2,80.9,10.85,21.93,1.07,28.17,54.0,2022-06-05 11:00:00
51.9,79.0,21.45,19.77,0.99,38.57,62.0,2022-06-05 11:15:00
51.6,78.6,20.47,15.97,1.0,31.44,69.0,2022-06-05 11:30:00
54.1,82.3,14.09,17.51,0.94,27.18,72.0,2022-06-05 11:45:00
56.2,85.3,20.33,18.23,0.93,34.5,41.0,2022-06-05 12:00:00
57.1,86.6,22.47,19.41,0.91,39.66,10.0,2022-06-05 12:15:00
55.4,84.2,12.27,17.78,0.92,29.59,5.0,2022-06-05 12:30:00
53.0,80.6,15.97,17.03,1.04,32.46,9.0,2022-06-05 12:45:00
50.6,77.1,19.1,15.23,1.04,31.39,4.0,2022-06-05 13:00:00
49.4,75.3,20.33,16.0,1.02,34.85,16.0,2022-06-05 13:15:00
50.6,77.1,16.09,17.98,1.02,32.45,5.0,2022-06-05 13:30:00
51.4,78.2,8.77,16.72,0.94,19.44,5.0,2022-06-05 13:45:00
52.3,79.5,18.75,16.92,0.89,32.16,11.0,2022-06-05 14:00:00
53.1,80.7,13.75,17.29,0.82,28.84,22.0,2022-06-05 14:15:00
56.4,85.6,10.14,17.8,0.95,27.93,10.0,2022-06-05 14:30:00
59.8,90.7,8.73,17.51,0.98,26.19,6.0,2022-06-05 14:45:00
60.5,91.7,8.13,17.28,1.0,24.53,10.0,2022-06-05 15:00:00
58.6,88.9,16.68,18.07,0.96,34.1,19.0,2022-06-05 15:15:00
55.3,84.0,13.29,14.97,1.01,26.68,6.0,2022-06-05 15:30:00
49.3,75.2,31.85,19.31,1.07,48.14,4.0,2022-06-05 15:45:00
47.1,71.9,14.37,18.08,1.04,28.21,8.0,2022-06-05 16:00:00
48.8,74.4,13.42,17.15,1.05,27.99,7.0,2022-06-05 16:15:00
50.6,77.1,12.01,17.85,1.06,29.3,8.0,2022-06-05 16:30:00
52.2,79.4,14.98,18.74,1.01,31.2,2.0,2022-06-05 16:45:00
54.0,82.1,10.43,18.5,1.07,28.82,5.0,2022-06-05 17:00:00
53.5,81.4,11.51,18.82,1.04,30.33,9.0,2022-06-05 17:15:00
52.7,80.2,12.01,18.33,1.08,30.34,8.0,2022-06-05 17:30:00
52.8,80.3,15.89,16.13,1.06,31.91,13.0,2022-06-05 17:45:00
51.5,78.4,12.18,16.85,1.04,24.55,27.0,2022-06-05 18:00:00
52.1,79.4,9.63,16.29,1.11,22.14,49.0,2022-06-05 18:15:00
53.1,80.8,11.87,16.81,1.1,25.73,64.0,2022-06-05 18:30:00
53.1,80.7,19.91,17.99,1.01,37.73,68.0,2022-06-05 18:45:00
51.7,78.7,21.79,18.59,0.99,39.85,65.0,2022-06-05 19:00:00
49.9,76.0,12.72,17.19,1.0,29.29,68.0,2022-06-05 19:15:00
48.3,73.7,10.84,17.55,1.01,26.49,67.0,2022-06-05 19:30:00
46.8,71.5,14.61,18.37,1.08,31.06,68.0,2022-06-05 19:45:00
46.5,71.1,14.46,18.81,1.1,30.1,68.0,2022-06-05 20:00:00
48.0,73.3,11.1,17.85,1.04,26.2,68.0,2022-06-05 20:15:00
50.6,77.1,25.36,20.7,1.07,44.02,68.0,2022-06-05 20:30:00
53.2,80.9,26.48,19.8,1.09,44.35,64.0,2022-06-05 20:45:00
55.4,84.1,20.17,17.0,1.07,34.36,66.0,2022-06-05 21:00:00
57.3,86.9,27.01,20.23,1.07,45.65,66.0,2022-06-05 21:15:00
55.3,84.0,32.48,16.16,1.03,46.66,65.0,2022-06-05 21:30:00
53.5,81.3,11.59,16.84,0.99,26.92,65.0,2022-06-05 21:45:00
50.8,77.4,11.36,17.55,0.98,26.95,65.0,2022-06-05 22:00:00
48.7,74.3,13.2,17.53,0.98,29.44,65.0,2022-06-05 22:15:00
47.0,71.8,18.91,18.11,1.05,36.11,64.0,2022-06-05 22:30:00
45.2,69.1,17.39,17.52,1.06,32.8,63.0,2022-06-05 22:45:00
43.6,66.8,22.63,17.63,1.0,39.1,67.45,2022-06-05 23:00:00
43.0,65.9,29.52,19.23,0.98,47.7,63.55,2022-06-05 23:15:00
42.2,64.8,17.41,18.9,1.02,30.74,66.14,2022-06-05 23:30:00
,,,,0.0,0.0,,2022-06-06 00:00:00
,,,,0.0,0.0,,2022-06-06 00:15:00
,,,,0.0,0.0,,2022-06-06 00:30:00
,,,,0.0,0.0,,2022-06-06 00:45:00
,,,,0.0,0.0,,2022-06-06 01:00:00
,,,,0.0,0.0,,2022-06-06 01:15:00
,,,,0.0,0.0,,2022-06-06 01:30:00
46.6,71.2,14.2,17.62,0.99,30.51,8.0,2022-06-06 01:45:00
43.4,66.6,13.38,17.18,0.99,30.37,45.0,2022-06-06 02:00:00
39.9,61.4,12.94,17.45,0.91,30.39,38.0,2022-06-06 02:15:00
39.1,60.2,12.47,17.41,0.93,29.27,39.0,2022-06-06 02:30:00
39.2,60.3,13.01,17.97,1.03,30.48,34.0,2022-06-06 02:45:00
39.3,60.4,16.38,19.45,0.98,35.77,45.0,2022-06-06 03:00:00
40.1,61.7,13.51,17.98,0.94,31.33,45.0,2022-06-06 03:15:00
41.2,63.2,13.6,17.45,0.91,30.86,48.0,2022-06-06 03:30:00
41.8,64.2,13.73,17.06,0.97,29.93,37.0,2022-06-06 03:45:00
43.3,66.4,20.32,17.44,1.03,37.52,9.0,2022-06-06 04:00:00
43.6,66.9,17.27,18.08,1.02,35.08,6.0,2022-06-06 04:15:00
42.7,65.5,12.92,21.92,1.02,30.47,10.0,2022-06-06 04:30:00
42.0,64.4,8.3,21.69,0.97,28.92,30.0,2022-06-06 04:45:00
40.5,62.2,10.61,21.6,0.98,32.2,37.0,2022-06-06 05:00:00
39.8,61.2,9.87,21.48,0.94,30.48,45.0,2022-06-06 05:15:00
39.1,60.2,7.89,20.6,0.9,27.97,46.0,2022-06-06 05:30:00
38.3,59.0,7.92,17.37,1.09,23.4,48.0,2022-06-06 05:45:00
38.4,59.2,13.31,18.41,1.07,31.71,51.0,2022-06-06 06:00:00
38.2,58.8,11.49,21.22,1.03,30.45,44.0,2022-06-06 06:15:00
38.3,59.0,11.92,15.97,1.08,24.49,42.0,2022-06-06 06:30:00
39.0,60.1,14.24,17.48,1.02,29.38,33.0,2022-06-06 06:45:00
40.7,62.5,11.7,19.53,1.09,29.4,39.0,2022-06-06 07:00:00
42.1,64.6,12.41,18.11,1.06,28.08,31.0,2022-06-06 07:15:00
44.6,68.3,10.11,17.72,1.07,27.36,8.0,2022-06-06 07:30:00
47.3,72.3,6.76,17.72,1.08,22.62,5.0,2022-06-06 07:45:00
48.1,73.4,8.75,17.85,1.11,26.07,5.0,2022-06-06 08:00:00
47.5,72.5,10.33,17.77,1.18,27.94,5.0,2022-06-06 08:15:00
45.5,69.6,10.32,17.61,1.11,27.07,8.0,2022-06-06 08:30:00
42.4,65.1,12.89,17.41,1.05,30.31,9.0,2022-06-06 08:45:00
41.9,64.3,13.8,17.02,1.01,30.05,34.0,2022-06-06 09:00:00
41.3,63.5,12.78,17.32,1.14,29.36,61.0,2022-06-06 09:15:00
41.4,63.6,14.84,17.2,1.14,32.04,64.0,2022-06-06 09:30:00
41.1,63.2,11.29,17.43,1.02,28.72,63.0,2022-06-06 09:45:00
42.5,65.1,10.36,17.43,1.11,27.79,50.0,2022-06-06 10:00:00
44.4,67.9,17.89,18.42,1.25,31.09,48.0,2022-06-06 10:15:00
45.4,69.4,16.17,16.84,1.2,30.83,46.0,2022-06-06 10:30:00
48.5,74.0,30.7,18.37,1.02,47.3,45.0,2022-06-06 10:45:00
51.3,78.1,18.19,20.1,1.04,37.62,44.0,2022-06-06 11:00:00
53.5,81.3,15.5,16.02,1.08,29.17,45.0,2022-06-06 11:15:00
55.2,83.8,11.52,16.16,1.06,22.75,43.0,2022-06-06 11:30:00
56.5,85.7,21.55,19.84,1.05,34.98,39.0,2022-06-06 11:45:00
56.4,85.6,16.25,19.45,1.07,32.67,41.0,2022-06-06 12:00:00
55.1,83.7,18.3,16.94,1.02,33.77,44.0,2022-06-06 12:15:00
52.3,79.7,44.31,17.54,1.07,60.73,41.0,2022-06-06 12:30:00
51.0,77.7,15.21,18.12,1.0,30.57,41.0,2022-06-06 12:45:00
49.5,75.4,21.07,18.61,1.03,37.01,45.0,2022-06-06 13:00:00
47.9,73.2,21.14,16.91,1.03,35.12,46.0,2022-06-06 13:15:00
49.2,75.0,36.84,17.96,1.0,50.68,43.0,2022-06-06 13:30:00
49.0,74.8,23.36,20.13,1.04,39.52,32.0,2022-06-06 13:45:00
50.3,76.7,12.33,19.14,1.03,28.55,46.0,2022-06-06 14:00:00
52.2,79.4,25.99,19.41,1.04,42.65,51.0,2022-06-06 14:15:00
53.5,81.4,11.95,17.17,1.1,29.13,50.0,2022-06-06 14:30:00
55.3,84.1,8.63,17.37,1.08,26.0,50.0,2022-06-06 14:45:00
57.3,87.0,10.04,17.13,1.08,27.14,58.0,2022-06-06 15:00:00
57.6,87.4,7.4,16.77,1.15,22.25,62.0,2022-06-06 15:15:00
56.4,85.6,14.15,18.07,1.03,32.16,66.0,2022-06-06 15:30:00
53.1,80.8,14.54,17.05,1.0,31.57,65.0,2022-06-06 15:45:00
49.6,75.7,14.58,17.69,0.97,32.27,66.0,2022-06-06 16:00:00
47.8,73.0,12.78,17.16,1.01,29.92,64.0,2022-06-06 16:15:00
48.1,73.4,15.7,17.65,1.06,33.27,67.0,2022-06-06 16:30:00
53.3,81.0,17.38,17.52,0.92,34.26,74.0,2022-06-06 16:45:00
66.9,101.0,14.69,17.94,0.81,32.06,54.0,2022-06-06 17:00:00
70.0,105.6,14.33,17.95,0.77,32.29,78.0,2022-06-06 17:15:00
70.9,107.0,9.56,17.94,0.9,24.11,71.0,2022-06-06 17:30:00
67.9,102.5,6.95,17.15,1.03,21.85,76.0,2022-06-06 17:45:00
52.4,79.7,9.04,17.42,1.14,25.82,58.0,2022-06-06 18:00:00
45.9,70.2,8.67,17.37,1.08,24.84,49.0,2022-06-06 18:15:00
45.2,69.2,8.77,17.49,1.0,24.94,38.0,2022-06-06 18:30:00
44.0,67.4,9.26,17.58,0.93,26.24,14.0,2022-06-06 18:45:00
44.3,67.9,10.33,17.6,0.84,27.36,8.0,2022-06-06 19:00:00
45.3,69.3,11.17,17.46,0.83,27.57,10.0,2022-06-06 19:15:00
48.5,74.0,9.18,17.79,0.94,26.67,10.0,2022-06-06 19:30:00
50.0,76.2,9.62,17.22,1.03,26.72,10.0,2022-06-06 19:45:00
52.5,79.8,10.19,17.39,1.04,27.45,15.0,2022-06-06 20:00:00
54.3,82.5,8.99,17.28,1.03,26.19,20.0,2022-06-06 20:15:00
52.1,79.3,13.56,17.11,1.08,30.67,44.0,2022-06-06 20:30:00
51.4,78.3,8.48,18.27,1.05,26.42,32.0,2022-06-06 20:45:00
52.3,79.5,12.21,17.4,1.04,29.53,29.0,2022-06-06 21:00:00
49.6,75.6,7.55,17.78,1.0,23.13,15.0,2022-06-06 21:15:00
48.4,73.9,10.69,17.77,1.0,27.51,38.0,2022-06-06 21:30:00
47.1,72.0,12.54,17.56,1.02,29.77,13.0,2022-06-06 21:45:00
40.5,62.2,9.66,19.49,1.02,29.02,9.0,2022-06-06 22:00:00
39.9,61.3,12.65,17.57,0.97,29.5,13.0,2022-06-06 22:15:00
41.1,63.1,9.14,18.09,1.01,24.66,12.0,2022-06-06 22:30:00
43.1,66.0,14.07,17.21,1.11,31.29,7.0,2022-06-06 22:45:00
44.9,68.7,15.18,17.38,1.05,32.56,10.0,2022-06-06 23:00:00
46.7,71.3,14.75,17.93,1.05,32.68,17.0,2022-06-06 23:15:00
46.2,70.7,12.61,17.75,0.99,30.02,6.0,2022-06-06 23:30:00
,,,,0.0,0.0,,2022-06-07 00:00:00
,,,,0.0,0.0,,2022-06-07 00:15:00
,,,,0.0,0.0,,2022-06-07 00:30:00
,,,,0.0,0.0,,2022-06-07 00:45:00
,,,,0.0,0.0,,2022-06-07 01:00:00
,,,,0.0,0.0,,2022-06-07 01:15:00
,,,,0.0,0.0,,2022-06-07 01:30:00
38.9,59.8,12.99,17.42,1.0,30.41,21.0,2022-06-07 01:45:00
39.8,61.2,14.57,17.62,0.98,32.18,35.0,2022-06-07 02:00:00
40.6,62.4,11.2,17.38,1.0,28.56,38.0,2022-06-07 02:15:00
41.1,63.1,11.36,17.21,0.98,28.57,13.0,2022-06-07 02:30:00
41.4,63.6,16.61,19.19,1.04,35.79,5.0,2022-06-07 02:45:00
40.7,62.5,13.9,18.1,1.08,32.0,8.0,2022-06-07 03:00:00
40.0,61.6,15.39,17.07,1.03,32.37,10.0,2022-06-07 03:15:00
38.6,59.4,12.44,17.99,0.99,30.43,9.0,2022-06-07 03:30:00
37.0,57.1,10.28,17.45,1.09,27.14,5.0,2022-06-07 03:45:00
36.5,56.4,12.49,17.21,1.06,28.57,8.0,2022-06-07 04:00:00
39.1,60.2,8.97,17.64,1.04,23.83,11.0,2022-06-07 04:15:00
38.3,59.0,9.0,17.68,1.08,26.39,6.0,2022-06-07 04:30:00
36.8,56.8,18.38,17.58,1.11,34.58,5.0,2022-06-07 04:45:00
35.4,54.7,10.89,18.05,1.09,27.61,6.0,2022-06-07 05:00:00
33.1,51.3,12.12,17.05,1.04,29.17,7.0,2022-06-07 05:15:00
