pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene
10.0,20.25,26.09,5.5,12.88,0.03,35.63,,24.94,84.0,0.36,234.66,1013.48,2023-11-22 21:00:00,18.15,
10.0,20.25,26.32,6.43,12.91,0.03,37.48,,24.95,83.96,0.26,230.34,1013.56,2023-11-22 21:15:00,17.83,
10.36,20.96,15.85,4.86,12.43,0.03,23.86,,25.05,83.99,0.39,198.49,1013.5,2023-11-22 21:30:00,16.98,
12.0,24.25,12.66,3.76,12.04,0.03,18.78,,24.94,83.99,0.35,227.19,1013.48,2023-11-22 21:45:00,14.28,
12.0,24.25,26.59,5.94,12.79,0.03,36.91,,24.89,83.93,0.22,172.95,1013.38,2023-11-22 22:00:00,18.24,
12.0,24.25,5.03,1.84,11.54,0.03,7.36,,24.77,83.88,0.65,151.33,1013.34,2023-11-22 22:15:00,14.28,
12.0,24.25,26.17,6.96,12.66,0.03,38.24,,24.07,83.67,0.77,165.72,1013.39,2023-11-22 22:30:00,17.62,
12.0,24.25,4.19,1.9,11.79,0.03,6.62,,23.95,83.72,0.32,200.88,1013.28,2023-11-22 22:45:00,14.25,
12.0,24.25,26.29,7.4,12.93,0.03,39.13,,23.79,83.8,0.3,202.45,1012.97,2023-11-22 23:00:00,16.77,
12.0,24.25,9.91,3.54,12.01,0.03,15.37,,23.76,83.91,0.31,206.78,1012.64,2023-11-22 23:15:00,16.17,
10.93,22.12,20.92,6.13,12.6,0.03,31.41,,23.82,84.0,0.48,230.8,1012.44,2023-11-22 23:30:00,15.65,
6.0,12.25,10.96,3.47,11.88,0.03,16.31,,23.98,84.05,0.43,231.55,1012.38,2023-11-22 23:45:00,15.71,
6.0,12.25,20.36,5.13,12.5,0.03,29.02,,24.02,84.05,0.38,221.61,1012.28,2023-11-23 00:00:00,15.47,
6.0,12.25,17.17,5.81,12.32,0.03,26.9,,23.99,84.05,0.42,225.33,1012.07,2023-11-23 00:15:00,16.93,
5.82,11.89,12.77,4.17,11.93,0.03,19.55,,23.96,84.04,0.49,227.12,1011.89,2023-11-23 00:30:00,14.18,
5.0,10.25,20.65,6.41,12.55,0.03,31.44,,23.96,84.04,0.37,223.1,1011.78,2023-11-23 00:45:00,17.45,
5.0,10.25,9.82,3.31,12.03,0.03,14.97,,23.98,84.04,0.26,224.55,1011.68,2023-11-23 01:00:00,13.65,
5.0,10.25,26.09,6.88,12.89,0.03,38.02,,23.91,84.03,0.27,235.61,1011.54,2023-11-23 01:15:00,17.14,
4.64,9.54,4.97,2.38,11.77,0.03,8.24,,23.89,84.02,0.41,221.59,1011.46,2023-11-23 01:30:00,14.05,
3.0,6.25,25.81,6.73,12.94,0.03,37.47,,23.9,84.03,0.41,223.24,1011.25,2023-11-23 01:45:00,17.36,
3.0,6.25,10.06,3.67,12.08,0.03,15.79,,23.97,84.04,0.35,224.72,1011.11,2023-11-23 02:00:00,15.92,
3.0,6.25,20.51,5.67,12.76,0.03,30.17,,24.02,84.06,0.37,220.15,1011.0,2023-11-23 02:15:00,15.76,
3.0,6.25,18.74,4.85,12.55,0.03,26.81,,24.1,84.08,0.49,223.1,1010.85,2023-11-23 02:30:00,17.05,
3.0,6.25,10.98,3.71,12.07,0.03,16.81,,24.17,84.09,0.45,223.98,1010.65,2023-11-23 02:45:00,13.59,
3.0,6.25,,,13.04,,,,,,,,,2023-11-23 03:00:00,,
3.0,6.25,6.58,2.5,11.84,0.03,10.22,,24.28,84.12,0.43,202.86,1010.46,2023-11-23 03:15:00,13.98,
5.49,11.23,25.84,7.98,13.26,0.03,39.67,,24.29,84.12,0.4,205.88,1010.45,2023-11-23 03:30:00,16.34,
17.0,34.25,3.84,2.04,11.92,0.03,6.54,,24.33,84.13,0.35,216.03,1010.45,2023-11-23 03:45:00,13.81,
17.0,34.25,26.46,7.06,13.18,0.03,38.72,,24.28,84.11,0.46,226.24,1010.48,2023-11-23 04:00:00,17.17,
17.0,34.25,6.6,3.26,12.3,0.03,11.41,,24.18,84.09,0.56,228.92,1010.5,2023-11-23 04:15:00,15.14,
16.06,32.47,21.7,6.34,13.06,0.03,32.51,,24.13,84.08,0.52,226.22,1010.47,2023-11-23 04:30:00,15.62,
12.0,24.25,10.63,3.85,12.54,0.03,16.68,,24.11,84.09,0.48,219.4,1010.56,2023-11-23 04:45:00,15.96,
12.0,24.25,18.53,5.09,12.87,0.03,27.07,,24.09,84.09,0.58,234.83,1010.78,2023-11-23 05:00:00,15.64,
12.0,24.25,26.0,6.91,13.1,0.03,37.96,,24.01,84.09,0.44,234.63,1011.04,2023-11-23 05:15:00,17.52,
12.53,25.32,4.75,2.1,11.76,0.03,7.58,,24.18,84.19,0.53,248.62,1011.28,2023-11-23 05:30:00,14.36,
15.0,30.25,24.77,5.58,12.89,0.03,34.39,,24.01,84.15,0.44,238.93,1011.5,2023-11-23 05:45:00,18.53,
15.0,30.25,20.23,4.58,12.65,0.03,27.84,,24.07,84.25,0.56,238.87,1011.77,2023-11-23 06:00:00,18.5,
15.0,30.25,9.11,3.75,12.02,0.03,14.93,,24.01,84.24,0.6,236.44,1011.98,2023-11-23 06:15:00,13.61,
14.47,29.25,23.45,5.87,13.04,0.03,33.53,,24.1,84.28,0.52,241.51,1012.13,2023-11-23 06:30:00,17.72,
12.0,24.25,23.37,5.96,12.83,0.03,33.6,,24.34,84.25,0.55,258.93,1012.19,2023-11-23 06:45:00,17.16,
12.0,24.25,24.14,6.03,13.08,0.03,34.53,,24.62,84.21,0.53,244.7,1012.44,2023-11-23 07:00:00,17.4,
12.0,24.25,23.26,5.39,12.91,0.03,32.5,,24.92,84.16,0.49,240.92,1012.67,2023-11-23 07:15:00,17.7,
11.83,23.89,23.13,5.49,12.75,0.03,32.53,,25.06,83.86,0.52,225.36,1012.86,2023-11-23 07:30:00,17.35,
11.0,22.25,22.89,6.06,12.83,0.03,33.26,,25.24,83.6,0.69,230.07,1013.11,2023-11-23 07:45:00,16.57,
11.0,22.25,22.11,5.41,12.79,0.03,31.33,,25.44,83.32,0.8,213.3,1013.28,2023-11-23 08:00:00,16.74,
11.0,22.25,23.92,5.81,13.0,0.03,33.92,,25.63,82.87,0.89,189.44,1013.37,2023-11-23 08:15:00,18.13,
11.18,22.61,23.96,5.86,12.76,0.03,34.04,,26.16,82.48,0.81,172.04,1013.44,2023-11-23 08:30:00,16.82,
12.0,24.25,23.6,5.5,12.93,0.03,33.05,,27.19,81.22,0.8,151.56,1013.51,2023-11-23 08:45:00,17.18,
12.0,24.25,25.19,6.09,13.01,0.03,35.71,,28.56,75.24,0.64,150.7,1013.42,2023-11-23 09:00:00,17.58,
12.0,24.25,24.01,3.95,13.03,0.03,30.8,,29.42,69.74,0.52,184.84,1013.46,2023-11-23 09:15:00,19.33,
11.24,22.83,23.82,7.7,13.19,0.03,37.08,,30.33,65.25,0.7,121.17,1013.35,2023-11-23 09:30:00,14.76,
8.0,16.25,25.61,5.99,13.34,0.03,35.99,,31.46,60.97,0.77,113.92,1013.27,2023-11-23 09:45:00,17.8,
8.0,16.25,24.97,6.22,13.02,0.03,35.7,,31.78,54.86,1.18,95.9,1013.19,2023-11-23 10:00:00,16.99,
8.0,16.25,26.07,6.46,13.11,0.03,37.28,,31.23,52.8,1.33,100.99,1013.06,2023-11-23 10:15:00,17.29,
10.64,21.23,26.21,5.45,13.09,0.03,35.67,,31.31,51.54,1.07,100.55,1012.98,2023-11-23 10:30:00,18.97,
22.0,44.25,25.25,5.89,12.97,0.03,35.43,,31.19,50.95,1.39,103.26,1012.73,2023-11-23 10:45:00,17.52,
22.0,44.25,26.42,6.36,13.1,0.03,37.45,,30.94,51.47,1.31,112.6,1012.53,2023-11-23 11:00:00,17.54,
22.0,44.25,25.68,6.34,12.81,0.03,36.65,,31.05,51.3,1.42,92.75,1012.33,2023-11-23 11:15:00,17.23,
23.96,48.41,25.05,6.25,12.9,0.03,35.84,,31.22,50.44,1.29,98.06,1012.02,2023-11-23 11:30:00,17.01,
33.0,66.25,26.43,6.79,13.04,0.03,38.22,,31.18,51.53,1.37,101.98,1011.73,2023-11-23 11:45:00,16.97,
33.0,66.25,26.28,6.36,12.8,0.03,37.31,,31.22,50.65,1.41,110.58,1011.4,2023-11-23 12:00:00,17.58,
33.0,66.25,26.25,6.14,12.91,0.03,36.9,,31.07,51.11,1.47,107.92,1011.1,2023-11-23 12:15:00,17.95,
31.93,64.12,27.03,6.94,12.8,0.03,39.1,,30.53,54.02,1.74,98.56,1010.9,2023-11-23 12:30:00,17.61,
27.0,54.25,25.75,6.2,12.69,0.03,36.49,,30.7,53.46,1.57,112.16,1010.67,2023-11-23 12:45:00,18.28,
27.0,54.25,,,12.56,,,,,,,,,2023-11-23 13:00:00,,
27.0,54.25,25.82,6.85,12.58,0.03,37.69,,,,,,,2023-11-23 13:15:00,16.96,
26.81,53.87,25.9,6.71,12.61,0.03,37.52,,29.97,56.85,1.49,92.64,1010.1,2023-11-23 13:30:00,17.21,
26.0,52.25,26.85,6.94,12.87,0.03,38.93,,29.68,73.98,1.75,104.98,1009.82,2023-11-23 13:45:00,17.61,
26.0,52.25,26.69,6.88,12.68,0.03,38.63,,29.67,67.48,1.65,103.74,1009.54,2023-11-23 14:00:00,17.67,
26.0,52.25,27.08,7.16,12.86,0.03,39.54,,30.26,56.73,1.72,95.14,1009.38,2023-11-23 14:15:00,17.39,
23.92,48.34,26.64,7.16,12.81,0.03,39.07,,30.77,64.26,1.4,93.69,1009.25,2023-11-23 14:30:00,17.75,
15.0,30.25,26.2,6.57,12.68,0.03,37.61,,30.51,80.95,1.6,94.51,1009.16,2023-11-23 14:45:00,17.1,
15.0,30.25,26.42,7.02,12.6,0.03,38.62,,30.42,85.37,1.5,105.97,1009.18,2023-11-23 15:00:00,18.23,
15.0,30.25,26.27,7.16,12.56,0.03,38.69,,30.87,80.46,1.47,103.93,1009.11,2023-11-23 15:15:00,17.26,
14.47,29.18,26.04,6.83,12.65,0.03,37.87,,30.97,73.86,1.43,102.83,1009.16,2023-11-23 15:30:00,17.56,
12.0,24.25,25.14,6.44,12.68,0.03,36.26,,30.77,75.18,1.29,111.24,1009.26,2023-11-23 15:45:00,17.77,
12.0,24.25,24.78,6.37,12.58,0.03,35.78,,30.39,77.23,1.4,96.43,1009.33,2023-11-23 16:00:00,17.75,
12.0,24.25,25.02,6.53,12.6,0.03,36.31,,29.61,84.56,1.37,99.13,1009.31,2023-11-23 16:15:00,17.53,
13.42,27.27,25.56,6.74,12.55,0.03,37.22,,29.81,79.67,1.3,99.66,1009.36,2023-11-23 16:30:00,17.56,
20.0,40.25,25.09,6.77,12.68,0.03,36.79,,29.22,61.33,1.3,89.35,1009.42,2023-11-23 16:45:00,17.37,
20.0,40.25,24.86,6.84,12.77,0.03,36.67,,28.91,64.68,1.01,74.57,1009.45,2023-11-23 17:00:00,17.5,
20.0,40.25,25.0,6.71,12.54,0.03,36.59,,28.53,94.49,1.29,76.56,1009.57,2023-11-23 17:15:00,17.51,
18.58,37.41,25.12,6.84,12.58,0.03,36.95,,28.11,98.5,0.97,98.6,1009.79,2023-11-23 17:30:00,17.79,
12.0,24.25,24.85,6.88,12.48,0.03,36.72,,27.81,98.55,0.78,108.17,1009.97,2023-11-23 17:45:00,17.72,
12.0,24.25,24.68,7.04,12.55,0.03,36.82,,27.67,98.46,0.57,134.1,1010.12,2023-11-23 18:00:00,17.22,
12.0,24.25,23.59,6.76,12.35,0.03,35.21,,27.63,98.58,0.81,90.68,1010.36,2023-11-23 18:15:00,16.95,
12.89,26.14,24.09,6.79,12.4,0.03,35.77,,27.61,92.84,0.73,116.84,1010.63,2023-11-23 18:30:00,17.03,
17.0,34.25,24.06,6.9,12.48,0.03,35.94,,27.57,89.17,1.0,91.7,1010.81,2023-11-23 18:45:00,16.99,
17.0,34.25,23.63,6.74,12.56,0.03,35.22,,27.5,89.07,1.04,86.76,1010.96,2023-11-23 19:00:00,16.93,
17.0,34.25,23.62,6.73,12.33,0.03,35.2,,27.47,87.29,1.02,81.54,1011.17,2023-11-23 19:15:00,17.06,
17.53,35.32,24.08,6.46,12.46,0.03,35.2,,27.45,86.83,0.94,88.59,1011.32,2023-11-23 19:30:00,17.47,
20.0,40.25,24.41,6.45,12.47,0.03,35.54,,27.48,87.14,1.01,82.11,1011.47,2023-11-23 19:45:00,17.53,
20.0,40.25,24.29,6.95,12.56,0.03,36.27,,27.51,87.35,1.27,68.01,1011.74,2023-11-23 20:00:00,17.11,
20.0,40.25,24.41,6.95,12.72,0.03,36.39,,27.55,87.25,0.97,90.25,1011.92,2023-11-23 20:15:00,17.11,
19.11,38.58,24.78,7.01,12.8,0.03,36.87,,27.55,87.62,0.87,100.19,1011.99,2023-11-23 20:30:00,17.25,
15.0,30.25,24.64,7.14,12.67,0.03,36.96,,27.45,87.78,0.71,98.12,1011.94,2023-11-23 20:45:00,17.09,
15.0,30.25,24.98,7.33,12.59,0.03,37.65,,27.37,88.47,0.73,135.7,1011.98,2023-11-23 21:00:00,16.98,
15.0,30.25,25.55,7.27,12.74,0.03,38.13,,27.31,89.08,0.82,123.69,1012.05,2023-11-23 21:15:00,17.47,
13.11,26.69,25.67,7.36,12.68,0.03,38.41,,27.2,89.25,0.77,98.27,1012.02,2023-11-23 21:30:00,17.33,
5.0,10.25,25.2,7.55,12.92,0.03,38.26,,27.24,88.77,0.92,98.76,1011.91,2023-11-23 21:45:00,16.57,
5.0,10.25,5.34,3.21,11.65,0.03,9.98,,27.23,88.75,0.74,98.27,1011.84,2023-11-23 22:00:00,15.15,
,10.25,,,,,,,,,,,,2023-11-23 22:15:00,,
5.36,11.01,26.21,7.68,12.72,0.03,39.53,,,,,,,2023-11-23 22:30:00,17.82,
7.0,14.25,4.41,2.32,11.35,0.03,7.63,,27.21,87.37,1.01,94.78,1011.68,2023-11-23 22:45:00,13.64,
7.0,14.25,25.85,7.15,12.69,0.03,38.23,,27.23,88.02,1.12,88.45,1011.54,2023-11-23 23:00:00,17.92,
7.0,14.25,17.85,5.19,12.41,0.03,26.52,,27.15,88.58,0.91,110.09,1011.43,2023-11-23 23:15:00,18.1,
6.82,13.87,12.05,4.1,11.89,0.03,18.66,,27.06,88.93,1.0,110.26,1011.35,2023-11-23 23:30:00,14.31,
6.0,12.25,26.89,7.29,12.97,0.03,39.54,,27.09,89.14,0.9,103.56,1011.19,2023-11-23 23:45:00,18.52,
6.0,12.25,4.05,2.49,11.58,0.03,7.35,,27.08,89.48,0.87,118.23,1011.12,2023-11-24 00:00:00,14.9,
6.0,12.25,25.14,7.22,12.84,0.03,37.62,,27.04,89.67,0.79,132.34,1011.04,2023-11-24 00:15:00,16.53,
6.89,14.03,21.96,6.06,12.75,0.03,32.31,,27.03,89.43,1.09,114.68,1010.94,2023-11-24 00:30:00,17.49,
11.0,22.25,7.17,2.86,11.84,0.03,11.5,,27.08,89.55,0.93,105.87,1010.75,2023-11-24 00:45:00,13.73,
11.0,22.25,26.51,8.32,13.08,0.03,40.95,,27.06,89.66,0.9,124.46,1010.58,2023-11-24 01:00:00,17.35,
11.0,22.25,8.37,3.99,12.13,0.04,14.58,,27.0,89.82,0.85,152.84,1010.42,2023-11-24 01:15:00,15.61,
11.57,23.32,21.4,6.07,12.69,0.04,31.76,,26.98,89.97,0.91,138.7,1010.34,2023-11-24 01:30:00,15.75,
14.0,28.25,25.57,8.74,13.22,0.04,40.7,,26.81,90.49,0.69,203.85,1010.27,2023-11-24 01:45:00,17.36,
14.0,28.25,3.27,2.14,11.85,0.04,5.97,,26.12,92.03,0.73,231.25,1010.27,2023-11-24 02:00:00,13.63,
14.0,28.25,24.78,7.07,13.0,0.04,36.99,,25.79,93.46,0.59,209.08,1010.19,2023-11-24 02:15:00,17.52,
14.36,28.96,17.6,4.7,12.66,0.04,25.41,,25.64,94.9,0.68,221.78,1010.03,2023-11-24 02:30:00,18.35,
16.0,32.25,12.9,4.05,12.27,0.04,19.5,,25.51,95.67,0.48,201.16,1009.82,2023-11-24 02:45:00,14.69,
16.0,32.25,25.08,7.23,13.04,0.04,37.58,,25.46,98.06,0.71,239.83,1009.67,2023-11-24 03:00:00,16.92,
16.0,32.25,3.72,2.53,11.79,0.04,7.05,,25.47,98.58,0.81,199.63,1009.65,2023-11-24 03:15:00,13.94,
15.24,30.74,24.79,6.53,13.04,0.04,36.06,,25.5,98.58,1.05,233.33,1009.7,2023-11-24 03:30:00,17.45,
12.0,24.25,6.28,2.68,11.93,0.04,10.15,,25.45,98.18,0.83,174.39,1009.79,2023-11-24 03:45:00,15.43,
12.0,24.25,22.62,7.0,12.95,0.04,34.69,,25.39,98.52,0.63,210.99,1009.81,2023-11-24 04:00:00,16.01,
12.0,24.25,21.77,7.24,12.88,0.04,34.08,,25.33,96.65,0.76,281.97,1009.88,2023-11-24 04:15:00,16.8,
11.47,23.18,6.31,2.95,12.04,0.04,10.67,,25.27,87.84,0.47,238.71,1009.97,2023-11-24 04:30:00,13.39,
9.0,18.25,25.55,7.63,13.23,0.04,38.75,,25.15,80.19,0.41,213.12,1009.95,2023-11-24 04:45:00,16.91,
9.0,18.25,16.1,5.2,12.51,0.04,24.66,,25.07,85.11,0.43,225.18,1010.04,2023-11-24 05:00:00,16.57,
9.0,18.25,11.68,4.52,12.45,0.04,18.95,,25.02,97.4,0.53,227.57,1010.27,2023-11-24 05:15:00,14.29,
9.0,18.25,26.25,6.75,13.17,0.04,37.97,,25.05,97.66,0.71,248.87,1010.48,2023-11-24 05:30:00,17.83,
9.0,18.25,9.33,3.37,12.18,0.04,14.49,,25.02,97.84,0.57,228.77,1010.66,2023-11-24 05:45:00,15.9,
9.0,18.25,18.5,5.94,12.89,0.04,28.5,,25.04,98.11,0.44,196.52,1010.95,2023-11-24 06:00:00,15.25,
9.0,18.25,23.94,7.91,13.17,0.04,37.55,,25.06,98.57,0.5,244.46,1011.26,2023-11-24 06:15:00,16.87,
9.53,19.32,24.36,7.27,13.22,0.04,36.9,,25.1,98.17,0.56,233.45,1011.61,2023-11-24 06:30:00,17.43,
12.0,24.25,23.34,6.19,13.33,0.04,33.96,,25.22,98.57,0.67,229.57,1011.95,2023-11-24 06:45:00,18.4,
12.0,24.25,21.53,4.81,13.05,0.04,29.69,,25.18,98.45,1.09,289.51,1012.13,2023-11-24 07:00:00,18.39,
12.0,24.25,21.77,5.58,13.34,0.04,31.27,,25.22,96.41,0.91,271.64,1012.34,2023-11-24 07:15:00,17.47,
12.36,24.96,21.32,5.99,13.26,0.04,31.51,,25.48,98.58,0.79,235.33,1012.55,2023-11-24 07:30:00,17.06,
14.0,28.25,20.62,5.49,13.26,0.04,29.93,,25.94,98.58,0.78,222.14,1012.8,2023-11-24 07:45:00,16.67,
14.0,28.25,22.14,5.9,13.62,0.04,32.21,,26.12,98.17,0.85,189.93,1013.04,2023-11-24 08:00:00,17.15,
14.0,28.25,22.31,6.1,13.55,0.04,32.74,,26.37,98.53,0.8,198.55,1013.2,2023-11-24 08:15:00,16.86,
,29.32,,,,,,,,,,,,2023-11-24 08:30:00,,
,34.25,,,,,,,,,,,,2023-11-24 08:45:00,,
17.0,34.25,22.88,6.4,13.55,0.04,33.86,,,,,,,2023-11-24 09:00:00,16.7,
17.0,34.25,24.04,5.9,13.81,0.04,34.19,,29.08,87.23,0.88,213.45,1013.54,2023-11-24 09:15:00,17.29,
15.3,31.05,24.19,6.26,13.9,0.04,34.97,,28.83,87.3,0.88,238.98,1013.54,2023-11-24 09:30:00,17.32,
8.0,16.25,23.06,6.08,13.83,0.04,33.47,,29.94,92.55,1.14,127.53,1013.49,2023-11-24 09:45:00,17.28,
8.0,16.25,23.95,6.26,13.93,0.04,34.71,,30.56,92.06,1.52,86.03,1013.41,2023-11-24 10:00:00,17.2,
8.0,16.25,24.22,6.53,13.88,0.04,35.47,,30.47,96.07,1.31,94.92,1013.31,2023-11-24 10:15:00,17.09,
9.41,18.76,23.43,6.2,13.89,0.04,34.08,,30.67,94.16,1.55,80.33,1013.15,2023-11-24 10:30:00,16.87,
19.0,38.25,24.03,6.43,14.09,0.04,35.1,,30.73,90.35,1.92,82.78,1013.0,2023-11-24 10:45:00,16.97,
19.0,38.25,23.98,6.65,13.75,0.04,35.43,,30.29,85.03,1.85,84.99,1012.85,2023-11-24 11:00:00,17.1,
19.0,38.25,25.02,6.77,13.85,0.04,36.73,,30.8,84.27,2.09,84.87,1012.7,2023-11-24 11:15:00,17.31,
16.69,33.63,25.17,6.78,13.74,0.04,36.89,,30.84,93.52,1.78,91.25,1012.41,2023-11-24 11:30:00,17.15,
6.0,12.25,23.88,6.56,13.5,0.04,35.17,,31.17,98.58,1.92,77.38,1012.18,2023-11-24 11:45:00,16.77,
6.0,12.25,24.62,7.93,13.57,0.04,38.32,,30.1,98.58,1.87,83.66,1011.95,2023-11-24 12:00:00,17.01,
6.0,12.25,25.36,7.08,13.5,0.04,37.61,,30.93,98.58,2.1,94.32,1011.71,2023-11-24 12:15:00,17.5,
6.53,13.32,25.58,6.39,13.5,0.04,36.66,,31.02,98.58,2.2,80.49,1011.5,2023-11-24 12:30:00,17.5,
9.0,18.25,26.12,6.96,13.56,0.04,38.19,,31.03,98.58,2.06,77.38,1011.23,2023-11-24 12:45:00,17.32,
9.0,18.25,25.23,6.86,13.49,0.04,37.08,,31.21,98.58,1.92,88.9,1011.01,2023-11-24 13:00:00,17.15,
9.0,18.25,24.55,6.54,13.18,0.04,35.84,,31.08,66.44,2.12,94.35,1010.86,2023-11-24 13:15:00,17.22,
10.07,20.38,25.48,7.14,13.5,0.04,37.83,,31.24,73.99,2.0,88.72,1010.71,2023-11-24 13:30:00,17.05,
15.0,30.25,25.96,7.1,13.17,0.04,38.26,,31.11,55.26,1.97,83.28,1010.26,2023-11-24 14:00:00,17.35,
15.0,30.25,25.94,6.96,13.05,0.04,38.01,,31.06,55.75,1.98,86.95,1010.02,2023-11-24 14:15:00,17.62,
13.68,27.76,26.13,6.6,13.18,0.04,37.57,,31.3,53.53,1.95,91.8,1010.0,2023-11-24 14:30:00,17.79,
8.0,16.25,26.0,7.03,13.27,0.04,38.19,,30.93,54.0,2.23,83.13,1009.99,2023-11-24 14:45:00,17.75,
8.0,16.25,25.18,6.34,12.98,0.04,36.14,,30.52,55.98,2.05,85.95,1010.06,2023-11-24 15:00:00,17.05,
8.0,16.25,24.5,8.26,13.02,0.04,38.76,,30.2,57.88,1.73,83.05,1009.99,2023-11-24 15:15:00,17.59,
7.47,15.18,24.97,7.28,13.07,0.04,37.56,,29.75,59.24,1.82,85.79,1010.1,2023-11-24 15:30:00,17.21,
5.0,10.25,25.3,6.94,13.13,0.04,37.29,,29.31,61.17,1.39,82.38,1010.16,2023-11-24 15:45:00,17.47,
5.0,10.25,25.15,7.06,12.94,0.04,37.35,,29.26,62.44,1.35,81.35,1010.11,2023-11-24 16:00:00,17.5,
5.0,10.25,24.96,7.25,13.08,0.04,37.48,,29.2,62.49,1.73,77.32,1010.19,2023-11-24 16:15:00,17.53,
4.81,9.9,25.11,7.12,13.17,0.04,37.43,,29.08,63.05,1.53,77.15,1010.19,2023-11-24 16:30:00,17.47,
4.0,8.25,24.51,6.86,13.2,0.04,36.36,,28.96,65.65,1.59,70.35,1010.27,2023-11-24 16:45:00,17.73,
4.0,8.25,,,,,,,,,,,,2023-11-24 17:00:00,,
4.0,8.25,,,13.15,,,,,,,,,2023-11-24 17:15:00,,
4.71,9.67,24.58,7.38,12.8,0.04,37.32,,,,,,,2023-11-24 17:30:00,17.23,
8.0,16.25,24.22,6.87,12.71,0.04,36.05,,28.38,86.77,1.35,70.6,1011.11,2023-11-24 17:45:00,17.53,
8.0,16.25,23.8,6.19,12.82,0.04,34.43,,28.33,86.91,1.18,69.09,1011.38,2023-11-24 18:00:00,18.21,
8.0,16.25,23.29,7.49,12.93,0.04,36.16,,28.34,87.03,1.24,74.22,1011.62,2023-11-24 18:15:00,16.32,
8.36,17.01,23.66,7.61,12.88,0.04,36.75,,28.28,87.01,0.85,75.36,1011.66,2023-11-24 18:30:00,16.51,
10.0,20.25,23.54,6.92,12.77,0.04,35.44,,28.16,87.58,0.86,94.02,1011.7,2023-11-24 18:45:00,17.05,
10.0,20.25,23.5,6.92,12.8,0.04,35.4,,28.16,87.82,1.03,72.21,1011.96,2023-11-24 19:00:00,16.96,
10.0,20.25,23.7,7.04,12.8,0.04,35.8,,28.16,87.9,0.96,68.48,1012.3,2023-11-24 19:15:00,17.15,
10.18,20.61,23.53,6.79,12.83,0.04,35.21,,28.15,87.87,1.04,70.87,1012.49,2023-11-24 19:30:00,17.26,
11.0,22.25,24.58,7.02,12.86,0.04,36.69,,28.15,87.07,0.92,67.24,1012.64,2023-11-24 19:45:00,17.39,
11.0,22.25,24.72,7.23,12.92,0.04,37.2,,28.07,86.89,0.84,83.98,1012.83,2023-11-24 20:00:00,17.37,
11.0,22.25,24.52,7.5,13.21,0.04,37.45,,28.05,86.8,0.8,76.48,1013.03,2023-11-24 20:15:00,17.18,
10.47,21.18,24.01,7.24,13.14,0.04,36.48,,28.0,86.98,0.66,93.35,1013.23,2023-11-24 20:30:00,16.84,
8.0,16.25,23.91,7.72,13.17,0.04,37.2,,27.93,87.26,0.76,93.64,1013.46,2023-11-24 20:45:00,18.18,
8.0,16.25,23.6,6.89,13.34,0.04,35.44,,27.9,87.55,0.67,98.76,1013.55,2023-11-24 21:00:00,17.77,
8.0,16.25,24.45,7.14,13.37,0.04,36.76,,27.89,88.3,0.6,104.7,1013.54,2023-11-24 21:15:00,17.65,
8.0,16.25,24.73,7.37,13.51,0.04,37.45,,27.87,88.8,0.56,101.49,1013.49,2023-11-24 21:30:00,17.53,
8.0,16.25,24.32,7.54,13.39,0.04,37.32,,27.87,88.46,0.69,112.28,1013.39,2023-11-24 21:45:00,17.26,
8.0,16.25,24.82,7.47,13.61,0.04,37.73,,27.87,89.84,0.76,76.23,1013.32,2023-11-24 22:00:00,17.27,
8.0,16.25,25.26,7.77,13.62,0.04,38.7,,27.88,88.25,0.67,102.63,1013.21,2023-11-24 22:15:00,17.36,
7.82,15.89,25.04,7.93,13.87,0.04,38.75,,27.86,89.19,0.71,123.03,1013.12,2023-11-24 22:30:00,17.19,
7.0,14.25,17.33,5.47,13.54,0.04,26.41,,27.69,88.94,0.75,146.73,1013.03,2023-11-24 22:45:00,17.23,
7.0,14.25,9.71,3.36,12.81,0.04,14.89,,27.52,87.88,0.57,156.07,1012.98,2023-11-24 23:00:00,14.06,
7.0,14.25,26.37,8.54,14.11,0.04,41.17,,27.29,87.5,0.49,207.27,1012.8,2023-11-24 23:15:00,17.59,
9.5,19.58,20.72,6.55,13.86,0.04,31.84,,26.79,88.38,0.38,215.19,1012.65,2023-11-24 23:30:00,17.75,
22.0,44.25,8.36,3.2,12.99,0.04,13.2,,26.75,90.82,0.47,172.88,1012.61,2023-11-24 23:45:00,13.97,
22.0,44.25,25.88,8.02,14.25,0.04,39.78,,26.74,89.86,0.38,142.15,1012.64,2023-11-25 00:00:00,17.65,
22.0,44.25,16.18,5.39,13.89,0.04,25.08,,26.79,92.65,0.53,210.4,1012.58,2023-11-25 00:15:00,16.92,
19.69,39.63,12.54,3.95,13.5,0.04,18.85,,26.6,81.66,0.47,204.53,1012.31,2023-11-25 00:30:00,14.24,
9.0,18.25,26.3,7.96,14.36,0.04,40.1,,26.55,76.59,0.41,170.15,1012.13,2023-11-25 00:45:00,17.59,
9.0,18.25,10.6,4.05,13.61,0.04,17.01,,26.56,77.7,0.48,173.45,1012.0,2023-11-25 01:00:00,16.48,
9.0,18.25,18.66,5.6,13.71,0.04,28.12,,26.34,78.71,0.53,196.26,1012.03,2023-11-25 01:15:00,15.04,
