pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp,nh3,benzene,eth_benzene,mp_xylene
16.0,20.0,40.38,4.51,,,35.21,,2023-03-16 22:45:00,,0.07,,0.15
16.0,20.0,39.02,4.32,,,34.02,,2023-03-16 23:00:00,,0.07,,0.15
16.0,20.0,37.37,5.98,,,33.57,,2023-03-16 23:15:00,,0.07,,0.15
16.0,20.0,36.85,5.13,,,32.68,,2023-03-16 23:30:00,,0.07,,0.15
16.0,20.0,37.85,3.48,,,32.62,,2023-03-16 23:45:00,,0.07,,0.15
12.86,16.07,37.31,3.66,,,32.27,,2023-03-17 00:00:00,,0.07,,0.15
12.0,15.0,36.54,4.75,,,32.23,,2023-03-17 00:15:00,,0.07,,0.15
12.0,15.0,36.1,4.7,,,31.85,,2023-03-17 00:30:00,,0.07,,0.15
12.0,15.0,36.93,3.29,,,31.78,,2023-03-17 00:45:00,,0.07,,0.15
18.49,22.86,36.87,3.47,,,31.83,,2023-03-17 01:00:00,,0.07,,0.15
20.0,25.0,36.95,2.61,,,31.43,,2023-03-17 01:15:00,,0.07,,0.15
20.0,25.0,35.82,3.02,,,30.71,,2023-03-17 01:30:00,,0.07,,0.15
20.0,25.0,35.04,3.44,,,30.31,,2023-03-17 01:45:00,,0.07,,0.15
20.79,25.98,35.48,3.25,,,30.58,,2023-03-17 02:00:00,,0.07,,0.15
21.0,26.25,35.08,3.97,,,30.62,,2023-03-17 02:15:00,,0.07,,0.15
21.0,26.25,35.69,3.25,,,30.74,,2023-03-17 02:30:00,,0.07,,0.15
21.0,26.25,35.56,2.68,,,30.33,,2023-03-17 02:45:00,,0.07,,0.15
14.51,18.39,35.2,3.24,,,30.34,,2023-03-17 03:00:00,,0.07,,0.15
13.0,16.25,35.87,2.91,,,30.74,,2023-03-17 03:15:00,,0.07,,0.15
13.0,16.25,36.06,2.99,,,30.91,,2023-03-17 03:30:00,,0.07,,0.15
13.0,16.25,35.89,4.23,,,31.43,,2023-03-17 03:45:00,,0.07,,0.15
21.64,27.05,36.95,4.18,,,32.27,,2023-03-17 04:00:00,,0.07,,0.15
24.0,30.0,37.75,1.74,,,31.62,,2023-03-17 04:15:00,,0.07,,0.15
24.0,30.0,36.87,2.72,,,31.43,,2023-03-17 04:30:00,,0.07,,0.15
24.0,30.0,36.28,4.96,,,32.12,,2023-03-17 04:45:00,,0.07,,0.15
32.64,40.97,37.36,3.98,,,32.49,,2023-03-17 05:00:00,,0.07,,0.15
35.0,43.75,37.87,2.48,,,32.11,,2023-03-17 05:15:00,,0.07,,0.15
35.0,43.75,39.19,1.99,,,32.91,,2023-03-17 05:30:00,,0.07,,0.15
,43.75,,,,,,,2023-03-17 05:45:00,,,,
47.76,59.46,39.45,2.97,,,33.65,,2023-03-17 06:00:00,,0.07,,0.15
51.0,63.75,,,,,,,2023-03-17 06:15:00,,,,
51.0,63.75,40.2,3.52,,,34.55,,2023-03-17 06:30:00,,0.07,,0.15
51.0,63.75,40.77,4.15,,,35.36,,2023-03-17 06:45:00,,0.07,,0.15
49.36,61.76,40.62,2.69,,,34.44,,2023-03-17 07:00:00,,0.07,,0.15
49.0,61.25,41.4,1.47,,,34.44,,2023-03-17 07:15:00,,0.07,,0.15
49.0,61.25,43.29,2.69,,,36.63,,2023-03-17 07:30:00,,0.07,,0.15
49.0,61.25,42.79,5.0,,,37.46,,2023-03-17 07:45:00,,0.07,,0.15
55.38,69.23,42.66,4.65,,,37.14,,2023-03-17 08:00:00,,0.07,,0.15
57.0,71.25,42.68,5.23,,,37.49,,2023-03-17 08:15:00,,0.07,,0.15
57.0,71.25,43.06,5.87,,,38.12,,2023-03-17 08:30:00,,0.07,,0.15
57.0,71.25,42.63,7.2,,,38.48,,2023-03-17 08:45:00,,0.07,,0.15
60.99,76.24,42.14,7.46,,,38.22,,2023-03-17 09:00:00,,0.07,,0.15
62.0,77.5,39.09,8.25,,,36.17,,2023-03-17 09:15:00,,0.07,,0.15
62.0,77.5,38.19,7.74,,,35.16,,2023-03-17 09:30:00,,0.07,,0.15
62.0,77.5,38.57,6.21,,,34.66,,2023-03-17 09:45:00,,0.07,,0.15
52.27,65.54,37.64,7.89,,,34.8,,2023-03-17 10:00:00,,0.07,,0.15
50.0,62.5,36.38,7.86,,,33.75,,2023-03-17 10:15:00,,0.07,,0.15
50.0,62.5,35.49,6.09,,,32.1,,2023-03-17 10:30:00,,0.07,,0.15
50.0,62.5,35.61,5.7,,,31.97,,2023-03-17 10:45:00,,0.07,,0.15
33.78,42.56,34.91,7.58,,,32.41,,2023-03-17 11:00:00,,0.07,,0.15
30.0,37.5,35.16,7.07,,,32.36,,2023-03-17 11:15:00,,0.07,,0.15
30.0,37.5,36.1,6.12,,,32.6,,2023-03-17 11:30:00,,0.07,,0.15
30.0,37.5,37.94,6.04,,,34.06,,2023-03-17 11:45:00,,0.07,,0.15
29.21,36.5,38.12,7.71,,,35.08,,2023-03-17 12:00:00,,0.07,,0.15
29.0,36.25,38.85,7.49,,,35.56,,2023-03-17 12:15:00,,0.07,,0.15
29.0,36.25,40.14,5.84,,,35.72,,2023-03-17 12:30:00,,0.07,,0.15
29.0,36.25,40.29,5.47,,,35.65,,2023-03-17 12:45:00,,0.07,,0.15
15.64,19.3,40.54,8.07,,,37.25,,2023-03-17 13:00:00,,0.07,,0.15
12.0,15.0,41.65,8.13,,,38.19,,2023-03-17 13:15:00,,0.07,,0.15
12.0,15.0,42.9,6.98,,,38.56,,2023-03-17 13:30:00,,0.07,,0.15
12.0,15.0,45.37,7.5,,,40.89,,2023-03-17 13:45:00,,0.07,,0.15
16.0,19.91,49.4,8.08,,,44.48,,2023-03-17 14:00:00,,0.07,,0.15
17.0,21.25,57.87,8.51,,,51.57,,2023-03-17 14:15:00,,0.07,,0.15
17.0,21.25,59.52,7.16,,,52.21,,2023-03-17 14:30:00,,0.07,,0.15
17.0,21.25,56.07,7.95,,,49.82,,2023-03-17 14:45:00,,0.07,,0.15
13.86,17.32,52.66,7.71,,,46.93,,2023-03-17 15:00:00,,0.07,,0.15
13.0,16.25,51.01,6.51,,,44.94,,2023-03-17 15:15:00,,0.07,,0.15
13.0,16.25,50.87,6.65,,,44.93,,2023-03-17 15:30:00,,0.07,,0.15
13.0,16.25,50.41,6.05,,,44.2,,2023-03-17 15:45:00,,0.07,,0.15
15.36,19.2,49.8,6.63,,,44.02,,2023-03-17 16:00:00,,0.07,,0.15
16.0,20.0,49.22,6.28,,,43.35,,2023-03-17 16:15:00,,0.07,,0.15
16.0,20.0,49.07,5.29,,,42.71,,2023-03-17 16:30:00,,0.07,,0.15
16.0,20.0,48.77,7.34,,,43.57,,2023-03-17 16:45:00,,0.07,,0.15
16.0,20.0,49.63,7.46,,,44.33,,2023-03-17 17:00:00,,0.07,,0.15
16.0,20.0,56.12,9.87,,,50.89,,2023-03-17 17:15:00,,0.07,,0.15
16.0,20.0,60.05,10.28,,,54.28,,2023-03-17 17:30:00,,0.07,,0.15
16.0,20.0,58.13,7.77,,,51.4,,2023-03-17 17:45:00,,0.07,,0.15
18.39,22.95,54.76,7.93,,,48.75,,2023-03-17 18:00:00,,0.07,,0.15
19.0,23.75,53.51,7.54,,,47.51,,2023-03-17 18:15:00,,0.07,,0.15
19.0,23.75,53.76,8.64,,,48.31,,2023-03-17 18:30:00,,0.07,,0.15
19.0,23.75,51.78,9.19,,,46.98,,2023-03-17 18:45:00,,0.07,,0.15
19.8,24.75,51.26,8.46,,,46.18,,2023-03-17 19:00:00,,0.07,,0.15
20.0,25.0,54.16,9.06,,,48.85,,2023-03-17 19:15:00,,0.07,,0.15
20.0,25.0,61.46,8.64,,,54.57,,2023-03-17 19:30:00,,0.07,,0.15
20.0,25.0,58.96,6.75,,,51.51,,2023-03-17 19:45:00,,0.07,,0.15
18.4,23.01,54.48,7.02,,,48.01,,2023-03-17 20:00:00,,0.07,,0.15
18.0,22.5,51.59,5.41,,,44.8,,2023-03-17 20:15:00,,0.07,,0.15
18.0,22.5,49.11,5.86,,,43.04,,2023-03-17 20:30:00,,0.07,,0.15
18.0,22.5,47.62,6.79,,,42.33,,2023-03-17 20:45:00,,0.07,,0.15
15.61,19.51,46.44,6.72,,,41.34,,2023-03-17 21:00:00,,0.07,,0.15
15.0,18.75,44.69,9.4,,,41.33,,2023-03-17 21:15:00,,0.07,,0.15
15.0,18.75,43.87,7.52,,,39.67,,2023-03-17 21:30:00,,0.07,,0.15
15.0,18.75,41.88,7.48,,,38.04,,2023-03-17 21:45:00,,0.07,,0.15
17.43,21.74,41.0,6.12,,,36.59,,2023-03-17 22:00:00,,0.07,,0.15
18.0,22.5,38.96,7.39,,,35.61,,2023-03-17 22:15:00,,0.07,,0.15
18.0,22.5,37.45,6.97,,,34.15,,2023-03-17 22:30:00,,0.07,,0.15
18.0,22.5,36.3,5.5,,,32.43,,2023-03-17 22:45:00,,0.07,,0.15
14.0,17.51,34.82,4.7,,,30.81,,2023-03-17 23:00:00,,0.07,,0.15
13.0,16.25,33.09,4.93,,,29.52,,2023-03-17 23:15:00,,0.07,,0.15
13.0,16.25,32.04,5.3,,,28.9,,2023-03-17 23:30:00,,0.07,,0.15
13.0,16.25,31.54,5.29,,,28.46,,2023-03-17 23:45:00,,0.07,,0.15
16.99,21.16,,,,,,,2023-03-18 00:00:00,,,,
18.0,22.5,30.72,4.71,,,27.51,,2023-03-18 00:15:00,,0.07,,0.15
18.0,22.5,30.24,4.28,,,26.86,,2023-03-18 00:30:00,,0.07,,0.15
18.0,22.5,30.45,3.32,,,26.52,,2023-03-18 00:45:00,,0.07,,0.15
11.51,14.64,30.12,4.0,,,26.62,,2023-03-18 01:00:00,,0.07,,0.15
10.0,12.5,29.69,5.17,,,26.88,,2023-03-18 01:15:00,,0.07,,0.15
10.0,12.5,30.27,3.82,,,26.65,,2023-03-18 01:30:00,,0.07,,0.15
10.0,12.5,29.81,3.94,,,26.33,,2023-03-18 01:45:00,,0.07,,0.15
10.0,12.5,29.85,3.37,,,26.06,,2023-03-18 02:00:00,,0.07,,0.15
10.0,12.5,29.96,3.64,,,26.29,,2023-03-18 02:15:00,,0.07,,0.15
10.0,12.5,30.75,2.37,,,26.26,,2023-03-18 02:30:00,,0.07,,0.15
10.0,12.5,30.05,3.96,,,26.54,,2023-03-18 02:45:00,,0.07,,0.15
19.43,24.29,29.83,4.02,,,26.39,,2023-03-18 03:00:00,,0.07,,0.15
22.0,27.5,29.72,3.58,,,26.07,,2023-03-18 03:15:00,,0.07,,0.15
22.0,27.5,30.04,3.35,,,26.21,,2023-03-18 03:30:00,,0.07,,0.15
22.0,27.5,30.21,4.99,,,27.23,,2023-03-18 03:45:00,,0.07,,0.15
11.0,13.75,30.82,4.43,,,27.42,,2023-03-18 04:00:00,,0.07,,0.15
8.0,10.0,31.16,5.03,,,27.99,,2023-03-18 04:15:00,,0.07,,0.15
8.0,10.0,31.37,3.37,,,27.32,,2023-03-18 04:30:00,,0.07,,0.15
8.0,10.0,31.85,2.12,,,27.01,,2023-03-18 04:45:00,,0.07,,0.15
17.57,21.96,32.33,2.28,,,27.5,,2023-03-18 05:00:00,,0.07,,0.15
20.0,25.0,31.41,3.49,,,27.39,,2023-03-18 05:15:00,,0.07,,0.15
20.0,25.0,32.38,3.6,,,28.24,,2023-03-18 05:30:00,,0.07,,0.15
20.0,25.0,33.53,2.64,,,28.67,,2023-03-18 05:45:00,,0.07,,0.15
30.37,37.96,34.08,1.11,,,28.31,,2023-03-18 06:00:00,,0.07,,0.15
33.0,41.25,34.21,2.21,,,28.98,,2023-03-18 06:15:00,,0.07,,0.15
33.0,41.25,35.35,3.07,,,30.37,,2023-03-18 06:30:00,,0.07,,0.15
33.0,41.25,37.33,2.8,,,31.84,,2023-03-18 06:45:00,,0.07,,0.15
41.77,52.05,37.96,3.11,,,32.52,,2023-03-18 07:00:00,,0.07,,0.15
44.0,55.0,36.88,3.5,,,31.84,,2023-03-18 07:15:00,,0.07,,0.15
44.0,55.0,36.66,4.84,,,32.37,,2023-03-18 07:30:00,,0.07,,0.15
44.0,55.0,38.82,3.55,,,33.45,,2023-03-18 07:45:00,,0.07,,0.15
47.19,58.99,41.53,2.8,,,35.25,,2023-03-18 08:00:00,,0.07,,0.15
48.0,60.0,43.14,2.75,,,36.54,,2023-03-18 08:15:00,,0.07,,0.15
48.0,60.0,42.79,3.79,,,36.79,,2023-03-18 08:30:00,,0.07,,0.15
48.0,60.0,44.1,3.5,,,37.7,,2023-03-18 08:45:00,,0.07,,0.15
62.36,77.95,43.79,4.82,,,38.17,,2023-03-18 09:00:00,,0.07,,0.15
66.0,82.5,42.64,5.26,,,37.46,,2023-03-18 09:15:00,,0.07,,0.15
66.0,82.5,40.18,4.66,,,35.15,,2023-03-18 09:30:00,,0.07,,0.15
66.0,82.5,38.04,6.05,,,34.12,,2023-03-18 09:45:00,,0.07,,0.15
51.07,63.24,37.26,7.31,,,34.18,,2023-03-18 10:00:00,,0.07,,0.15
47.0,58.75,36.39,4.7,,,32.07,,2023-03-18 10:15:00,,0.07,,0.15
47.0,58.75,35.22,5.07,,,31.33,,2023-03-18 10:30:00,,0.07,,0.15
47.0,58.75,33.76,6.5,,,30.91,,2023-03-18 10:45:00,,0.07,,0.15
39.82,49.91,34.03,5.63,,,30.67,,2023-03-18 11:00:00,,0.07,,0.15
38.0,47.5,34.68,5.51,,,31.13,,2023-03-18 11:15:00,,0.07,,0.15
38.0,47.5,35.34,6.36,,,32.12,,2023-03-18 11:30:00,,0.07,,0.15
38.0,47.5,36.04,8.0,,,33.55,,2023-03-18 11:45:00,,0.07,,0.15
17.2,21.58,37.83,7.13,,,34.54,,2023-03-18 12:00:00,,0.07,,0.15
12.0,15.0,38.1,8.43,,,35.44,,2023-03-18 12:15:00,,0.07,,0.15
12.0,15.0,37.98,7.26,,,34.72,,2023-03-18 12:30:00,,0.07,,0.15
12.0,15.0,37.75,7.98,,,34.93,,2023-03-18 12:45:00,,0.07,,0.15
15.93,19.91,38.73,8.37,,,35.95,,2023-03-18 13:00:00,,0.07,,0.15
17.0,21.25,39.74,8.04,,,36.59,,2023-03-18 13:15:00,,0.07,,0.15
17.0,21.25,42.44,6.93,,,38.19,,2023-03-18 13:30:00,,0.07,,0.15
17.0,21.25,44.52,6.81,,,39.83,,2023-03-18 13:45:00,,0.07,,0.15
13.07,16.34,45.55,6.24,,,40.36,,2023-03-18 14:00:00,,0.07,,0.15
12.0,15.0,45.9,6.33,,,40.67,,2023-03-18 14:15:00,,0.07,,0.15
12.0,15.0,46.56,6.85,,,41.49,,2023-03-18 14:30:00,,0.07,,0.15
12.0,15.0,47.6,7.78,,,42.85,,2023-03-18 14:45:00,,0.07,,0.15
13.57,16.96,47.77,8.31,,,43.24,,2023-03-18 15:00:00,,0.07,,0.15
14.0,17.5,46.69,8.71,,,42.59,,2023-03-18 15:15:00,,0.07,,0.15
14.0,17.5,47.38,9.37,,,43.51,,2023-03-18 15:30:00,,0.07,,0.15
14.0,17.5,49.43,6.77,,,43.77,,2023-03-18 15:45:00,,0.07,,0.15
11.64,14.55,50.76,7.02,,,45.01,,2023-03-18 16:00:00,,0.07,,0.15
11.0,13.75,50.01,7.47,,,44.62,,2023-03-18 16:15:00,,0.07,,0.15
11.0,13.75,50.99,6.17,,,44.73,,2023-03-18 16:30:00,,0.07,,0.15
11.0,13.75,50.96,7.37,,,45.35,,2023-03-18 16:45:00,,0.07,,0.15
9.4,11.76,50.66,6.64,,,44.71,,2023-03-18 17:00:00,,0.07,,0.15
,11.25,,,,,,,2023-03-18 17:15:00,,,,
9.0,11.25,50.56,7.78,,,45.23,,2023-03-18 17:30:00,,0.07,,0.15
9.0,11.25,,,,,,,2023-03-18 17:45:00,,,,
5.86,7.32,50.63,4.48,,,43.54,,2023-03-18 18:00:00,,0.07,,0.15
5.0,6.25,50.29,4.49,,,43.28,,2023-03-18 18:15:00,,0.07,,0.15
5.0,6.25,51.03,5.97,,,44.68,,2023-03-18 18:30:00,,0.07,,0.15
5.0,6.25,52.42,6.9,,,46.28,,2023-03-18 18:45:00,,0.07,,0.15
11.49,14.23,52.49,7.85,,,46.84,,2023-03-18 19:00:00,,0.07,,0.15
13.0,16.25,53.69,7.94,,,47.86,,2023-03-18 19:15:00,,0.07,,0.15
13.0,16.25,53.36,7.0,,,47.1,,2023-03-18 19:30:00,,0.07,,0.15
13.0,16.25,52.84,7.96,,,47.21,,2023-03-18 19:45:00,,0.07,,0.15
,,52.46,7.86,,,46.82,,2023-03-18 20:00:00,,0.07,,0.15
,,50.75,8.37,,,45.72,,2023-03-18 20:15:00,,0.07,,0.15
,,47.7,9.02,,,43.58,,2023-03-18 20:30:00,,0.07,,0.15
,,45.67,9.76,,,42.31,,2023-03-18 20:45:00,,0.07,,0.15
,,43.29,9.47,,,40.23,,2023-03-18 21:00:00,,0.07,,0.15
,,41.65,8.19,,,38.19,,2023-03-18 21:15:00,,0.07,,0.15
,,41.4,7.51,,,37.65,,2023-03-18 21:30:00,,0.07,,0.15
,,40.87,7.2,,,37.05,,2023-03-18 21:45:00,,0.07,,0.15
,,40.36,6.75,,,36.41,,2023-03-18 22:00:00,,0.07,,0.15
,,40.05,4.83,,,35.13,,2023-03-18 22:15:00,,0.07,,0.15
,,38.99,6.62,,,35.22,,2023-03-18 22:30:00,,0.07,,0.15
,,38.46,7.13,,,35.08,,2023-03-18 22:45:00,,0.07,,0.15
,,39.01,6.4,,,35.12,,2023-03-18 23:00:00,,0.07,,0.15
,,38.75,6.64,,,35.06,,2023-03-18 23:15:00,,0.07,,0.15
,,39.1,7.58,,,35.82,,2023-03-18 23:30:00,,0.07,,0.15
,,39.3,5.8,,,35.03,,2023-03-18 23:45:00,,0.07,,0.15
,,39.63,5.69,,,35.25,,2023-03-19 00:00:00,,0.07,,0.15
,,40.04,6.4,,,35.96,,2023-03-19 00:15:00,,0.07,,0.15
,,40.83,5.04,,,35.88,,2023-03-19 00:30:00,,0.07,,0.15
,,41.0,6.27,,,36.68,,2023-03-19 00:45:00,,0.07,,0.15
,,42.75,4.74,,,37.29,,2023-03-19 01:00:00,,0.07,,0.15
,,43.58,3.74,,,37.41,,2023-03-19 01:15:00,,0.07,,0.15
,,43.98,3.42,,,37.56,,2023-03-19 01:30:00,,0.07,,0.15
,,43.81,4.94,,,38.24,,2023-03-19 01:45:00,,0.07,,0.15
,,45.83,3.06,,,38.89,,2023-03-19 02:00:00,,0.07,,0.15
,,48.02,3.24,,,40.79,,2023-03-19 02:15:00,,0.07,,0.15
,,47.71,4.79,,,41.34,,2023-03-19 02:30:00,,0.07,,0.15
,,46.49,3.9,,,39.88,,2023-03-19 02:45:00,,0.07,,0.15
,,47.24,5.57,,,41.38,,2023-03-19 03:00:00,,0.07,,0.15
,,47.8,5.45,,,41.75,,2023-03-19 03:15:00,,0.07,,0.15
,,49.24,4.46,,,42.41,,2023-03-19 03:30:00,,0.07,,0.15
,,50.25,4.7,,,43.36,,2023-03-19 03:45:00,,0.07,,0.15
,,50.85,3.94,,,43.44,,2023-03-19 04:00:00,,0.07,,0.15
,,51.5,4.36,,,44.19,,2023-03-19 04:15:00,,0.07,,0.15
,,52.26,4.32,,,44.8,,2023-03-19 04:30:00,,0.07,,0.15
,,52.23,4.86,,,45.05,,2023-03-19 04:45:00,,0.07,,0.15
,,51.74,5.09,,,44.78,,2023-03-19 05:00:00,,0.07,,0.15
,,51.99,4.52,,,44.7,,2023-03-19 05:15:00,,0.07,,0.15
,,53.27,2.98,,,44.89,,2023-03-19 05:30:00,,0.07,,0.15
,,53.17,3.54,,,45.12,,2023-03-19 05:45:00,,0.07,,0.15
,,54.54,4.27,,,46.63,,2023-03-19 06:00:00,,0.07,,0.15
,,55.8,3.66,,,47.29,,2023-03-19 06:15:00,,0.07,,0.15
,,56.83,4.44,,,48.54,,2023-03-19 06:30:00,,0.07,,0.15
,,58.67,4.6,,,50.14,,2023-03-19 06:45:00,,0.07,,0.15
,,58.62,4.77,,,50.2,,2023-03-19 07:00:00,,0.07,,0.15
,,58.54,4.28,,,49.89,,2023-03-19 07:15:00,,0.07,,0.15
,,57.29,4.46,,,48.93,,2023-03-19 07:30:00,,0.07,,0.15
,,57.0,5.78,,,49.42,,2023-03-19 07:45:00,,0.07,,0.15
,,55.23,7.24,,,48.76,,2023-03-19 08:00:00,,0.07,,0.15
,,54.94,5.91,,,47.82,,2023-03-19 08:15:00,,0.07,,0.15
,,52.79,6.42,,,46.33,,2023-03-19 08:30:00,,0.07,,0.15
,,51.55,5.32,,,44.72,,2023-03-19 08:45:00,,0.07,,0.15
,,51.17,5.42,,,44.48,,2023-03-19 09:00:00,,0.07,,0.15
,,49.76,7.51,,,44.44,,2023-03-19 09:15:00,,0.07,,0.15
,,48.6,7.9,,,43.72,,2023-03-19 09:30:00,,0.07,,0.15
,,48.42,7.17,,,43.18,,2023-03-19 09:45:00,,0.07,,0.15
,,49.27,5.83,,,43.15,,2023-03-19 10:00:00,,0.07,,0.15
,,49.03,8.1,,,44.17,,2023-03-19 10:15:00,,0.07,,0.15
,,48.31,9.17,,,44.15,,2023-03-19 10:30:00,,0.07,,0.15
,,49.8,7.9,,,44.69,,2023-03-19 10:45:00,,0.07,,0.15
,,50.52,8.62,,,45.67,,2023-03-19 11:00:00,,0.07,,0.15
,,49.62,11.05,,,46.22,,2023-03-19 11:15:00,,0.07,,0.15
,,49.64,11.46,,,46.45,,2023-03-19 11:30:00,,0.07,,0.15
,,52.64,12.61,,,49.5,,2023-03-19 11:45:00,,0.07,,0.15
,,54.54,11.98,,,50.73,,2023-03-19 12:00:00,,0.07,,0.15
,,53.46,11.08,,,49.37,,2023-03-19 12:15:00,,0.07,,0.15
,,54.93,9.92,,,49.94,,2023-03-19 12:45:00,,0.07,,0.15
,,56.42,10.16,,,51.28,,2023-03-19 13:15:00,,0.07,,0.15
,,56.44,8.08,,,50.17,,2023-03-19 13:30:00,,0.07,,0.15
,,57.65,5.98,,,50.05,,2023-03-19 13:45:00,,0.07,,0.15
,,59.09,5.65,,,51.04,,2023-03-19 14:00:00,,0.07,,0.15
,,59.35,7.34,,,52.15,,2023-03-19 14:15:00,,0.07,,0.15
,,57.84,9.74,,,52.2,,2023-03-19 14:30:00,,0.07,,0.15
,,59.74,8.62,,,53.16,,2023-03-19 14:45:00,,0.07,,0.15
,,60.04,8.84,,,53.51,,2023-03-19 15:00:00,,0.07,,0.15
,,59.1,8.63,,,52.64,,2023-03-19 15:15:00,,0.07,,0.15
,,60.65,7.98,,,53.56,,2023-03-19 15:30:00,,0.07,,0.15
,,60.63,12.97,,,56.19,,2023-03-19 15:45:00,,0.07,,0.15
,,59.2,10.39,,,53.66,,2023-03-19 16:00:00,,0.07,,0.15
,,61.27,6.9,,,53.49,,2023-03-19 16:15:00,,0.07,,0.15
,,61.09,7.34,,,53.58,,2023-03-19 16:30:00,,0.07,,0.15
,,61.03,8.66,,,54.23,,2023-03-19 16:45:00,,0.07,,0.15
,,59.14,7.97,,,52.33,,2023-03-19 17:00:00,,0.07,,0.15
,,60.45,5.0,,,51.81,,2023-03-19 17:15:00,,0.07,,0.15
,,60.27,7.1,,,52.79,,2023-03-19 17:30:00,,0.07,,0.15
,,57.26,8.59,,,51.12,,2023-03-19 17:45:00,,0.07,,0.15
,,57.22,7.03,,,50.25,,2023-03-19 18:00:00,,0.07,,0.15
,,57.74,9.48,,,51.98,,2023-03-19 18:15:00,,0.07,,0.15
,,58.69,5.8,,,50.79,,2023-03-19 18:30:00,,0.07,,0.15
,,58.73,5.86,,,50.87,,2023-03-19 18:45:00,,0.07,,0.15
,,56.75,7.83,,,50.3,,2023-03-19 19:00:00,,0.07,,0.15
,,55.99,8.57,,,50.09,,2023-03-19 19:15:00,,0.07,,0.15
,,55.61,4.71,,,47.73,,2023-03-19 19:30:00,,0.07,,0.15
,,55.89,7.28,,,49.32,,2023-03-19 19:45:00,,0.07,,0.15
,,53.98,7.64,,,47.95,,2023-03-19 20:00:00,,0.07,,0.15
,,54.7,6.39,,,47.87,,2023-03-19 20:15:00,,0.07,,0.15
,,35.99,5.82,,,32.33,,2023-03-20 10:30:00,,0.0,,
,,36.3,7.72,,,33.61,,2023-03-20 10:45:00,,0.0,,
,,36.44,10.29,,,35.1,,2023-03-20 11:00:00,,0.0,,
,,35.62,8.26,,,33.35,,2023-03-20 11:15:00,,0.0,,
,,37.99,8.13,,,35.22,,2023-03-20 11:30:00,,0.0,,
,,39.83,7.83,,,36.56,,2023-03-20 11:45:00,,0.0,,
3.0,249.25,41.26,7.49,,,37.52,,2023-03-20 12:00:00,,0.0,,
3.0,3.75,41.84,7.12,,,37.8,,2023-03-20 12:15:00,,0.0,,
3.0,3.75,42.07,6.8,,,37.82,,2023-03-20 12:30:00,,0.0,,
3.0,3.75,41.98,5.35,,,36.97,,2023-03-20 12:45:00,,0.0,,
7.71,9.64,42.58,4.67,,,37.12,,2023-03-20 13:00:00,,0.0,,
9.0,11.25,42.31,4.22,,,36.63,,2023-03-20 13:15:00,,0.0,,
9.0,11.25,41.51,5.92,,,36.92,,2023-03-20 13:30:00,,0.0,,
9.0,11.25,41.35,6.96,,,37.32,,2023-03-20 13:45:00,,0.0,,
6.64,8.3,41.34,8.91,,,38.36,,2023-03-20 14:00:00,,0.0,,
6.0,7.5,42.46,6.91,,,38.19,,2023-03-20 14:15:00,,0.0,,
6.0,7.5,42.45,7.08,,,38.28,,2023-03-20 14:30:00,,0.0,,
6.0,7.5,42.0,7.53,,,38.17,,2023-03-20 14:45:00,,0.0,,
6.79,8.48,41.42,6.76,,,37.28,,2023-03-20 15:00:00,,0.0,,
7.0,8.75,41.73,6.09,,,37.18,,2023-03-20 15:15:00,,0.0,,
7.0,8.75,42.2,7.46,,,38.28,,2023-03-20 15:30:00,,0.0,,
7.0,8.75,42.33,6.79,,,38.04,,2023-03-20 15:45:00,,0.0,,
8.57,10.71,42.6,8.18,,,38.98,,2023-03-20 16:00:00,,0.0,,
9.0,11.25,42.11,8.94,,,38.98,,2023-03-20 16:15:00,,0.0,,
9.0,11.25,41.62,7.53,,,37.84,,2023-03-20 16:30:00,,0.0,,
9.0,11.25,41.42,5.85,,,36.77,,2023-03-20 16:45:00,,0.0,,
12.94,16.16,40.6,6.07,,,36.23,,2023-03-20 17:00:00,,0.0,,
14.0,17.5,39.27,7.13,,,35.72,,2023-03-20 17:15:00,,0.0,,
14.0,17.5,38.94,5.98,,,34.86,,2023-03-20 17:30:00,,0.0,,
14.0,17.5,39.53,5.86,,,35.25,,2023-03-20 17:45:00,,0.0,,
11.68,14.55,38.69,6.75,,,35.04,,2023-03-20 18:00:00,,0.0,,
11.0,13.75,37.2,6.08,,,33.48,,2023-03-20 18:15:00,,0.0,,
11.0,13.75,36.33,5.92,,,32.7,,2023-03-20 18:30:00,,0.0,,
11.0,13.75,36.46,5.69,,,32.67,,2023-03-20 18:45:00,,0.0,,
7.13,8.84,36.62,6.1,,,33.03,,2023-03-20 19:00:00,,0.0,,
6.0,7.5,34.31,7.14,,,31.68,,2023-03-20 19:15:00,,0.0,,
6.0,7.5,33.73,6.54,,,30.89,,2023-03-20 19:30:00,,0.0,,
6.0,7.5,34.82,3.24,,,30.04,,2023-03-20 19:45:00,,0.0,,
7.55,9.43,35.01,4.19,,,30.69,,2023-03-20 20:00:00,,0.0,,
8.0,10.0,33.24,6.34,,,30.39,,2023-03-20 20:15:00,,0.0,,
8.0,10.0,33.17,5.18,,,29.72,,2023-03-20 20:30:00,,0.0,,
8.0,10.0,33.08,6.17,,,30.18,,2023-03-20 20:45:00,,0.0,,
7.23,9.03,32.44,6.64,,,29.92,,2023-03-20 21:00:00,,0.0,,
7.0,8.75,31.53,6.58,,,29.13,,2023-03-20 21:15:00,,0.0,,
