pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,wd,timestamp,nh3
26.22,112.03,2.5,4.15,12.85,0.61,6.65,1.89,34.93,64.15,144.14,2024-11-07 19:30:00,7.64
25.99,109.98,2.64,4.46,12.55,0.62,7.11,1.36,34.95,64.15,135.87,2024-11-07 19:45:00,7.71
26.65,109.32,2.67,4.57,12.7,0.6,7.23,0.68,34.95,64.14,151.65,2024-11-07 20:00:00,7.79
30.51,110.26,2.72,4.52,12.63,0.58,7.24,1.4,34.92,64.14,142.78,2024-11-07 20:15:00,7.86
37.51,108.92,2.78,4.42,12.69,0.6,7.19,2.5,34.92,64.14,122.34,2024-11-07 20:30:00,7.88
41.86,108.66,2.71,4.5,12.87,0.54,7.21,2.22,34.94,64.15,132.72,2024-11-07 20:45:00,7.75
44.34,108.83,2.84,4.62,12.58,0.62,7.47,0.34,34.94,64.15,166.69,2024-11-07 21:00:00,7.81
44.07,109.44,2.83,4.73,12.56,0.62,7.56,0.34,34.94,64.15,180.07,2024-11-07 21:15:00,7.86
41.04,115.39,2.88,4.56,12.46,0.61,7.44,0.51,34.95,64.15,182.95,2024-11-07 21:30:00,7.76
33.7,120.9,2.93,4.47,12.47,0.6,7.4,0.53,34.96,64.16,173.63,2024-11-07 21:45:00,7.69
28.76,133.42,2.97,4.45,12.84,0.59,7.42,0.1,34.96,64.15,181.17,2024-11-07 22:00:00,7.61
25.74,140.98,2.95,4.47,12.86,0.56,7.42,0.36,34.95,64.15,177.6,2024-11-07 22:15:00,7.67
26.31,141.1,2.98,4.5,12.8,0.56,7.48,0.48,34.97,64.15,184.0,2024-11-07 22:30:00,7.65
26.68,139.27,2.92,4.51,12.69,0.53,7.43,0.11,34.95,64.15,182.11,2024-11-07 22:45:00,7.97
27.48,134.6,2.88,4.58,12.52,0.5,7.45,0.08,34.91,64.13,173.88,2024-11-07 23:00:00,8.35
27.51,126.74,2.79,4.46,12.57,0.49,7.26,0.14,34.88,64.11,164.81,2024-11-07 23:15:00,8.54
28.27,119.46,2.85,4.27,12.5,0.48,7.13,0.29,34.86,64.11,154.0,2024-11-07 23:30:00,8.63
29.74,112.3,2.87,4.55,12.77,0.49,7.42,0.29,34.92,64.13,130.72,2024-11-07 23:45:00,8.07
30.21,104.2,2.89,4.73,12.83,0.47,7.61,0.1,34.93,64.14,158.86,2024-11-08 00:00:00,7.5
29.95,95.77,2.89,4.46,12.84,0.45,7.35,0.02,34.96,64.15,168.7,2024-11-08 00:15:00,7.36
28.69,89.79,2.99,4.27,12.85,0.45,7.26,0.4,34.97,64.15,165.7,2024-11-08 00:30:00,7.2
26.83,83.74,2.93,4.29,12.57,0.44,7.21,0.58,34.98,64.16,166.56,2024-11-08 00:45:00,6.98
25.33,77.35,2.84,4.24,12.53,0.42,7.08,0.59,34.96,64.15,174.31,2024-11-08 01:00:00,6.98
23.42,69.45,2.73,4.44,12.95,0.45,7.17,1.05,34.94,64.14,173.09,2024-11-08 01:15:00,7.17
22.26,63.17,2.75,4.12,12.71,0.44,6.87,0.67,34.91,64.13,163.2,2024-11-08 01:30:00,7.35
21.74,57.52,2.68,4.14,13.06,0.49,6.81,1.37,34.9,64.12,136.94,2024-11-08 01:45:00,7.65
22.09,53.23,2.75,3.91,12.69,0.46,6.67,0.8,34.87,64.11,121.96,2024-11-08 02:00:00,7.93
23.0,51.31,2.7,4.02,12.87,0.43,6.72,1.19,34.86,64.11,134.04,2024-11-08 02:15:00,7.71
24.75,51.03,2.76,3.97,12.53,0.42,6.73,1.17,34.93,64.14,116.46,2024-11-08 02:30:00,6.82
26.59,51.28,2.8,3.81,12.63,0.42,6.61,0.27,34.98,64.16,122.28,2024-11-08 02:45:00,6.39
28.58,49.91,2.83,3.72,12.68,0.42,6.55,0.26,34.98,64.17,101.39,2024-11-08 03:00:00,6.31
29.33,46.14,2.68,4.01,12.61,0.42,6.69,0.33,34.99,64.17,100.96,2024-11-08 03:15:00,6.19
29.35,42.6,2.75,3.79,12.69,0.44,6.53,0.27,34.97,64.16,55.43,2024-11-08 03:30:00,6.52
28.03,39.31,2.8,3.95,12.75,0.44,6.75,0.35,34.94,64.15,69.44,2024-11-08 03:45:00,6.82
26.2,38.07,2.78,3.92,12.82,0.44,6.7,0.38,34.9,64.12,178.05,2024-11-08 04:00:00,7.26
25.2,39.19,2.8,3.95,12.53,0.46,6.74,0.57,34.86,64.11,148.89,2024-11-08 04:15:00,7.41
25.73,40.95,2.76,3.74,12.89,0.44,6.49,0.36,34.86,64.1,183.8,2024-11-08 04:30:00,7.48
26.32,42.16,2.69,3.81,12.84,0.44,6.5,0.44,34.85,64.1,156.08,2024-11-08 04:45:00,7.39
27.39,45.0,2.74,3.91,12.97,0.53,6.64,0.22,34.9,64.13,136.57,2024-11-08 05:00:00,6.68
29.05,51.44,2.79,3.79,12.9,0.56,6.58,0.12,34.93,64.14,123.44,2024-11-08 05:15:00,6.36
28.92,56.08,2.95,4.16,12.69,0.53,7.11,0.03,34.97,64.16,59.06,2024-11-08 05:30:00,6.52
28.33,59.28,3.04,4.36,12.85,0.51,7.41,0.03,34.96,64.16,50.22,2024-11-08 05:45:00,7.07
27.74,60.83,3.14,4.6,12.51,0.53,7.74,0.22,34.93,64.15,63.43,2024-11-08 06:00:00,7.6
26.11,61.31,3.24,4.79,13.1,0.52,8.03,0.01,34.9,64.14,64.01,2024-11-08 06:15:00,8.08
25.32,60.76,3.31,4.75,13.0,0.55,8.06,0.04,34.85,64.13,74.48,2024-11-08 06:30:00,8.73
27.5,61.25,3.34,5.2,12.69,0.6,8.55,0.08,34.77,64.11,109.91,2024-11-08 06:45:00,9.25
29.3,64.04,3.43,5.3,12.89,0.52,8.74,0.01,34.71,64.11,110.71,2024-11-08 07:00:00,9.63
29.67,66.9,3.57,5.21,12.46,0.51,8.78,0.56,34.6,64.11,115.76,2024-11-08 07:15:00,9.8
30.37,71.75,3.59,5.18,12.49,0.56,8.78,1.07,34.5,64.12,115.0,2024-11-08 07:30:00,9.55
32.86,77.7,3.66,5.27,12.53,0.53,8.92,3.64,34.47,64.15,120.21,2024-11-08 07:45:00,8.95
34.57,80.74,3.7,5.02,12.41,0.47,8.73,5.53,34.38,64.16,118.31,2024-11-08 08:00:00,8.58
34.61,79.96,3.43,5.45,12.94,0.46,8.88,7.21,34.29,64.16,107.15,2024-11-08 08:15:00,8.29
33.31,76.69,3.51,5.06,12.87,0.44,8.57,8.54,34.2,64.16,120.59,2024-11-08 08:30:00,7.99
29.92,74.02,3.27,5.07,12.76,0.45,8.34,9.26,34.1,64.17,113.4,2024-11-08 08:45:00,7.57
26.76,70.56,3.16,4.86,12.58,0.43,8.02,10.14,34.0,64.16,115.97,2024-11-08 09:00:00,7.3
24.97,66.73,3.24,4.36,12.71,0.44,7.59,10.9,34.13,64.17,124.95,2024-11-08 09:15:00,7.13
22.74,63.64,3.08,4.64,12.7,0.45,7.72,10.44,34.17,64.17,126.72,2024-11-08 09:30:00,6.85
20.67,60.62,2.76,4.66,12.46,0.4,7.42,13.33,33.67,64.09,113.3,2024-11-08 09:45:00,6.75
18.31,56.84,2.53,4.31,12.69,0.39,6.83,14.35,33.93,64.14,120.98,2024-11-08 10:00:00,5.97
15.82,54.2,2.57,3.81,12.53,0.43,6.37,12.83,34.23,64.17,118.85,2024-11-08 10:15:00,5.55
14.88,52.58,2.44,3.7,12.46,0.4,6.14,13.21,34.12,64.16,104.91,2024-11-08 10:30:00,5.28
13.95,50.94,2.42,4.39,12.88,0.42,6.81,15.33,34.42,64.15,123.67,2024-11-08 10:45:00,6.39
12.9,51.55,2.34,5.02,12.66,0.44,7.36,15.21,34.53,64.13,125.25,2024-11-08 11:00:00,7.29
11.44,52.08,2.67,6.35,12.77,0.46,9.02,13.62,34.08,64.1,120.3,2024-11-08 11:15:00,9.03
10.02,52.92,2.43,5.51,13.16,0.46,7.94,17.55,34.12,64.11,128.09,2024-11-08 11:30:00,8.16
9.47,54.16,2.08,4.06,12.81,0.42,6.13,21.05,33.36,64.13,105.64,2024-11-08 11:45:00,6.47
8.81,54.6,1.92,3.95,12.55,0.4,5.87,22.48,33.57,64.12,102.03,2024-11-08 12:00:00,6.46
8.77,54.59,1.89,4.84,12.8,0.39,6.73,24.35,33.79,64.14,132.19,2024-11-08 12:15:00,7.59
11.0,54.78,1.95,5.55,12.89,0.38,7.49,22.77,33.74,64.15,115.43,2024-11-08 12:30:00,7.65
12.17,55.29,1.74,3.63,12.84,0.35,5.38,23.04,33.46,64.16,118.87,2024-11-08 12:45:00,5.68
13.9,53.31,1.84,5.27,12.84,0.39,7.11,21.09,34.39,64.13,100.06,2024-11-08 13:00:00,7.13
16.52,52.14,2.15,6.26,12.74,0.42,8.41,21.46,33.18,63.83,139.84,2024-11-08 13:15:00,8.0
18.51,51.48,2.01,3.45,12.98,0.37,5.45,29.98,33.13,63.96,114.56,2024-11-08 13:30:00,5.11
20.65,49.24,1.9,3.81,12.78,0.38,5.7,28.85,33.51,64.15,124.32,2024-11-08 13:45:00,5.65
21.3,46.5,1.95,3.79,12.89,0.37,5.74,25.8,33.87,64.16,121.54,2024-11-08 14:00:00,5.64
21.2,43.79,1.95,4.47,12.75,0.39,6.42,25.85,33.57,64.16,145.06,2024-11-08 14:15:00,5.67
20.81,42.12,2.06,3.97,12.74,0.35,6.03,26.93,33.91,64.16,119.58,2024-11-08 14:30:00,5.59
20.94,40.13,2.03,3.99,12.76,0.36,6.02,25.13,34.29,61.4,122.01,2024-11-08 14:45:00,5.6
20.66,39.13,2.04,4.67,12.94,0.36,6.71,25.18,34.39,60.69,145.25,2024-11-08 15:00:00,6.07
20.67,38.98,2.24,5.41,12.64,0.37,7.65,21.02,34.43,62.51,141.28,2024-11-08 15:15:00,6.99
20.76,39.23,1.99,5.29,12.78,0.37,7.28,23.87,34.41,62.7,132.34,2024-11-08 15:30:00,6.55
19.53,38.22,1.93,5.43,12.7,0.36,7.36,22.23,34.24,62.96,129.38,2024-11-08 15:45:00,6.92
17.75,37.41,2.03,6.55,12.42,0.37,8.58,20.13,34.46,63.77,126.74,2024-11-08 16:00:00,8.0
16.67,38.12,2.22,8.38,12.78,0.4,10.6,14.61,34.35,64.21,139.1,2024-11-08 16:15:00,9.75
16.44,38.77,1.67,4.91,12.73,0.36,6.58,22.85,34.55,64.05,163.29,2024-11-08 16:30:00,6.02
16.05,39.41,1.7,4.85,12.84,0.37,6.55,21.39,34.67,64.08,176.68,2024-11-08 16:45:00,6.08
16.65,38.85,1.99,7.11,12.64,0.37,9.1,15.48,34.78,64.1,172.74,2024-11-08 17:00:00,8.07
17.93,38.67,2.87,11.48,12.63,0.41,14.34,6.63,34.88,64.13,167.06,2024-11-08 17:15:00,12.97
18.37,39.58,2.82,11.4,12.72,0.45,14.21,5.79,34.85,64.05,169.13,2024-11-08 17:30:00,12.52
18.42,41.88,2.54,8.78,12.68,0.47,11.32,8.75,34.42,63.81,167.68,2024-11-08 17:45:00,9.65
19.47,44.79,3.54,11.32,12.87,0.47,14.85,4.49,34.35,63.78,160.19,2024-11-08 18:00:00,13.22
21.65,48.32,5.0,14.63,12.82,0.58,19.63,3.08,34.39,63.8,165.51,2024-11-08 18:15:00,17.6
24.43,59.89,3.71,10.15,12.83,0.5,13.86,5.73,34.41,63.81,182.21,2024-11-08 18:30:00,11.41
28.98,83.5,3.89,10.39,12.93,0.51,14.28,4.06,34.43,63.82,181.91,2024-11-08 18:45:00,11.99
35.1,115.43,4.28,11.15,12.59,0.52,15.43,3.6,34.45,63.83,182.28,2024-11-08 19:00:00,13.11
40.39,152.93,5.26,12.69,12.8,0.56,17.95,4.79,34.46,63.83,182.31,2024-11-08 19:15:00,15.78
45.17,188.74,3.55,6.85,12.74,0.52,10.4,17.79,34.47,63.84,182.2,2024-11-08 19:30:00,8.09
48.64,218.78,3.37,6.63,13.03,0.51,10.0,20.48,34.47,63.85,174.55,2024-11-08 19:45:00,7.58
51.71,245.89,3.46,6.99,12.8,0.51,10.45,16.88,34.48,63.85,181.77,2024-11-08 20:00:00,7.62
54.79,272.85,3.44,5.26,13.02,0.48,8.7,14.09,34.49,63.86,182.28,2024-11-08 20:15:00,6.32
56.74,287.6,3.46,6.49,12.93,0.69,9.95,11.77,34.49,63.86,163.4,2024-11-08 20:30:00,7.63
58.4,300.45,4.24,10.04,13.34,0.78,14.28,8.14,34.49,63.85,171.72,2024-11-08 20:45:00,11.83
59.57,309.77,4.2,8.21,12.56,0.63,12.42,15.71,34.47,63.84,181.24,2024-11-08 21:00:00,10.25
60.81,312.81,3.87,8.42,12.87,0.59,12.29,10.72,34.45,63.82,182.12,2024-11-08 21:15:00,10.35
60.87,308.44,4.02,8.72,12.64,0.55,12.75,7.44,34.44,63.81,182.1,2024-11-08 21:30:00,10.21
60.12,297.98,3.38,6.03,12.6,0.53,9.41,8.81,34.42,63.8,181.99,2024-11-08 21:45:00,7.05
59.51,288.19,3.23,5.22,12.83,0.52,8.45,10.02,34.41,63.8,179.81,2024-11-08 22:00:00,6.15
59.65,283.55,3.15,5.22,13.0,0.52,8.37,10.47,34.41,63.8,180.59,2024-11-08 22:15:00,5.93
59.57,280.66,3.41,6.37,13.13,0.52,9.79,7.31,34.4,63.79,181.89,2024-11-08 22:30:00,7.66
58.34,270.63,3.81,7.85,12.73,0.54,11.66,2.14,34.4,63.79,173.7,2024-11-08 22:45:00,9.45
56.4,254.63,3.65,6.85,12.88,0.49,10.49,3.04,34.41,63.81,164.96,2024-11-08 23:00:00,7.99
53.53,235.67,3.31,4.62,12.82,0.44,7.93,5.29,34.42,63.8,174.91,2024-11-08 23:15:00,5.36
50.11,215.13,3.29,4.74,12.86,0.45,8.03,2.87,34.43,63.81,168.03,2024-11-08 23:30:00,5.74
46.56,195.04,3.71,6.94,12.72,0.47,10.65,0.88,34.42,63.81,180.39,2024-11-08 23:45:00,8.26
42.69,176.15,3.51,4.89,12.78,0.47,8.4,2.86,34.42,63.81,178.1,2024-11-09 00:00:00,6.15
39.13,157.04,3.2,3.6,12.8,0.45,6.8,4.51,34.42,63.81,179.79,2024-11-09 00:15:00,4.48
36.62,140.58,3.35,3.45,12.78,0.46,6.8,4.02,34.41,63.8,180.43,2024-11-09 00:30:00,4.61
34.1,126.54,3.43,4.87,12.7,0.46,8.3,2.43,34.41,63.81,177.71,2024-11-09 00:45:00,5.87
32.57,114.05,3.39,4.35,12.62,0.45,7.74,2.33,34.42,63.81,180.58,2024-11-09 01:00:00,5.39
30.62,102.98,3.19,3.27,12.88,0.47,6.46,2.75,34.41,63.81,179.62,2024-11-09 01:15:00,3.97
29.34,94.27,3.43,4.94,13.06,0.45,8.37,0.76,34.43,63.82,169.91,2024-11-09 01:30:00,5.65
29.11,88.09,3.78,5.81,12.58,0.49,9.59,0.74,34.43,63.82,123.9,2024-11-09 01:45:00,7.37
27.85,83.1,3.86,6.2,12.74,0.44,10.06,0.24,34.44,63.82,139.65,2024-11-09 02:00:00,7.48
26.8,77.93,3.61,5.03,12.96,0.45,8.64,0.64,34.46,63.84,144.03,2024-11-09 02:15:00,5.92
25.55,72.0,3.25,3.77,12.85,0.44,7.02,0.83,34.39,63.81,161.13,2024-11-09 02:30:00,4.59
24.65,66.77,3.2,4.09,12.85,0.43,7.29,0.71,34.33,63.82,137.15,2024-11-09 02:45:00,4.97
23.19,62.01,4.36,7.23,12.64,0.43,11.59,0.04,34.28,63.81,142.8,2024-11-09 03:00:00,10.01
21.98,58.57,3.91,6.02,12.9,0.42,9.93,0.03,34.24,63.8,152.06,2024-11-09 03:15:00,8.52
21.21,55.67,3.47,5.76,12.7,0.41,9.24,0.28,34.19,63.78,160.62,2024-11-09 03:30:00,7.5
20.78,54.02,4.07,6.7,13.16,0.42,10.77,0.01,34.19,63.75,158.73,2024-11-09 03:45:00,9.06
21.14,53.09,3.65,5.34,12.81,0.41,8.98,0.29,34.28,63.76,97.42,2024-11-09 04:00:00,7.44
21.68,52.97,7.49,14.4,12.64,0.44,21.89,0.03,34.37,63.79,109.71,2024-11-09 04:15:00,20.54
22.24,50.91,7.22,13.78,13.18,0.46,21.0,0.01,34.4,63.81,124.35,2024-11-09 04:30:00,19.52
22.82,49.88,6.74,12.41,12.74,0.46,19.15,,34.42,63.82,113.52,2024-11-09 04:45:00,17.25
23.91,48.76,8.62,16.76,12.95,0.48,25.37,,34.44,63.83,125.43,2024-11-09 05:00:00,23.96
24.41,48.38,6.62,12.59,13.07,0.47,19.22,,34.44,63.82,118.38,2024-11-09 05:15:00,17.41
23.92,49.5,6.0,11.59,12.85,0.5,17.58,0.02,34.38,63.84,117.25,2024-11-09 05:30:00,15.99
23.93,50.27,6.3,12.33,13.02,0.53,18.63,,34.32,63.83,134.59,2024-11-09 05:45:00,16.95
23.81,50.1,5.96,11.58,13.1,0.56,17.54,0.15,34.29,63.84,130.06,2024-11-09 06:00:00,16.22
24.98,49.9,4.4,7.71,12.77,0.48,12.11,0.87,34.25,63.83,124.31,2024-11-09 06:15:00,10.18
26.71,49.62,5.22,9.89,12.92,0.53,15.1,0.65,34.17,63.8,126.11,2024-11-09 06:30:00,13.72
27.26,51.18,6.3,13.57,12.6,0.52,19.87,0.28,34.09,63.79,138.79,2024-11-09 06:45:00,18.97
27.63,53.23,6.05,13.19,12.92,0.53,19.23,1.06,33.94,63.77,126.28,2024-11-09 07:00:00,18.11
28.19,57.27,5.53,10.57,12.66,0.53,16.1,2.5,33.87,63.75,122.95,2024-11-09 07:15:00,14.89
28.57,61.87,4.07,5.73,12.49,0.46,9.8,8.43,33.83,63.77,130.12,2024-11-09 07:30:00,7.86
28.09,62.76,4.13,5.77,12.85,0.47,9.9,8.74,33.76,63.8,129.62,2024-11-09 07:45:00,7.82
27.22,62.16,4.31,7.11,12.76,0.47,11.42,8.06,33.63,63.8,135.88,2024-11-09 08:00:00,8.98
26.01,62.26,4.35,7.27,12.63,0.46,11.62,8.24,33.55,63.8,132.9,2024-11-09 08:15:00,9.42
24.51,61.25,4.34,6.98,12.57,0.45,11.32,9.81,33.45,63.82,133.99,2024-11-09 08:30:00,8.66
23.51,62.19,4.12,7.08,12.62,0.46,11.2,10.49,33.36,63.79,122.49,2024-11-09 08:45:00,8.77
22.29,62.93,4.08,6.38,12.97,0.42,10.46,13.64,33.3,63.8,125.08,2024-11-09 09:00:00,8.13
21.59,64.07,3.85,6.45,12.91,0.43,10.3,14.29,33.25,63.81,128.05,2024-11-09 09:15:00,7.78
20.92,64.58,3.53,6.04,12.66,0.42,9.57,15.31,33.64,64.1,108.14,2024-11-09 09:30:00,7.13
19.82,63.64,3.2,6.05,12.98,0.41,9.25,17.12,33.72,64.15,121.89,2024-11-09 09:45:00,6.96
17.87,62.66,2.64,4.72,13.06,0.38,7.37,20.58,33.71,64.17,122.21,2024-11-09 10:00:00,5.33
16.33,60.95,2.54,5.06,12.74,0.38,7.6,20.07,33.67,64.17,126.08,2024-11-09 10:15:00,5.5
14.27,60.11,2.62,5.58,12.54,0.37,8.2,17.31,33.55,64.17,156.1,2024-11-09 10:30:00,6.32
11.63,60.98,2.61,5.61,12.75,0.36,8.22,18.99,33.59,64.27,135.42,2024-11-09 10:45:00,6.28
9.38,62.9,2.44,5.48,12.62,0.35,7.91,20.97,33.6,64.12,150.57,2024-11-09 11:00:00,6.01
11.23,63.54,2.23,4.04,12.87,0.31,6.26,24.28,33.43,63.83,141.34,2024-11-09 11:15:00,4.35
11.6,62.56,2.21,4.11,12.84,0.32,6.32,26.48,33.4,62.03,138.08,2024-11-09 11:30:00,4.38
12.64,61.36,2.25,6.19,12.47,0.3,8.44,24.96,33.38,61.55,154.67,2024-11-09 11:45:00,6.46
14.89,60.17,2.23,5.05,12.72,0.3,7.28,26.0,33.33,59.91,127.55,2024-11-09 12:00:00,5.43
17.24,59.77,2.13,3.84,12.89,0.27,5.97,28.34,33.38,59.45,123.97,2024-11-09 12:15:00,4.24
18.17,59.5,2.28,4.38,12.91,0.29,6.66,29.09,33.47,60.37,149.07,2024-11-09 12:30:00,4.61
18.25,59.07,2.13,4.34,12.68,0.31,6.47,30.26,33.53,60.42,128.33,2024-11-09 12:45:00,4.61
19.32,57.91,2.24,4.96,12.6,0.3,7.2,30.43,33.48,58.94,127.59,2024-11-09 13:00:00,5.25
20.6,56.97,2.1,5.21,12.74,0.3,7.31,34.69,33.44,58.67,146.72,2024-11-09 13:15:00,5.32
21.13,55.7,2.09,4.59,12.94,0.31,6.68,31.92,33.39,58.87,145.16,2024-11-09 13:30:00,4.95
21.48,53.85,2.1,4.9,13.01,0.34,7.0,27.73,33.45,58.9,162.04,2024-11-09 13:45:00,5.36
21.33,51.81,2.19,4.27,12.79,0.33,6.46,29.85,33.23,58.64,145.58,2024-11-09 14:00:00,4.32
21.82,50.02,2.02,4.07,13.2,0.33,6.09,29.91,33.49,58.86,147.61,2024-11-09 14:15:00,3.94
22.52,48.17,2.06,4.63,12.84,0.35,6.68,29.68,34.46,61.44,146.17,2024-11-09 14:30:00,4.9
22.47,46.95,1.89,4.33,12.66,0.34,6.22,33.98,33.92,61.78,133.31,2024-11-09 14:45:00,4.33
22.25,46.39,2.03,4.89,12.78,0.32,6.92,27.39,34.38,60.89,148.76,2024-11-09 15:00:00,5.12
22.18,45.62,2.08,5.33,12.83,0.32,7.41,24.75,33.87,60.71,134.05,2024-11-09 15:15:00,5.26
20.63,44.88,2.43,5.79,12.88,0.33,8.22,24.25,33.72,58.42,131.86,2024-11-09 15:30:00,5.71
20.61,44.18,2.56,4.87,12.76,0.32,7.44,22.65,33.94,59.38,141.9,2024-11-09 15:45:00,4.83
21.55,43.44,2.89,6.19,13.09,0.34,9.08,23.27,34.0,60.5,133.31,2024-11-09 16:00:00,6.1
21.82,42.57,2.97,5.27,12.93,0.35,8.24,26.74,33.88,59.91,127.45,2024-11-09 16:15:00,5.11
22.02,42.33,2.95,4.1,13.17,0.36,7.05,27.83,34.02,59.39,126.11,2024-11-09 16:30:00,4.26
22.25,42.39,3.16,5.45,13.09,0.36,8.61,23.65,34.19,60.9,118.24,2024-11-09 16:45:00,5.5
22.08,42.84,3.47,8.67,12.83,0.41,12.14,14.17,34.28,62.76,121.81,2024-11-09 17:00:00,8.85
22.57,43.58,3.53,9.62,13.09,0.48,13.14,11.38,34.33,64.0,119.84,2024-11-09 17:15:00,9.56
22.81,43.54,3.63,9.65,12.8,0.49,13.28,11.72,34.41,63.91,122.83,2024-11-09 17:30:00,9.84
21.2,44.52,3.86,10.05,12.84,0.54,13.92,8.4,34.46,63.85,122.48,2024-11-09 17:45:00,10.5
21.48,46.23,3.71,9.48,12.86,0.51,13.19,9.27,34.48,63.86,117.68,2024-11-09 18:00:00,9.81
22.7,48.93,4.34,12.37,12.99,0.65,16.71,5.7,34.49,63.86,117.52,2024-11-09 18:15:00,13.38
21.26,52.39,4.33,11.88,12.82,0.6,16.22,5.45,34.5,63.91,120.93,2024-11-09 18:30:00,12.76
20.48,55.93,4.05,9.93,12.91,0.55,13.98,7.97,34.5,63.3,130.92,2024-11-09 18:45:00,10.94
20.11,61.14,6.29,17.76,12.83,0.7,24.05,1.18,34.5,63.32,136.15,2024-11-09 19:00:00,21.19
18.81,67.48,5.14,14.38,13.12,0.57,19.53,2.38,34.5,63.62,141.62,2024-11-09 19:15:00,16.35
18.84,72.75,6.88,18.61,12.98,0.65,25.49,0.56,34.5,63.4,142.5,2024-11-09 19:30:00,22.57
19.45,76.1,5.99,16.47,12.96,0.66,22.46,1.34,34.5,62.85,130.44,2024-11-09 19:45:00,19.39
20.46,77.94,6.22,16.38,12.62,0.76,22.6,2.12,34.5,64.13,114.34,2024-11-09 20:00:00,19.83
23.07,81.58,5.95,15.39,13.02,0.66,21.34,0.51,34.5,63.87,154.94,2024-11-09 20:15:00,18.67
24.94,83.72,5.95,13.88,12.93,0.63,19.83,1.73,34.51,63.88,181.47,2024-11-09 20:30:00,16.65
26.55,84.73,4.47,9.26,13.27,0.57,13.73,4.58,34.51,63.88,181.97,2024-11-09 20:45:00,10.38
27.66,86.5,3.75,6.15,12.67,0.46,9.9,9.5,34.5,63.87,178.73,2024-11-09 21:00:00,6.56
28.26,86.67,3.73,6.42,12.73,0.44,10.15,8.72,34.5,63.87,177.47,2024-11-09 21:15:00,6.99
29.14,87.05,4.06,8.3,12.79,0.44,12.36,5.26,34.48,63.86,173.11,2024-11-09 21:30:00,9.16
29.93,89.14,4.43,9.36,12.83,0.47,13.78,4.45,34.47,63.85,182.53,2024-11-09 21:45:00,10.59
30.18,91.38,3.92,7.98,13.06,0.45,11.9,6.67,34.46,63.84,182.35,2024-11-09 22:00:00,8.37
30.36,91.63,3.8,7.36,12.77,0.44,11.16,7.62,34.44,63.83,182.34,2024-11-09 22:15:00,8.28
30.34,91.68,3.97,8.48,12.76,0.41,12.45,7.65,34.45,63.84,182.42,2024-11-09 22:30:00,8.87
30.01,92.95,3.58,6.71,12.77,0.43,10.29,8.35,34.45,63.84,175.51,2024-11-09 22:45:00,6.85
29.77,94.0,3.7,6.89,12.72,0.44,10.59,9.07,34.45,63.83,182.4,2024-11-09 23:00:00,7.25
30.1,94.76,3.55,6.85,12.89,0.43,10.4,6.81,34.45,63.83,180.25,2024-11-09 23:15:00,7.06
31.08,94.86,3.35,4.61,12.97,0.4,7.96,12.31,34.45,63.83,181.75,2024-11-09 23:30:00,4.5
30.12,92.79,3.65,6.56,12.83,0.4,10.2,6.39,34.45,63.83,182.7,2024-11-09 23:45:00,7.07
29.44,90.88,4.26,8.84,12.75,0.4,13.1,3.34,34.45,63.84,176.35,2024-11-10 00:00:00,9.71
28.74,89.25,3.54,5.35,12.93,0.42,8.89,7.27,34.44,63.83,180.59,2024-11-10 00:15:00,5.61
28.0,84.91,3.65,6.36,12.6,0.42,10.02,5.81,34.43,63.82,181.53,2024-11-10 00:30:00,6.56
27.3,81.53,3.55,5.97,12.92,0.4,9.52,5.48,34.43,63.83,107.48,2024-11-10 00:45:00,6.08
26.2,81.32,3.47,4.35,12.78,0.41,7.82,7.51,34.45,63.85,66.04,2024-11-10 01:00:00,4.32
24.79,80.32,3.27,4.13,12.6,0.39,7.4,9.92,34.45,63.84,182.21,2024-11-10 01:15:00,4.06
23.58,78.25,3.39,4.77,13.09,0.37,8.16,7.75,34.46,63.84,181.14,2024-11-10 01:30:00,4.86
22.52,74.71,3.31,3.89,12.8,0.36,7.2,9.41,34.47,63.85,181.36,2024-11-10 01:45:00,3.76
21.04,70.68,3.28,3.68,12.75,0.36,6.96,11.55,34.46,63.84,182.47,2024-11-10 02:00:00,3.47
20.07,66.99,3.36,3.41,13.0,0.36,6.77,11.52,34.45,63.84,182.44,2024-11-10 02:15:00,3.23
18.97,63.44,3.47,4.17,12.91,0.37,7.64,7.82,34.46,63.84,143.66,2024-11-10 02:30:00,4.5
18.56,60.48,5.16,10.4,12.79,0.42,15.56,0.44,34.47,63.85,115.22,2024-11-10 02:45:00,12.57
19.11,57.87,5.3,10.03,12.84,0.43,15.33,0.68,34.51,63.87,64.02,2024-11-10 03:00:00,12.32
19.08,54.23,4.08,6.94,12.89,0.44,11.02,1.24,34.49,63.86,77.25,2024-11-10 03:15:00,7.66
19.82,51.06,3.98,6.72,12.7,0.44,10.7,1.55,34.39,63.82,51.1,2024-11-10 03:30:00,7.65
21.31,50.3,3.67,6.29,12.69,0.44,9.96,1.84,34.33,63.81,31.6,2024-11-10 03:45:00,6.99
24.81,51.11,4.03,7.32,12.84,0.45,11.36,1.49,34.25,63.8,33.07,2024-11-10 04:00:00,9.09
28.85,51.32,3.99,8.15,12.73,0.44,12.14,0.29,34.21,63.79,140.53,2024-11-10 04:15:00,9.83
