pm2.5,pm10,no,no2,so2,co,nox,at,rh,ws,wd,bp,timestamp,nh3
41.02,87.0,5.83,4.11,4.09,,4.82,30.43,53.55,1.15,253.72,1009.28,2023-12-24 11:15:00,11.69
41.02,87.0,5.86,4.07,4.15,,4.79,30.61,52.48,0.9,267.42,1009.12,2023-12-24 11:30:00,11.69
41.02,87.0,5.91,3.96,3.87,,4.78,29.95,48.96,1.49,104.78,1008.94,2023-12-24 11:45:00,11.69
39.24,83.07,5.81,4.15,4.05,,4.87,29.55,50.87,2.11,69.71,1008.63,2023-12-24 12:00:00,11.68
38.26,81.0,5.82,4.04,4.01,,4.8,29.38,51.15,2.01,54.06,1008.4,2023-12-24 12:15:00,11.69
38.26,81.0,5.94,4.0,4.19,,4.87,29.06,52.83,1.69,52.93,1008.16,2023-12-24 12:30:00,11.69
38.26,81.0,5.88,4.03,4.19,,4.8,28.77,53.9,1.75,53.81,1007.86,2023-12-24 12:45:00,11.69
35.89,75.84,5.91,4.02,4.05,,4.82,28.79,55.78,1.26,90.22,1007.63,2023-12-24 13:00:00,11.69
34.58,73.0,5.83,4.13,4.26,,4.84,28.74,57.5,1.35,107.67,1007.33,2023-12-24 13:15:00,11.69
34.58,73.0,5.78,4.1,4.21,,4.8,29.1,58.4,1.7,61.58,1007.07,2023-12-24 13:30:00,11.69
34.58,73.0,5.87,4.02,4.36,,4.78,29.35,59.34,1.62,72.48,1006.86,2023-12-24 13:45:00,11.69
37.54,79.33,5.9,4.1,4.35,,4.87,29.02,61.23,2.02,61.22,1006.75,2023-12-24 14:00:00,11.69
39.18,83.0,5.81,4.11,4.32,,4.84,28.28,62.76,2.58,48.86,1006.65,2023-12-24 14:15:00,11.69
39.18,83.0,5.9,4.08,4.22,,4.86,27.44,66.12,2.34,64.19,1006.61,2023-12-24 14:30:00,11.69
39.18,83.0,5.82,4.12,4.07,,4.81,27.17,66.95,1.82,61.95,1006.62,2023-12-24 14:45:00,11.7
37.1,78.57,5.9,4.11,4.14,,4.89,26.85,68.9,1.48,98.0,1006.57,2023-12-24 15:00:00,11.69
35.96,76.0,5.9,3.98,3.97,,4.8,26.88,70.02,0.92,81.47,1006.44,2023-12-24 15:15:00,11.7
35.96,76.0,5.88,4.12,4.14,,4.86,26.8,71.05,1.09,84.17,1006.41,2023-12-24 15:30:00,11.69
35.96,76.0,5.94,4.04,3.95,,4.88,26.75,72.2,1.93,44.68,1006.42,2023-12-24 15:45:00,11.69
37.74,79.87,5.98,4.05,3.95,,4.88,27.01,69.99,1.93,50.03,1006.44,2023-12-24 16:00:00,11.69
38.72,82.0,5.89,4.11,3.94,,4.87,27.1,68.95,2.23,45.81,1006.42,2023-12-24 16:15:00,11.69
38.72,82.0,6.09,3.94,3.98,,4.9,27.08,70.04,2.12,44.23,1006.42,2023-12-24 16:30:00,11.69
38.72,82.0,6.03,3.94,3.92,,4.86,27.13,70.67,2.07,54.65,1006.5,2023-12-24 16:45:00,11.69
40.2,85.22,5.93,4.01,4.18,,4.83,27.19,71.19,1.9,51.95,1006.44,2023-12-24 17:00:00,11.69
41.02,87.0,5.99,3.97,4.34,,4.86,27.11,71.9,1.72,48.27,1006.56,2023-12-24 17:15:00,11.69
41.02,87.0,6.02,4.0,4.05,,4.9,26.96,72.56,1.94,44.49,1006.71,2023-12-24 17:30:00,11.69
41.02,87.0,6.04,4.0,4.16,,4.93,26.8,72.69,2.27,49.01,1006.93,2023-12-24 17:45:00,11.68
43.39,91.86,6.03,4.0,4.19,,4.9,26.62,73.98,1.59,44.75,1007.16,2023-12-24 18:00:00,11.69
44.7,95.0,5.96,4.13,3.93,,4.97,26.38,75.27,1.64,39.47,1007.37,2023-12-24 18:15:00,11.68
44.7,95.0,5.9,4.11,3.75,,4.87,26.24,76.4,1.88,45.24,1007.61,2023-12-24 18:30:00,11.69
44.7,95.0,6.03,3.9,3.62,,4.82,26.15,76.8,2.9,41.6,1007.83,2023-12-24 18:45:00,11.69
47.07,100.16,5.91,4.12,3.62,,4.9,25.74,78.07,3.39,44.95,1008.08,2023-12-24 19:00:00,11.69
48.38,103.0,5.94,4.03,3.8,,4.84,25.4,79.64,2.33,38.08,1008.29,2023-12-24 19:15:00,11.69
48.38,103.0,6.03,4.0,3.74,,4.9,25.26,80.69,1.81,50.18,1008.44,2023-12-24 19:30:00,11.68
48.38,103.0,5.94,4.0,3.85,,4.8,25.19,81.51,1.42,50.14,1008.61,2023-12-24 19:45:00,11.69
42.45,90.11,5.94,3.99,3.85,,4.85,25.11,82.2,1.36,61.31,1008.82,2023-12-24 20:00:00,11.69
39.18,83.0,5.91,4.02,3.93,,4.88,25.03,82.94,1.23,53.75,1008.96,2023-12-24 20:15:00,11.69
39.18,83.0,5.97,4.0,3.62,,4.82,25.0,83.46,1.08,49.95,1009.06,2023-12-24 20:30:00,11.69
39.18,83.0,6.0,4.05,3.8,,4.91,24.98,83.78,0.97,60.27,1009.13,2023-12-24 20:45:00,11.69
44.81,95.03,5.93,4.08,3.98,,4.91,24.9,84.22,1.52,48.61,1009.06,2023-12-24 21:00:00,11.69
47.92,102.0,5.93,4.12,4.07,,4.94,24.87,84.58,1.34,49.32,1009.16,2023-12-24 21:15:00,11.68
47.92,102.0,6.0,4.07,3.82,,4.89,24.85,84.67,1.71,37.87,1009.3,2023-12-24 21:30:00,11.68
47.92,102.0,6.0,4.0,3.77,,4.86,24.91,84.37,1.75,43.45,1009.35,2023-12-24 21:45:00,11.69
47.62,101.34,6.07,3.94,3.58,,4.88,24.92,84.15,1.74,44.7,1009.33,2023-12-24 22:00:00,11.69
47.46,101.0,6.13,3.85,3.61,,4.88,24.98,83.53,1.99,52.65,1009.31,2023-12-24 22:15:00,11.68
47.46,101.0,6.0,3.92,3.29,,4.82,24.84,84.05,1.47,40.44,1009.32,2023-12-24 22:30:00,11.69
47.46,101.0,6.02,4.05,3.37,,4.93,24.15,87.26,1.25,45.16,1009.31,2023-12-24 22:45:00,11.68
45.98,97.83,5.94,4.08,3.45,,4.9,23.71,90.27,0.71,76.9,1009.2,2023-12-24 23:00:00,11.69
45.16,96.0,5.99,4.02,3.73,,4.9,23.73,90.62,0.46,135.82,1009.03,2023-12-24 23:15:00,11.69
45.16,96.0,5.96,4.08,3.71,,4.9,23.87,90.38,0.26,171.49,1008.84,2023-12-24 23:30:00,11.68
45.16,96.0,5.91,4.11,4.01,,4.89,23.96,89.78,0.54,102.86,1008.8,2023-12-24 23:45:00,11.69
42.54,90.3,6.02,4.06,3.99,,4.94,24.01,88.97,0.48,128.2,1008.75,2023-12-25 00:00:00,11.68
41.02,87.0,5.92,4.18,3.76,,4.96,24.01,89.04,0.64,115.04,1008.74,2023-12-25 00:15:00,11.68
41.02,87.0,5.88,4.14,3.74,,4.89,24.06,88.73,0.77,99.36,1008.69,2023-12-25 00:30:00,11.69
41.02,87.0,5.92,4.03,3.76,,4.8,24.14,87.56,1.1,61.26,1008.59,2023-12-25 00:45:00,11.69
42.48,90.22,5.88,4.08,3.64,,4.89,24.26,85.61,1.33,61.43,1008.5,2023-12-25 01:00:00,11.69
43.32,92.0,5.88,4.06,3.66,,4.84,24.28,84.69,1.15,50.85,1008.26,2023-12-25 01:15:00,11.69
43.32,92.0,5.92,4.09,3.89,,4.89,24.23,84.42,1.04,50.36,1008.11,2023-12-25 01:30:00,11.69
43.32,92.0,5.95,3.99,3.85,,4.83,24.19,84.56,1.03,71.94,1007.83,2023-12-25 01:45:00,11.69
38.66,81.69,5.88,4.09,3.95,,4.87,24.17,84.59,1.03,60.24,1007.71,2023-12-25 02:00:00,11.69
35.96,76.0,5.83,4.09,3.73,,4.8,24.1,84.92,1.12,59.33,1007.57,2023-12-25 02:15:00,11.69
35.96,76.0,5.9,3.96,3.86,,4.78,24.17,84.68,0.85,73.1,1007.42,2023-12-25 02:30:00,11.7
35.96,76.0,5.88,4.11,4.12,,4.84,24.18,84.51,1.01,77.78,1007.29,2023-12-25 02:45:00,11.69
36.26,76.64,5.79,4.12,4.04,,4.82,24.19,84.36,1.08,58.88,1007.23,2023-12-25 03:00:00,11.69
36.42,77.0,5.88,4.02,3.79,,4.8,24.17,84.18,1.2,65.84,1007.26,2023-12-25 03:15:00,11.7
36.42,77.0,5.88,4.06,4.02,,4.83,23.89,84.84,1.15,56.48,1007.22,2023-12-25 03:30:00,11.7
36.42,77.0,5.88,4.14,4.24,,4.88,23.62,86.35,0.92,53.57,1007.27,2023-12-25 03:45:00,11.68
33.46,70.44,5.84,4.1,4.15,,4.82,23.45,87.08,0.93,154.24,1007.22,2023-12-25 04:00:00,11.69
31.82,67.0,5.78,4.05,3.92,,4.73,23.04,88.67,1.12,143.06,1007.15,2023-12-25 04:15:00,11.7
31.82,67.0,5.88,3.95,4.04,,4.7,23.0,88.81,0.98,134.82,1007.3,2023-12-25 04:30:00,11.7
31.82,67.0,5.93,3.88,3.85,,4.75,23.05,88.4,1.04,135.44,1007.35,2023-12-25 04:45:00,11.7
29.49,61.93,5.88,4.01,3.73,,4.8,23.07,88.03,0.88,124.22,1007.37,2023-12-25 05:00:00,11.69
28.14,59.0,5.9,4.01,4.1,,4.79,23.21,87.15,0.86,155.66,1007.38,2023-12-25 05:15:00,11.69
28.14,59.0,5.82,4.08,3.74,,4.79,23.28,86.67,0.93,186.48,1007.45,2023-12-25 05:30:00,11.69
28.14,59.0,5.79,4.04,3.82,,4.73,23.28,86.45,0.89,122.27,1007.61,2023-12-25 05:45:00,11.7
29.33,61.58,5.85,3.91,3.87,,4.7,23.29,86.33,0.83,145.02,1007.79,2023-12-25 06:00:00,11.7
29.98,63.0,5.88,3.95,3.93,,4.73,23.33,86.09,0.62,181.67,1007.95,2023-12-25 06:15:00,11.7
29.98,63.0,5.77,4.09,3.9,,4.78,23.31,86.12,0.6,208.01,1008.14,2023-12-25 06:30:00,11.69
29.98,63.0,5.71,4.08,4.14,,4.69,23.41,86.16,0.56,234.04,1008.38,2023-12-25 06:45:00,11.69
31.76,66.87,5.74,4.03,4.27,,4.7,23.8,86.28,0.72,242.83,1008.52,2023-12-25 07:00:00,11.7
32.74,69.0,5.81,3.94,3.84,,4.7,24.26,85.23,0.67,250.14,1008.62,2023-12-25 07:15:00,11.7
32.74,69.0,5.78,3.95,3.91,,4.69,24.73,83.69,0.48,220.34,1008.8,2023-12-25 07:30:00,11.7
32.74,69.0,5.71,4.08,3.98,,4.7,25.29,80.53,0.64,174.82,1008.97,2023-12-25 07:45:00,11.7
30.99,65.2,5.94,3.88,4.1,,4.71,25.72,78.9,1.03,145.56,1009.13,2023-12-25 08:00:00,11.7
29.98,63.0,5.81,4.08,3.99,,4.8,25.4,79.04,1.23,132.44,1009.29,2023-12-25 08:15:00,11.69
29.98,63.0,5.69,4.1,4.12,,4.7,25.53,79.55,1.22,90.93,1009.43,2023-12-25 08:30:00,11.7
29.98,63.0,5.78,4.05,3.85,,4.74,26.34,78.02,1.59,70.92,1009.42,2023-12-25 08:45:00,11.69
32.06,67.51,5.79,4.0,4.03,,4.78,27.24,75.12,1.66,62.78,1009.45,2023-12-25 09:00:00,11.69
33.2,70.0,5.78,4.07,3.9,,4.75,27.98,72.67,1.86,131.23,1009.44,2023-12-25 09:15:00,11.7
33.2,70.0,5.92,3.93,3.96,,4.75,28.7,70.07,1.65,75.54,1009.47,2023-12-25 09:30:00,11.69
33.2,70.0,5.88,3.97,3.84,,4.77,29.04,68.51,1.81,73.95,1009.47,2023-12-25 09:45:00,11.7
29.64,62.27,5.77,4.15,4.3,,4.82,29.15,68.14,1.7,46.91,1009.51,2023-12-25 10:00:00,11.69
27.68,58.0,5.85,4.23,4.06,,4.95,29.8,67.23,1.67,125.8,1009.45,2023-12-25 10:15:00,11.68
27.68,58.0,5.94,4.02,4.06,,4.83,29.05,69.08,2.75,48.63,1009.35,2023-12-25 10:30:00,11.69
27.68,58.0,5.93,3.97,4.12,,4.8,29.01,70.09,2.19,71.34,1009.19,2023-12-25 10:45:00,11.69
22.94,47.87,5.99,4.02,4.05,,4.92,29.57,68.73,2.29,64.78,1008.93,2023-12-25 11:00:00,11.68
20.32,42.0,6.05,3.98,4.24,,4.9,29.32,69.29,3.01,50.21,1008.65,2023-12-25 11:15:00,11.69
20.32,42.0,6.03,4.11,4.11,,4.96,29.63,68.43,2.61,49.56,1008.46,2023-12-25 11:30:00,11.68
20.32,42.0,6.02,4.04,3.97,,4.92,30.02,67.96,2.54,51.17,1008.23,2023-12-25 11:45:00,11.69
22.69,47.16,6.06,4.02,3.91,,4.95,29.84,67.32,3.04,45.91,1007.96,2023-12-25 12:00:00,11.69
24.0,50.0,6.15,3.98,3.88,,5.0,30.44,65.77,2.24,80.53,1007.68,2023-12-25 12:15:00,11.68
24.0,50.0,6.14,4.04,4.1,,5.01,30.4,65.34,2.44,50.51,1007.48,2023-12-25 12:30:00,11.68
24.0,50.0,6.05,4.13,3.87,,5.04,30.63,64.19,2.49,62.24,1007.19,2023-12-25 12:45:00,11.68
21.92,45.49,6.13,4.12,4.16,,5.08,30.85,63.73,2.56,69.07,1006.95,2023-12-25 13:00:00,11.67
20.78,43.0,6.18,4.1,3.92,,5.11,30.67,63.59,2.48,50.51,1006.63,2023-12-25 13:15:00,11.67
20.78,43.0,6.17,4.0,3.93,,5.02,31.18,60.74,2.36,59.57,1006.32,2023-12-25 13:30:00,11.68
20.78,43.0,6.19,4.01,3.9,,5.08,31.42,60.02,2.4,54.97,1005.92,2023-12-25 13:45:00,11.68
22.53,46.8,6.18,4.14,3.93,,5.16,31.7,58.84,2.25,81.17,1005.6,2023-12-25 14:00:00,11.67
23.54,49.0,6.26,4.04,4.08,,5.11,31.52,59.17,2.6,51.25,1005.41,2023-12-25 14:15:00,11.67
23.54,49.0,6.24,4.09,4.07,,5.15,31.03,60.72,2.03,52.96,1005.21,2023-12-25 14:30:00,11.67
23.54,49.0,6.24,4.01,4.07,,5.07,31.37,60.55,2.35,66.32,1005.05,2023-12-25 14:45:00,11.68
25.91,54.16,6.25,4.04,3.84,,5.1,31.4,59.49,2.92,60.02,1005.07,2023-12-25 15:00:00,11.67
27.22,57.0,6.23,3.98,4.18,,5.02,30.97,59.95,2.78,41.35,1005.06,2023-12-25 15:15:00,11.68
27.22,57.0,6.26,4.0,3.98,,5.04,31.16,60.0,2.81,58.33,1004.98,2023-12-25 15:30:00,11.68
27.22,57.0,6.15,4.17,3.89,,5.14,30.58,61.88,3.53,43.07,1005.05,2023-12-25 15:45:00,11.67
28.68,60.17,6.18,4.17,3.92,,5.17,30.44,63.55,2.17,65.31,1005.12,2023-12-25 16:00:00,11.66
29.52,62.0,6.32,3.97,3.88,,5.1,30.52,63.53,2.35,61.76,1005.11,2023-12-25 16:15:00,11.67
29.52,62.0,6.34,3.94,3.8,,5.1,30.42,63.22,1.68,68.63,1005.17,2023-12-25 16:30:00,11.68
29.52,62.0,6.26,4.1,3.74,,5.18,30.63,63.26,1.69,70.52,1005.22,2023-12-25 16:45:00,11.67
25.44,53.13,6.35,3.99,3.97,,5.18,30.14,63.19,2.46,57.45,1005.38,2023-12-25 17:00:00,11.67
23.08,48.0,6.32,4.01,3.82,,5.2,29.63,64.06,2.04,55.84,1005.53,2023-12-25 17:15:00,11.67
23.08,48.0,6.38,3.91,3.76,,5.1,29.31,66.52,2.12,55.24,1005.62,2023-12-25 17:30:00,11.68
23.08,48.0,6.31,3.97,3.96,,5.1,28.91,68.63,1.48,82.73,1005.78,2023-12-25 17:45:00,11.68
20.12,41.44,6.41,3.98,3.75,,5.2,28.51,70.8,1.37,73.29,1005.95,2023-12-25 18:00:00,11.67
18.48,38.0,6.4,3.96,3.89,,5.16,28.22,71.91,1.71,57.49,1006.11,2023-12-25 18:15:00,11.68
18.48,38.0,6.48,3.91,3.78,,5.19,27.93,73.62,1.43,58.45,1006.33,2023-12-25 18:30:00,11.68
18.48,38.0,6.28,4.03,3.84,,5.12,27.59,75.65,1.55,79.91,1006.48,2023-12-25 18:45:00,11.68
19.06,39.27,6.4,4.0,3.55,,5.16,27.28,76.77,1.59,81.27,1006.75,2023-12-25 19:00:00,11.67
19.4,40.0,6.38,3.98,3.45,,5.13,27.07,77.56,1.4,59.05,1007.06,2023-12-25 19:15:00,11.67
29.98,63.0,5.9,4.0,3.65,,4.8,25.62,75.68,1.88,17.78,1009.61,2023-12-26 08:15:00,11.69
29.98,63.0,5.9,4.01,3.74,,4.82,25.86,74.56,2.14,67.33,1009.63,2023-12-26 08:30:00,11.69
29.98,63.0,5.99,3.93,3.66,,4.82,26.4,72.5,2.24,58.38,1009.72,2023-12-26 08:45:00,11.69
35.81,75.89,6.05,3.99,3.6,,4.91,26.64,70.25,3.01,45.69,1009.75,2023-12-26 09:00:00,11.69
39.18,83.0,6.06,3.99,3.86,,4.91,26.72,69.93,2.75,66.86,1009.77,2023-12-26 09:15:00,11.68
39.18,83.0,5.99,3.98,3.83,,4.85,27.17,68.35,2.44,92.04,1009.72,2023-12-26 09:30:00,11.69
39.18,83.0,5.94,4.07,3.61,,4.91,27.41,65.8,2.9,64.91,1009.66,2023-12-26 09:45:00,11.69
38.0,80.44,6.03,4.09,3.7,,4.98,27.83,65.54,2.16,69.7,1009.6,2023-12-26 10:00:00,11.68
37.34,79.0,6.03,4.02,3.68,,4.9,28.18,63.86,2.47,70.75,1009.51,2023-12-26 10:15:00,11.69
37.34,79.0,5.93,4.15,3.6,,4.95,28.41,63.4,2.42,85.79,1009.38,2023-12-26 10:30:00,11.68
37.34,79.0,6.03,4.13,3.54,,5.0,28.76,62.71,2.22,103.18,1009.17,2023-12-26 10:45:00,11.68
29.06,61.0,5.78,4.11,3.72,,4.8,26.35,70.45,2.16,50.45,1009.85,2023-12-27 08:15:00,11.69
29.06,61.0,5.8,4.12,3.75,,4.81,26.81,69.07,1.81,76.34,1010.0,2023-12-27 08:30:00,11.69
29.06,61.0,5.8,4.18,3.74,,4.9,27.41,66.52,2.03,100.95,1010.06,2023-12-27 08:45:00,11.68
25.5,53.4,5.82,4.09,3.83,,4.83,27.6,65.15,2.32,52.73,1010.13,2023-12-27 09:00:00,11.69
23.54,49.0,5.9,4.08,3.8,,4.86,28.07,63.65,2.36,98.58,1010.29,2023-12-27 09:15:00,11.69
23.54,49.0,5.91,4.17,3.79,,4.93,28.29,62.59,2.34,44.39,1010.29,2023-12-27 09:30:00,11.68
23.54,49.0,6.03,4.07,3.53,,4.94,28.34,62.07,3.12,60.21,1010.2,2023-12-27 09:45:00,11.68
23.54,49.0,5.95,4.05,3.85,,4.88,28.3,62.02,3.18,50.09,1010.12,2023-12-27 10:00:00,11.69
23.54,49.0,6.13,3.97,3.75,,4.95,28.46,62.04,3.25,52.4,1009.93,2023-12-27 10:15:00,11.68
23.54,49.0,6.0,4.11,3.84,,4.98,28.56,61.95,3.65,53.16,1009.69,2023-12-27 10:30:00,11.68
23.54,49.0,5.93,4.17,3.56,,4.98,29.32,60.2,2.88,90.15,1009.46,2023-12-27 10:45:00,11.68
24.73,51.53,6.07,4.13,3.62,,5.04,29.66,58.7,3.19,55.71,1009.2,2023-12-27 11:00:00,11.68
25.38,53.0,6.03,4.11,3.72,,4.97,29.82,58.34,3.01,73.27,1008.9,2023-12-27 11:15:00,11.68
25.38,53.0,6.03,4.01,3.66,,4.9,29.99,57.86,3.26,44.76,1008.49,2023-12-27 11:30:00,11.69
25.38,53.0,6.14,3.94,3.95,,4.93,30.38,57.29,2.97,85.16,1008.2,2023-12-27 11:45:00,11.69
25.09,52.37,6.15,4.07,4.03,,5.05,30.47,56.39,3.34,51.99,1007.76,2023-12-27 12:00:00,11.68
24.92,52.0,6.15,4.05,4.12,,5.08,31.05,55.56,2.8,95.6,1007.43,2023-12-27 12:15:00,11.68
24.92,52.0,6.15,4.1,4.06,,5.08,30.98,55.11,3.33,55.0,1007.09,2023-12-27 12:30:00,11.68
24.92,52.0,6.13,4.07,3.72,,5.05,30.92,55.53,3.28,63.73,1006.82,2023-12-27 12:45:00,11.68
27.0,56.43,6.15,4.11,3.98,,5.09,31.27,54.34,3.45,41.0,1006.58,2023-12-27 13:00:00,11.68
28.14,59.0,6.28,3.93,3.87,,5.07,31.22,54.39,2.95,51.57,1006.34,2023-12-27 13:15:00,11.68
28.14,59.0,6.26,3.99,3.73,,5.05,31.47,53.94,3.01,71.25,1005.96,2023-12-27 13:30:00,11.68
28.14,59.0,6.2,4.05,3.64,,5.1,31.68,53.39,3.05,41.27,1005.63,2023-12-27 13:45:00,11.67
25.23,52.67,6.17,4.05,3.61,,5.1,31.58,53.83,3.24,32.95,1005.47,2023-12-27 14:00:00,11.68
23.54,49.0,6.24,4.08,4.03,,5.11,31.55,54.05,3.35,39.41,1005.33,2023-12-27 14:15:00,11.68
23.54,49.0,6.28,4.04,4.06,,5.17,31.11,55.18,2.99,52.4,1005.2,2023-12-27 14:30:00,11.67
23.54,49.0,6.27,4.02,3.82,,5.12,31.54,55.1,2.92,63.98,1004.99,2023-12-27 14:45:00,11.67
21.18,43.88,6.27,4.07,3.84,,5.14,31.61,55.01,2.62,53.78,1004.75,2023-12-27 15:00:00,11.67
19.86,41.0,6.27,4.09,3.97,,5.16,31.4,55.24,2.92,48.74,1004.64,2023-12-27 15:15:00,11.67
19.86,41.0,6.28,4.02,3.95,,5.11,31.48,55.58,2.37,54.56,1004.52,2023-12-27 15:30:00,11.68
19.86,41.0,6.32,4.1,4.19,,5.2,31.36,56.04,2.62,61.31,1004.53,2023-12-27 15:45:00,11.66
27.14,57.11,6.3,4.06,3.83,,5.15,30.84,57.35,2.57,62.93,1004.55,2023-12-27 16:00:00,11.67
31.36,66.0,6.39,3.91,3.69,,5.11,30.89,57.7,2.22,47.05,1004.5,2023-12-27 16:15:00,11.68
31.36,66.0,6.4,4.02,3.75,,5.2,30.82,57.58,1.97,65.51,1004.53,2023-12-27 16:30:00,11.67
31.36,66.0,6.45,3.89,3.92,,5.17,30.39,59.58,2.37,50.87,1004.58,2023-12-27 16:45:00,11.68
34.86,73.6,6.59,3.77,3.72,,5.18,30.04,60.94,2.29,48.02,1004.83,2023-12-27 17:00:00,11.67
36.88,78.0,6.4,3.96,3.68,,5.2,29.76,62.62,1.93,61.1,1005.07,2023-12-27 17:15:00,11.67
36.88,78.0,6.4,4.05,3.62,,5.23,29.45,65.25,1.74,58.14,1005.37,2023-12-27 17:30:00,11.67
36.88,78.0,6.4,4.0,3.73,,5.2,28.92,68.45,1.93,64.87,1005.56,2023-12-27 17:45:00,11.67
34.21,72.3,6.46,3.99,3.7,,5.22,28.56,70.38,1.48,73.25,1005.72,2023-12-27 18:00:00,11.67
32.74,69.0,6.49,4.06,3.7,,5.35,28.31,71.72,1.38,65.42,1005.91,2023-12-27 18:15:00,11.66
32.74,69.0,6.4,4.05,3.65,,5.25,28.08,72.31,1.83,65.48,1006.09,2023-12-27 18:30:00,11.66
32.74,69.0,6.48,3.98,3.45,,5.25,27.89,73.26,1.44,61.01,1006.26,2023-12-27 18:45:00,11.67
33.61,70.93,6.43,3.99,3.44,,5.23,27.84,74.08,1.11,74.95,1006.48,2023-12-27 19:00:00,11.67
34.12,72.0,6.34,4.01,3.26,,5.15,27.72,74.82,1.22,57.58,1006.68,2023-12-27 19:15:00,11.67
34.12,72.0,6.37,4.03,3.35,,5.2,27.52,75.65,1.39,69.12,1006.99,2023-12-27 19:30:00,11.67
34.12,72.0,6.4,3.95,3.21,,5.17,27.34,75.82,1.56,76.11,1007.2,2023-12-27 19:45:00,11.67
35.58,75.17,6.4,3.91,3.41,,5.15,27.05,75.73,1.97,68.39,1007.37,2023-12-27 20:00:00,11.67
36.42,77.0,6.35,4.07,3.35,,5.26,26.82,75.76,1.93,62.26,1007.49,2023-12-27 20:15:00,11.67
36.42,77.0,6.43,4.01,3.16,,5.21,26.63,76.46,1.83,48.8,1007.63,2023-12-27 20:30:00,11.67
36.42,77.0,6.52,3.99,3.09,,5.3,26.49,76.85,1.85,49.01,1007.73,2023-12-27 20:45:00,11.66
32.27,68.13,6.45,3.96,3.36,,5.21,26.4,77.12,1.77,47.2,1007.9,2023-12-27 21:00:00,11.67
29.98,63.0,6.37,4.16,3.42,,5.33,26.34,77.44,1.67,63.1,1007.95,2023-12-27 21:15:00,11.66
29.98,63.0,6.28,4.14,3.54,,5.24,26.23,77.77,1.9,46.42,1008.0,2023-12-27 21:30:00,11.67
29.98,63.0,6.34,4.11,3.34,,5.22,26.2,77.83,1.85,47.23,1008.2,2023-12-27 21:45:00,11.67
31.73,66.8,6.27,4.17,3.29,,5.27,26.16,77.55,2.22,43.73,1008.28,2023-12-27 22:00:00,11.67
32.74,69.0,6.33,4.03,3.39,,5.18,25.26,80.69,3.51,39.91,1008.42,2023-12-27 22:15:00,11.68
32.74,69.0,6.37,3.97,3.26,,5.14,23.97,87.15,1.74,49.93,1008.57,2023-12-27 22:30:00,11.67
32.74,69.0,6.24,4.09,3.41,,5.12,24.0,87.42,2.22,43.21,1008.51,2023-12-27 22:45:00,11.67
27.2,56.97,6.27,3.98,3.52,,5.1,23.96,86.62,1.46,57.76,1008.47,2023-12-27 23:00:00,11.68
24.0,50.0,6.26,4.0,3.39,,5.1,23.79,87.24,1.35,57.96,1008.39,2023-12-27 23:15:00,11.68
24.0,50.0,6.23,4.1,3.25,,5.1,24.03,86.35,1.63,74.53,1008.38,2023-12-27 23:30:00,11.67
24.0,50.0,6.21,4.08,3.45,,5.1,24.18,85.35,1.42,72.64,1008.25,2023-12-27 23:45:00,11.67
23.13,48.1,6.27,3.99,3.38,,5.09,24.38,83.99,1.83,76.82,1008.15,2023-12-28 00:00:00,11.68
22.62,47.0,6.22,4.01,3.07,,5.08,24.45,83.12,2.06,66.47,1008.1,2023-12-28 00:15:00,11.68
22.62,47.0,6.17,4.14,3.33,,5.15,24.39,82.97,1.79,77.62,1007.96,2023-12-28 00:30:00,11.67
22.62,47.0,6.14,4.16,3.31,,5.09,24.27,82.34,1.61,94.13,1007.67,2023-12-28 00:45:00,11.67
23.79,49.53,6.21,3.9,3.35,,4.95,24.15,82.21,1.44,125.78,1007.5,2023-12-28 01:00:00,11.69
24.46,51.0,6.26,3.95,3.52,,5.04,24.15,80.97,1.46,171.93,1007.35,2023-12-28 01:15:00,11.68
24.46,51.0,6.22,4.1,3.54,,5.14,24.19,80.29,1.42,115.61,1007.17,2023-12-28 01:30:00,11.68
24.46,51.0,6.15,4.14,3.34,,5.1,24.2,80.01,1.09,118.11,1007.02,2023-12-28 01:45:00,11.68
23.6,49.1,6.17,4.07,3.39,,5.04,24.18,79.29,1.33,102.65,1006.81,2023-12-28 02:00:00,11.68
23.08,48.0,6.21,4.03,3.42,,5.06,24.15,78.99,1.11,95.08,1006.61,2023-12-28 02:15:00,11.68
23.08,48.0,6.15,3.95,3.62,,4.97,24.18,79.01,1.02,125.64,1006.48,2023-12-28 02:30:00,11.68
23.08,48.0,6.15,3.92,3.76,,4.98,24.14,79.54,0.81,192.59,1006.26,2023-12-28 02:45:00,11.68
19.23,39.77,6.08,4.08,3.77,,5.0,24.2,79.44,1.03,86.93,1006.16,2023-12-28 03:00:00,11.68
17.1,35.0,6.15,4.03,3.71,,5.01,24.29,79.16,0.8,139.2,1006.08,2023-12-28 03:15:00,11.68
17.1,35.0,6.14,3.94,3.6,,4.96,24.26,79.17,0.86,117.51,1006.08,2023-12-28 03:30:00,11.69
17.1,35.0,5.93,4.17,3.79,,4.99,24.31,79.3,1.08,134.9,1005.97,2023-12-28 03:45:00,11.68
18.85,38.8,6.09,3.97,3.68,,4.94,24.45,79.09,1.4,39.82,1005.88,2023-12-28 04:00:00,11.69
19.86,41.0,6.09,4.05,3.74,,5.0,24.65,78.53,1.33,67.98,1005.92,2023-12-28 04:15:00,11.68
